date,the patron_unscaled,the patron_monthly,isPartial,scale,the patron
2016-05-05,30,47.0,,0.47,14.1
2016-05-06,100,47.0,,0.47,47.0
2016-05-07,16,47.0,,0.47,7.52
2016-05-08,22,47.0,,0.47,10.34
2016-05-09,52,47.0,,0.47,24.439999999999998
2016-05-10,43,47.0,,0.47,20.209999999999997
2016-05-11,39,47.0,,0.47,18.33
2016-05-12,18,47.0,,0.47,8.459999999999999
2016-05-13,31,47.0,,0.47,14.569999999999999
2016-05-14,48,47.0,,0.47,22.56
2016-05-15,43,47.0,,0.47,20.209999999999997
2016-05-16,35,47.0,,0.47,16.45
2016-05-17,26,47.0,,0.47,12.219999999999999
2016-05-18,34,47.0,,0.47,15.979999999999999
2016-05-19,40,47.0,,0.47,18.799999999999997
2016-05-20,60,47.0,,0.47,28.2
2016-05-21,53,47.0,,0.47,24.91
2016-05-22,38,47.0,,0.47,17.86
2016-05-23,44,47.0,,0.47,20.68
2016-05-24,44,47.0,,0.47,20.68
2016-05-25,40,47.0,,0.47,18.799999999999997
2016-05-26,32,47.0,,0.47,15.04
2016-05-27,29,47.0,,0.47,13.629999999999999
2016-05-28,45,47.0,,0.47,21.15
2016-05-29,23,47.0,,0.47,10.809999999999999
2016-05-30,37,47.0,,0.47,17.39
2016-05-31,58,47.0,,0.47,27.259999999999998
2016-06-01,53,40.0,False,0.4,21.200000000000003
2016-06-02,26,40.0,,0.4,10.4
2016-06-03,65,40.0,,0.4,26.0
2016-06-04,31,40.0,,0.4,12.4
2016-06-05,55,40.0,,0.4,22.0
2016-06-06,47,40.0,,0.4,18.8
2016-06-07,37,40.0,,0.4,14.8
2016-06-08,36,40.0,,0.4,14.4
2016-06-09,37,40.0,,0.4,14.8
2016-06-10,55,40.0,,0.4,22.0
2016-06-11,100,40.0,,0.4,40.0
2016-06-12,37,40.0,,0.4,14.8
2016-06-13,42,40.0,,0.4,16.8
2016-06-14,47,40.0,,0.4,18.8
2016-06-15,42,40.0,,0.4,16.8
2016-06-16,32,40.0,,0.4,12.8
2016-06-17,39,40.0,,0.4,15.600000000000001
2016-06-18,39,40.0,,0.4,15.600000000000001
2016-06-19,46,40.0,,0.4,18.400000000000002
2016-06-20,21,40.0,,0.4,8.4
2016-06-21,64,40.0,,0.4,25.6
2016-06-22,16,40.0,,0.4,6.4
2016-06-23,27,40.0,,0.4,10.8
2016-06-24,38,40.0,,0.4,15.200000000000001
2016-06-25,32,40.0,,0.4,12.8
2016-06-26,72,40.0,,0.4,28.8
2016-06-27,37,40.0,,0.4,14.8
2016-06-28,31,40.0,,0.4,12.4
2016-06-29,32,40.0,,0.4,12.8
2016-06-30,39,40.0,,0.4,15.600000000000001
2016-07-01,21,43.0,False,0.43,9.03
2016-07-02,36,43.0,,0.43,15.48
2016-07-03,69,43.0,,0.43,29.669999999999998
2016-07-04,42,43.0,,0.43,18.06
2016-07-05,27,43.0,,0.43,11.61
2016-07-06,25,43.0,,0.43,10.75
2016-07-07,30,43.0,,0.43,12.9
2016-07-08,16,43.0,,0.43,6.88
2016-07-09,53,43.0,,0.43,22.79
2016-07-10,30,43.0,,0.43,12.9
2016-07-11,66,43.0,,0.43,28.38
2016-07-12,51,43.0,,0.43,21.93
2016-07-13,37,43.0,,0.43,15.91
2016-07-14,40,43.0,,0.43,17.2
2016-07-15,53,43.0,,0.43,22.79
2016-07-16,42,43.0,,0.43,18.06
2016-07-17,67,43.0,,0.43,28.81
2016-07-18,40,43.0,,0.43,17.2
2016-07-19,10,43.0,,0.43,4.3
2016-07-20,10,43.0,,0.43,4.3
2016-07-21,26,43.0,,0.43,11.18
2016-07-22,26,43.0,,0.43,11.18
2016-07-23,30,43.0,,0.43,12.9
2016-07-24,42,43.0,,0.43,18.06
2016-07-25,35,43.0,,0.43,15.049999999999999
2016-07-26,20,43.0,,0.43,8.6
2016-07-27,50,43.0,,0.43,21.5
2016-07-28,30,43.0,,0.43,12.9
2016-07-29,41,43.0,,0.43,17.63
2016-07-30,52,43.0,,0.43,22.36
2016-07-31,100,43.0,,0.43,43.0
2016-08-01,63,39.0,False,0.39,24.57
2016-08-02,80,39.0,,0.39,31.200000000000003
2016-08-03,33,39.0,,0.39,12.870000000000001
2016-08-04,33,39.0,,0.39,12.870000000000001
2016-08-05,69,39.0,,0.39,26.91
2016-08-06,30,39.0,,0.39,11.700000000000001
2016-08-07,89,39.0,,0.39,34.71
2016-08-08,65,39.0,,0.39,25.35
2016-08-09,49,39.0,,0.39,19.11
2016-08-10,58,39.0,,0.39,22.62
2016-08-11,43,39.0,,0.39,16.77
2016-08-12,26,39.0,,0.39,10.14
2016-08-13,48,39.0,,0.39,18.72
2016-08-14,30,39.0,,0.39,11.700000000000001
2016-08-15,50,39.0,,0.39,19.5
2016-08-16,60,39.0,,0.39,23.400000000000002
2016-08-17,95,39.0,,0.39,37.050000000000004
2016-08-18,52,39.0,,0.39,20.28
2016-08-19,62,39.0,,0.39,24.18
2016-08-20,41,39.0,,0.39,15.99
2016-08-21,80,39.0,,0.39,31.200000000000003
2016-08-22,67,39.0,,0.39,26.130000000000003
2016-08-23,84,39.0,,0.39,32.76
2016-08-24,74,39.0,,0.39,28.86
2016-08-25,39,39.0,,0.39,15.21
2016-08-26,88,39.0,,0.39,34.32
2016-08-27,75,39.0,,0.39,29.25
2016-08-28,100,39.0,,0.39,39.0
2016-08-29,77,39.0,,0.39,30.03
2016-08-30,93,39.0,,0.39,36.27
2016-08-31,62,39.0,,0.39,24.18
2016-09-01,24,58.0,False,0.58,13.919999999999998
2016-09-02,49,58.0,,0.58,28.419999999999998
2016-09-03,45,58.0,,0.58,26.099999999999998
2016-09-04,58,58.0,,0.58,33.64
2016-09-05,43,58.0,,0.58,24.939999999999998
2016-09-06,42,58.0,,0.58,24.36
2016-09-07,55,58.0,,0.58,31.9
2016-09-08,33,58.0,,0.58,19.139999999999997
2016-09-09,52,58.0,,0.58,30.159999999999997
2016-09-10,61,58.0,,0.58,35.379999999999995
2016-09-11,27,58.0,,0.58,15.659999999999998
2016-09-12,65,58.0,,0.58,37.699999999999996
2016-09-13,55,58.0,,0.58,31.9
2016-09-14,56,58.0,,0.58,32.48
2016-09-15,56,58.0,,0.58,32.48
2016-09-16,48,58.0,,0.58,27.839999999999996
2016-09-17,34,58.0,,0.58,19.72
2016-09-18,100,58.0,,0.58,57.99999999999999
2016-09-19,91,58.0,,0.58,52.779999999999994
2016-09-20,59,58.0,,0.58,34.22
2016-09-21,47,58.0,,0.58,27.259999999999998
2016-09-22,75,58.0,,0.58,43.5
2016-09-23,63,58.0,,0.58,36.54
2016-09-24,46,58.0,,0.58,26.68
2016-09-25,49,58.0,,0.58,28.419999999999998
2016-09-26,32,58.0,,0.58,18.56
2016-09-27,69,58.0,,0.58,40.019999999999996
2016-09-28,79,58.0,,0.58,45.82
2016-09-29,37,58.0,,0.58,21.459999999999997
2016-09-30,57,58.0,,0.58,33.059999999999995
2016-10-01,48,81.0,False,0.81,38.88
2016-10-02,71,81.0,,0.81,57.510000000000005
2016-10-03,24,81.0,,0.81,19.44
2016-10-04,76,81.0,,0.81,61.56
2016-10-05,72,81.0,,0.81,58.32000000000001
2016-10-06,61,81.0,,0.81,49.410000000000004
2016-10-07,63,81.0,,0.81,51.03
2016-10-08,34,81.0,,0.81,27.540000000000003
2016-10-09,39,81.0,,0.81,31.590000000000003
2016-10-10,66,81.0,,0.81,53.46
2016-10-11,33,81.0,,0.81,26.73
2016-10-12,69,81.0,,0.81,55.89
2016-10-13,29,81.0,,0.81,23.490000000000002
2016-10-14,60,81.0,,0.81,48.6
2016-10-15,85,81.0,,0.81,68.85000000000001
2016-10-16,67,81.0,,0.81,54.27
2016-10-17,48,81.0,,0.81,38.88
2016-10-18,68,81.0,,0.81,55.080000000000005
2016-10-19,82,81.0,,0.81,66.42
2016-10-20,69,81.0,,0.81,55.89
2016-10-21,79,81.0,,0.81,63.99
2016-10-22,56,81.0,,0.81,45.36
2016-10-23,44,81.0,,0.81,35.64
2016-10-24,100,81.0,,0.81,81.0
2016-10-25,91,81.0,,0.81,73.71000000000001
2016-10-26,79,81.0,,0.81,63.99
2016-10-27,68,81.0,,0.81,55.080000000000005
2016-10-28,84,81.0,,0.81,68.04
2016-10-29,88,81.0,,0.81,71.28
2016-10-30,95,81.0,,0.81,76.95
2016-10-31,81,81.0,,0.81,65.61
2016-11-01,100,70.0,False,0.7,70.0
2016-11-02,87,70.0,,0.7,60.9
2016-11-03,96,70.0,,0.7,67.19999999999999
2016-11-04,39,70.0,,0.7,27.299999999999997
2016-11-05,66,70.0,,0.7,46.199999999999996
2016-11-06,32,70.0,,0.7,22.4
2016-11-07,52,70.0,,0.7,36.4
2016-11-08,65,70.0,,0.7,45.5
2016-11-09,42,70.0,,0.7,29.4
2016-11-10,61,70.0,,0.7,42.699999999999996
2016-11-11,55,70.0,,0.7,38.5
2016-11-12,50,70.0,,0.7,35.0
2016-11-13,18,70.0,,0.7,12.6
2016-11-14,79,70.0,,0.7,55.3
2016-11-15,44,70.0,,0.7,30.799999999999997
2016-11-16,45,70.0,,0.7,31.499999999999996
2016-11-17,46,70.0,,0.7,32.199999999999996
2016-11-18,28,70.0,,0.7,19.599999999999998
2016-11-19,46,70.0,,0.7,32.199999999999996
2016-11-20,67,70.0,,0.7,46.9
2016-11-21,49,70.0,,0.7,34.3
2016-11-22,35,70.0,,0.7,24.5
2016-11-23,41,70.0,,0.7,28.7
2016-11-24,27,70.0,,0.7,18.9
2016-11-25,4,70.0,,0.7,2.8
2016-11-26,26,70.0,,0.7,18.2
2016-11-27,34,70.0,,0.7,23.799999999999997
2016-11-28,34,70.0,,0.7,23.799999999999997
2016-11-29,38,70.0,,0.7,26.599999999999998
2016-11-30,57,70.0,,0.7,39.9
2016-12-01,61,61.0,False,0.61,37.21
2016-12-02,54,61.0,,0.61,32.94
2016-12-03,47,61.0,,0.61,28.669999999999998
2016-12-04,59,61.0,,0.61,35.99
2016-12-05,100,61.0,,0.61,61.0
2016-12-06,80,61.0,,0.61,48.8
2016-12-07,61,61.0,,0.61,37.21
2016-12-08,62,61.0,,0.61,37.82
2016-12-09,64,61.0,,0.61,39.04
2016-12-10,43,61.0,,0.61,26.23
2016-12-11,57,61.0,,0.61,34.769999999999996
2016-12-12,47,61.0,,0.61,28.669999999999998
2016-12-13,82,61.0,,0.61,50.019999999999996
2016-12-14,61,61.0,,0.61,37.21
2016-12-15,90,61.0,,0.61,54.9
2016-12-16,75,61.0,,0.61,45.75
2016-12-17,38,61.0,,0.61,23.18
2016-12-18,38,61.0,,0.61,23.18
2016-12-19,23,61.0,,0.61,14.03
2016-12-20,42,61.0,,0.61,25.62
2016-12-21,64,61.0,,0.61,39.04
2016-12-22,60,61.0,,0.61,36.6
2016-12-23,57,61.0,,0.61,34.769999999999996
2016-12-24,11,61.0,,0.61,6.71
2016-12-25,67,61.0,,0.61,40.87
2016-12-26,27,61.0,,0.61,16.47
2016-12-27,43,61.0,,0.61,26.23
2016-12-28,54,61.0,,0.61,32.94
2016-12-29,53,61.0,,0.61,32.33
2016-12-30,45,61.0,,0.61,27.45
2016-12-31,42,61.0,,0.61,25.62
2017-01-01,70,58.0,False,0.58,40.599999999999994
2017-01-02,50,58.0,,0.58,28.999999999999996
2017-01-03,74,58.0,,0.58,42.919999999999995
2017-01-04,47,58.0,,0.58,27.259999999999998
2017-01-05,84,58.0,,0.58,48.72
2017-01-06,32,58.0,,0.58,18.56
2017-01-07,48,58.0,,0.58,27.839999999999996
2017-01-08,100,58.0,,0.58,57.99999999999999
2017-01-09,70,58.0,,0.58,40.599999999999994
2017-01-10,69,58.0,,0.58,40.019999999999996
2017-01-11,35,58.0,,0.58,20.299999999999997
2017-01-12,98,58.0,,0.58,56.839999999999996
2017-01-13,67,58.0,,0.58,38.86
2017-01-14,72,58.0,,0.58,41.76
2017-01-15,71,58.0,,0.58,41.18
2017-01-16,58,58.0,,0.58,33.64
2017-01-17,30,58.0,,0.58,17.4
2017-01-18,85,58.0,,0.58,49.3
2017-01-19,50,58.0,,0.58,28.999999999999996
2017-01-20,61,58.0,,0.58,35.379999999999995
2017-01-21,47,58.0,,0.58,27.259999999999998
2017-01-22,74,58.0,,0.58,42.919999999999995
2017-01-23,38,58.0,,0.58,22.04
2017-01-24,60,58.0,,0.58,34.8
2017-01-25,35,58.0,,0.58,20.299999999999997
2017-01-26,69,58.0,,0.58,40.019999999999996
2017-01-27,93,58.0,,0.58,53.94
2017-01-28,36,58.0,,0.58,20.88
2017-01-29,42,58.0,,0.58,24.36
2017-01-30,54,58.0,,0.58,31.319999999999997
2017-01-31,73,58.0,,0.58,42.339999999999996
2017-02-01,50,58.0,False,0.58,28.999999999999996
2017-02-02,47,58.0,,0.58,27.259999999999998
2017-02-03,62,58.0,,0.58,35.96
2017-02-04,58,58.0,,0.58,33.64
2017-02-05,33,58.0,,0.58,19.139999999999997
2017-02-06,42,58.0,,0.58,24.36
2017-02-07,63,58.0,,0.58,36.54
2017-02-08,56,58.0,,0.58,32.48
2017-02-09,36,58.0,,0.58,20.88
2017-02-10,41,58.0,,0.58,23.779999999999998
2017-02-11,53,58.0,,0.58,30.74
2017-02-12,57,58.0,,0.58,33.059999999999995
2017-02-13,39,58.0,,0.58,22.619999999999997
2017-02-14,100,58.0,,0.58,57.99999999999999
2017-02-15,49,58.0,,0.58,28.419999999999998
2017-02-16,44,58.0,,0.58,25.52
2017-02-17,55,58.0,,0.58,31.9
2017-02-18,67,58.0,,0.58,38.86
2017-02-19,39,58.0,,0.58,22.619999999999997
2017-02-20,58,58.0,,0.58,33.64
2017-02-21,68,58.0,,0.58,39.44
2017-02-22,48,58.0,,0.58,27.839999999999996
2017-02-23,75,58.0,,0.58,43.5
2017-02-24,53,58.0,,0.58,30.74
2017-02-25,43,58.0,,0.58,24.939999999999998
2017-02-26,59,58.0,,0.58,34.22
2017-02-27,47,58.0,,0.58,27.259999999999998
2017-02-28,64,58.0,,0.58,37.12
2017-03-01,61,69.0,False,0.69,42.089999999999996
2017-03-02,59,69.0,,0.69,40.709999999999994
2017-03-03,51,69.0,,0.69,35.19
2017-03-04,36,69.0,,0.69,24.839999999999996
2017-03-05,40,69.0,,0.69,27.599999999999998
2017-03-06,48,69.0,,0.69,33.12
2017-03-07,53,69.0,,0.69,36.57
2017-03-08,64,69.0,,0.69,44.16
2017-03-09,46,69.0,,0.69,31.74
2017-03-10,45,69.0,,0.69,31.049999999999997
2017-03-11,52,69.0,,0.69,35.879999999999995
2017-03-12,38,69.0,,0.69,26.22
2017-03-13,60,69.0,,0.69,41.4
2017-03-14,68,69.0,,0.69,46.919999999999995
2017-03-15,71,69.0,,0.69,48.989999999999995
2017-03-16,58,69.0,,0.69,40.019999999999996
2017-03-17,100,69.0,,0.69,69.0
2017-03-18,45,69.0,,0.69,31.049999999999997
2017-03-19,65,69.0,,0.69,44.849999999999994
2017-03-20,54,69.0,,0.69,37.26
2017-03-21,41,69.0,,0.69,28.29
2017-03-22,35,69.0,,0.69,24.15
2017-03-23,28,69.0,,0.69,19.32
2017-03-24,35,69.0,,0.69,24.15
2017-03-25,79,69.0,,0.69,54.51
2017-03-26,69,69.0,,0.69,47.61
2017-03-27,51,69.0,,0.69,35.19
2017-03-28,55,69.0,,0.69,37.949999999999996
2017-03-29,34,69.0,,0.69,23.459999999999997
2017-03-30,65,69.0,,0.69,44.849999999999994
2017-03-31,24,69.0,,0.69,16.56
2017-04-01,80,62.0,False,0.62,49.6
2017-04-02,100,62.0,,0.62,62.0
2017-04-03,91,62.0,,0.62,56.42
2017-04-04,91,62.0,,0.62,56.42
2017-04-05,71,62.0,,0.62,44.02
2017-04-06,54,62.0,,0.62,33.48
2017-04-07,68,62.0,,0.62,42.16
2017-04-08,54,62.0,,0.62,33.48
2017-04-09,54,62.0,,0.62,33.48
2017-04-10,50,62.0,,0.62,31.0
2017-04-11,39,62.0,,0.62,24.18
2017-04-12,66,62.0,,0.62,40.92
2017-04-13,68,62.0,,0.62,42.16
2017-04-14,37,62.0,,0.62,22.94
2017-04-15,35,62.0,,0.62,21.7
2017-04-16,71,62.0,,0.62,44.02
2017-04-17,55,62.0,,0.62,34.1
2017-04-18,81,62.0,,0.62,50.22
2017-04-19,59,62.0,,0.62,36.58
2017-04-20,50,62.0,,0.62,31.0
2017-04-21,51,62.0,,0.62,31.62
2017-04-22,81,62.0,,0.62,50.22
2017-04-23,67,62.0,,0.62,41.54
2017-04-24,97,62.0,,0.62,60.14
2017-04-25,70,62.0,,0.62,43.4
2017-04-26,65,62.0,,0.62,40.3
2017-04-27,98,62.0,,0.62,60.76
2017-04-28,61,62.0,,0.62,37.82
2017-04-29,53,62.0,,0.62,32.86
2017-04-30,99,62.0,,0.62,61.38
2017-05-01,69,59.0,False,0.59,40.71
2017-05-02,61,59.0,,0.59,35.989999999999995
2017-05-03,75,59.0,,0.59,44.25
2017-05-04,62,59.0,,0.59,36.58
2017-05-05,93,59.0,,0.59,54.87
2017-05-06,100,59.0,,0.59,59.0
2017-05-07,82,59.0,,0.59,48.379999999999995
2017-05-08,48,59.0,,0.59,28.32
2017-05-09,95,59.0,,0.59,56.05
2017-05-10,82,59.0,,0.59,48.379999999999995
2017-05-11,63,59.0,,0.59,37.169999999999995
2017-05-12,50,59.0,,0.59,29.5
2017-05-13,48,59.0,,0.59,28.32
2017-05-14,49,59.0,,0.59,28.91
2017-05-15,25,59.0,,0.59,14.75
2017-05-16,72,59.0,,0.59,42.48
2017-05-17,72,59.0,,0.59,42.48
2017-05-18,61,59.0,,0.59,35.989999999999995
2017-05-19,75,59.0,,0.59,44.25
2017-05-20,25,59.0,,0.59,14.75
2017-05-21,50,59.0,,0.59,29.5
2017-05-22,46,59.0,,0.59,27.139999999999997
2017-05-23,44,59.0,,0.59,25.959999999999997
2017-05-24,20,59.0,,0.59,11.799999999999999
2017-05-25,41,59.0,,0.59,24.189999999999998
2017-05-26,49,59.0,,0.59,28.91
2017-05-27,45,59.0,,0.59,26.549999999999997
2017-05-28,66,59.0,,0.59,38.94
2017-05-29,67,59.0,,0.59,39.53
2017-05-30,71,59.0,,0.59,41.89
2017-05-31,25,59.0,,0.59,14.75
2017-06-01,44,40.0,False,0.4,17.6
2017-06-02,33,40.0,,0.4,13.200000000000001
2017-06-03,54,40.0,,0.4,21.6
2017-06-04,7,40.0,,0.4,2.8000000000000003
2017-06-05,67,40.0,,0.4,26.8
2017-06-06,54,40.0,,0.4,21.6
2017-06-07,56,40.0,,0.4,22.400000000000002
2017-06-08,37,40.0,,0.4,14.8
2017-06-09,53,40.0,,0.4,21.200000000000003
2017-06-10,46,40.0,,0.4,18.400000000000002
2017-06-11,100,40.0,,0.4,40.0
2017-06-12,56,40.0,,0.4,22.400000000000002
2017-06-13,37,40.0,,0.4,14.8
2017-06-14,62,40.0,,0.4,24.8
2017-06-15,39,40.0,,0.4,15.600000000000001
2017-06-16,32,40.0,,0.4,12.8
2017-06-17,46,40.0,,0.4,18.400000000000002
2017-06-18,61,40.0,,0.4,24.400000000000002
2017-06-19,56,40.0,,0.4,22.400000000000002
2017-06-20,30,40.0,,0.4,12.0
2017-06-21,49,40.0,,0.4,19.6
2017-06-22,42,40.0,,0.4,16.8
2017-06-23,62,40.0,,0.4,24.8
2017-06-24,51,40.0,,0.4,20.400000000000002
2017-06-25,45,40.0,,0.4,18.0
2017-06-26,45,40.0,,0.4,18.0
2017-06-27,32,40.0,,0.4,12.8
2017-06-28,53,40.0,,0.4,21.200000000000003
2017-06-29,40,40.0,,0.4,16.0
2017-06-30,47,40.0,,0.4,18.8
2017-07-01,57,42.0,False,0.42,23.939999999999998
2017-07-02,86,42.0,,0.42,36.12
2017-07-03,62,42.0,,0.42,26.04
2017-07-04,50,42.0,,0.42,21.0
2017-07-05,30,42.0,,0.42,12.6
2017-07-06,63,42.0,,0.42,26.459999999999997
2017-07-07,72,42.0,,0.42,30.24
2017-07-08,57,42.0,,0.42,23.939999999999998
2017-07-09,49,42.0,,0.42,20.58
2017-07-10,70,42.0,,0.42,29.4
2017-07-11,48,42.0,,0.42,20.16
2017-07-12,49,42.0,,0.42,20.58
2017-07-13,100,42.0,,0.42,42.0
2017-07-14,64,42.0,,0.42,26.88
2017-07-15,90,42.0,,0.42,37.8
2017-07-16,75,42.0,,0.42,31.5
2017-07-17,35,42.0,,0.42,14.7
2017-07-18,42,42.0,,0.42,17.64
2017-07-19,35,42.0,,0.42,14.7
2017-07-20,28,42.0,,0.42,11.76
2017-07-21,85,42.0,,0.42,35.699999999999996
2017-07-22,57,42.0,,0.42,23.939999999999998
2017-07-23,24,42.0,,0.42,10.08
2017-07-24,76,42.0,,0.42,31.919999999999998
2017-07-25,69,42.0,,0.42,28.98
2017-07-26,21,42.0,,0.42,8.82
2017-07-27,84,42.0,,0.42,35.28
2017-07-28,50,42.0,,0.42,21.0
2017-07-29,57,42.0,,0.42,23.939999999999998
2017-07-30,74,42.0,,0.42,31.08
2017-07-31,48,42.0,,0.42,20.16
2017-08-01,23,44.0,False,0.44,10.12
2017-08-02,23,44.0,,0.44,10.12
2017-08-03,35,44.0,,0.44,15.4
2017-08-04,37,44.0,,0.44,16.28
2017-08-05,35,44.0,,0.44,15.4
2017-08-06,72,44.0,,0.44,31.68
2017-08-07,28,44.0,,0.44,12.32
2017-08-08,39,44.0,,0.44,17.16
2017-08-09,48,44.0,,0.44,21.12
2017-08-10,43,44.0,,0.44,18.92
2017-08-11,55,44.0,,0.44,24.2
2017-08-12,34,44.0,,0.44,14.96
2017-08-13,91,44.0,,0.44,40.04
2017-08-14,41,44.0,,0.44,18.04
2017-08-15,42,44.0,,0.44,18.48
2017-08-16,30,44.0,,0.44,13.2
2017-08-17,41,44.0,,0.44,18.04
2017-08-18,72,44.0,,0.44,31.68
2017-08-19,63,44.0,,0.44,27.72
2017-08-20,48,44.0,,0.44,21.12
2017-08-21,28,44.0,,0.44,12.32
2017-08-22,47,44.0,,0.44,20.68
2017-08-23,77,44.0,,0.44,33.88
2017-08-24,53,44.0,,0.44,23.32
2017-08-25,12,44.0,,0.44,5.28
2017-08-26,41,44.0,,0.44,18.04
2017-08-27,33,44.0,,0.44,14.52
2017-08-28,100,44.0,,0.44,44.0
2017-08-29,69,44.0,,0.44,30.36
2017-08-30,69,44.0,,0.44,30.36
2017-08-31,82,44.0,,0.44,36.08
2017-09-01,50,62.0,False,0.62,31.0
2017-09-02,11,62.0,,0.62,6.82
2017-09-03,64,62.0,,0.62,39.68
2017-09-04,61,62.0,,0.62,37.82
2017-09-05,62,62.0,,0.62,38.44
2017-09-06,64,62.0,,0.62,39.68
2017-09-07,34,62.0,,0.62,21.08
2017-09-08,48,62.0,,0.62,29.759999999999998
2017-09-09,50,62.0,,0.62,31.0
2017-09-10,50,62.0,,0.62,31.0
2017-09-11,43,62.0,,0.62,26.66
2017-09-12,62,62.0,,0.62,38.44
2017-09-13,62,62.0,,0.62,38.44
2017-09-14,53,62.0,,0.62,32.86
2017-09-15,30,62.0,,0.62,18.6
2017-09-16,71,62.0,,0.62,44.02
2017-09-17,34,62.0,,0.62,21.08
2017-09-18,86,62.0,,0.62,53.32
2017-09-19,81,62.0,,0.62,50.22
2017-09-20,63,62.0,,0.62,39.06
2017-09-21,73,62.0,,0.62,45.26
2017-09-22,80,62.0,,0.62,49.6
2017-09-23,70,62.0,,0.62,43.4
2017-09-24,86,62.0,,0.62,53.32
2017-09-25,87,62.0,,0.62,53.94
2017-09-26,100,62.0,,0.62,62.0
2017-09-27,84,62.0,,0.62,52.08
2017-09-28,88,62.0,,0.62,54.56
2017-09-29,50,62.0,,0.62,31.0
2017-09-30,54,62.0,,0.62,33.48
2017-10-01,45,89.0,False,0.89,40.05
2017-10-02,36,89.0,,0.89,32.04
2017-10-03,39,89.0,,0.89,34.71
2017-10-04,43,89.0,,0.89,38.27
2017-10-05,43,89.0,,0.89,38.27
2017-10-06,26,89.0,,0.89,23.14
2017-10-07,24,89.0,,0.89,21.36
2017-10-08,43,89.0,,0.89,38.27
2017-10-09,19,89.0,,0.89,16.91
2017-10-10,50,89.0,,0.89,44.5
2017-10-11,31,89.0,,0.89,27.59
2017-10-12,60,89.0,,0.89,53.4
2017-10-13,53,89.0,,0.89,47.17
2017-10-14,59,89.0,,0.89,52.51
2017-10-15,58,89.0,,0.89,51.62
2017-10-16,63,89.0,,0.89,56.07
2017-10-17,40,89.0,,0.89,35.6
2017-10-18,54,89.0,,0.89,48.06
2017-10-19,52,89.0,,0.89,46.28
2017-10-20,59,89.0,,0.89,52.51
2017-10-21,50,89.0,,0.89,44.5
2017-10-22,48,89.0,,0.89,42.72
2017-10-23,48,89.0,,0.89,42.72
2017-10-24,56,89.0,,0.89,49.84
2017-10-25,48,89.0,,0.89,42.72
2017-10-26,54,89.0,,0.89,48.06
2017-10-27,27,89.0,,0.89,24.03
2017-10-28,48,89.0,,0.89,42.72
2017-10-29,89,89.0,,0.89,79.21000000000001
2017-10-30,100,89.0,,0.89,89.0
2017-10-31,61,89.0,,0.89,54.29
2017-11-01,84,77.0,False,0.77,64.68
2017-11-02,89,77.0,,0.77,68.53
2017-11-03,78,77.0,,0.77,60.06
2017-11-04,56,77.0,,0.77,43.120000000000005
2017-11-05,100,77.0,,0.77,77.0
2017-11-06,92,77.0,,0.77,70.84
2017-11-07,60,77.0,,0.77,46.2
2017-11-08,67,77.0,,0.77,51.59
2017-11-09,90,77.0,,0.77,69.3
2017-11-10,53,77.0,,0.77,40.81
2017-11-11,55,77.0,,0.77,42.35
2017-11-12,59,77.0,,0.77,45.43
2017-11-13,32,77.0,,0.77,24.64
2017-11-14,68,77.0,,0.77,52.36
2017-11-15,71,77.0,,0.77,54.67
2017-11-16,61,77.0,,0.77,46.97
2017-11-17,59,77.0,,0.77,45.43
2017-11-18,39,77.0,,0.77,30.03
2017-11-19,47,77.0,,0.77,36.19
2017-11-20,61,77.0,,0.77,46.97
2017-11-21,37,77.0,,0.77,28.490000000000002
2017-11-22,43,77.0,,0.77,33.11
2017-11-23,17,77.0,,0.77,13.09
2017-11-24,16,77.0,,0.77,12.32
2017-11-25,34,77.0,,0.77,26.18
2017-11-26,30,77.0,,0.77,23.1
2017-11-27,50,77.0,,0.77,38.5
2017-11-28,65,77.0,,0.77,50.050000000000004
2017-11-29,56,77.0,,0.77,43.120000000000005
2017-11-30,71,77.0,,0.77,54.67
2017-12-01,56,63.0,False,0.63,35.28
2017-12-02,55,63.0,,0.63,34.65
2017-12-03,60,63.0,,0.63,37.8
2017-12-04,68,63.0,,0.63,42.84
2017-12-05,100,63.0,,0.63,63.0
2017-12-06,74,63.0,,0.63,46.62
2017-12-07,46,63.0,,0.63,28.98
2017-12-08,38,63.0,,0.63,23.94
2017-12-09,50,63.0,,0.63,31.5
2017-12-10,22,63.0,,0.63,13.86
2017-12-11,92,63.0,,0.63,57.96
2017-12-12,88,63.0,,0.63,55.44
2017-12-13,78,63.0,,0.63,49.14
2017-12-14,38,63.0,,0.63,23.94
2017-12-15,34,63.0,,0.63,21.42
2017-12-16,58,63.0,,0.63,36.54
2017-12-17,73,63.0,,0.63,45.99
2017-12-18,38,63.0,,0.63,23.94
2017-12-19,63,63.0,,0.63,39.69
2017-12-20,34,63.0,,0.63,21.42
2017-12-21,62,63.0,,0.63,39.06
2017-12-22,44,63.0,,0.63,27.72
2017-12-23,48,63.0,,0.63,30.240000000000002
2017-12-24,49,63.0,,0.63,30.87
2017-12-25,52,63.0,,0.63,32.76
2017-12-26,39,63.0,,0.63,24.57
2017-12-27,21,63.0,,0.63,13.23
2017-12-28,31,63.0,,0.63,19.53
2017-12-29,53,63.0,,0.63,33.39
2017-12-30,34,63.0,,0.63,21.42
2017-12-31,51,63.0,,0.63,32.13
