date,the patron_unscaled,the patron_monthly,isPartial,scale,the patron
2010-08-09,60,56.0,,0.56,33.6
2010-08-10,58,56.0,,0.56,32.480000000000004
2010-08-11,36,56.0,,0.56,20.160000000000004
2010-08-12,25,56.0,,0.56,14.000000000000002
2010-08-13,90,56.0,,0.56,50.400000000000006
2010-08-14,51,56.0,,0.56,28.560000000000002
2010-08-15,51,56.0,,0.56,28.560000000000002
2010-08-16,61,56.0,,0.56,34.160000000000004
2010-08-17,48,56.0,,0.56,26.880000000000003
2010-08-18,48,56.0,,0.56,26.880000000000003
2010-08-19,99,56.0,,0.56,55.440000000000005
2010-08-20,64,56.0,,0.56,35.84
2010-08-21,33,56.0,,0.56,18.48
2010-08-22,0,56.0,,0.56,0.0
2010-08-23,36,56.0,,0.56,20.160000000000004
2010-08-24,59,56.0,,0.56,33.040000000000006
2010-08-25,47,56.0,,0.56,26.320000000000004
2010-08-26,60,56.0,,0.56,33.6
2010-08-27,38,56.0,,0.56,21.28
2010-08-28,65,56.0,,0.56,36.400000000000006
2010-08-29,100,56.0,,0.56,56.00000000000001
2010-08-30,23,56.0,,0.56,12.88
2010-08-31,34,56.0,,0.56,19.040000000000003
2010-09-01,20,58.0,False,0.58,11.6
2010-09-02,21,58.0,,0.58,12.18
2010-09-03,51,58.0,,0.58,29.58
2010-09-04,58,58.0,,0.58,33.64
2010-09-05,0,58.0,,0.58,0.0
2010-09-06,44,58.0,,0.58,25.52
2010-09-07,14,58.0,,0.58,8.12
2010-09-08,41,58.0,,0.58,23.779999999999998
2010-09-09,27,58.0,,0.58,15.659999999999998
2010-09-10,36,58.0,,0.58,20.88
2010-09-11,28,58.0,,0.58,16.24
2010-09-12,27,58.0,,0.58,15.659999999999998
2010-09-13,26,58.0,,0.58,15.079999999999998
2010-09-14,33,58.0,,0.58,19.139999999999997
2010-09-15,40,58.0,,0.58,23.2
2010-09-16,27,58.0,,0.58,15.659999999999998
2010-09-17,22,58.0,,0.58,12.76
2010-09-18,10,58.0,,0.58,5.8
2010-09-19,47,58.0,,0.58,27.259999999999998
2010-09-20,34,58.0,,0.58,19.72
2010-09-21,13,58.0,,0.58,7.539999999999999
2010-09-22,20,58.0,,0.58,11.6
2010-09-23,27,58.0,,0.58,15.659999999999998
2010-09-24,7,58.0,,0.58,4.06
2010-09-25,37,58.0,,0.58,21.459999999999997
2010-09-26,18,58.0,,0.58,10.44
2010-09-27,59,58.0,,0.58,34.22
2010-09-28,52,58.0,,0.58,30.159999999999997
2010-09-29,33,58.0,,0.58,19.139999999999997
2010-09-30,100,58.0,,0.58,57.99999999999999
2010-10-01,29,69.0,False,0.69,20.009999999999998
2010-10-02,50,69.0,,0.69,34.5
2010-10-03,50,69.0,,0.69,34.5
2010-10-04,62,69.0,,0.69,42.779999999999994
2010-10-05,53,69.0,,0.69,36.57
2010-10-06,55,69.0,,0.69,37.949999999999996
2010-10-07,68,69.0,,0.69,46.919999999999995
2010-10-08,19,69.0,,0.69,13.11
2010-10-09,51,69.0,,0.69,35.19
2010-10-10,39,69.0,,0.69,26.909999999999997
2010-10-11,28,69.0,,0.69,19.32
2010-10-12,28,69.0,,0.69,19.32
2010-10-13,82,69.0,,0.69,56.58
2010-10-14,71,69.0,,0.69,48.989999999999995
2010-10-15,10,69.0,,0.69,6.8999999999999995
2010-10-16,88,69.0,,0.69,60.72
2010-10-17,62,69.0,,0.69,42.779999999999994
2010-10-18,53,69.0,,0.69,36.57
2010-10-19,78,69.0,,0.69,53.81999999999999
2010-10-20,17,69.0,,0.69,11.729999999999999
2010-10-21,35,69.0,,0.69,24.15
2010-10-22,19,69.0,,0.69,13.11
2010-10-23,100,69.0,,0.69,69.0
2010-10-24,85,69.0,,0.69,58.65
2010-10-25,78,69.0,,0.69,53.81999999999999
2010-10-26,52,69.0,,0.69,35.879999999999995
2010-10-27,52,69.0,,0.69,35.879999999999995
2010-10-28,70,69.0,,0.69,48.3
2010-10-29,86,69.0,,0.69,59.339999999999996
2010-10-30,62,69.0,,0.69,42.779999999999994
2010-10-31,65,69.0,,0.69,44.849999999999994
2010-11-01,89,72.0,False,0.72,64.08
2010-11-02,100,72.0,,0.72,72.0
2010-11-03,66,72.0,,0.72,47.519999999999996
2010-11-04,100,72.0,,0.72,72.0
2010-11-05,25,72.0,,0.72,18.0
2010-11-06,44,72.0,,0.72,31.68
2010-11-07,76,72.0,,0.72,54.72
2010-11-08,64,72.0,,0.72,46.08
2010-11-09,93,72.0,,0.72,66.96
2010-11-10,55,72.0,,0.72,39.6
2010-11-11,41,72.0,,0.72,29.52
2010-11-12,41,72.0,,0.72,29.52
2010-11-13,44,72.0,,0.72,31.68
2010-11-14,65,72.0,,0.72,46.8
2010-11-15,24,72.0,,0.72,17.28
2010-11-16,91,72.0,,0.72,65.52
2010-11-17,39,72.0,,0.72,28.08
2010-11-18,47,72.0,,0.72,33.839999999999996
2010-11-19,58,72.0,,0.72,41.76
2010-11-20,42,72.0,,0.72,30.24
2010-11-21,32,72.0,,0.72,23.04
2010-11-22,23,72.0,,0.72,16.56
2010-11-23,39,72.0,,0.72,28.08
2010-11-24,34,72.0,,0.72,24.48
2010-11-25,11,72.0,,0.72,7.92
2010-11-26,31,72.0,,0.72,22.32
2010-11-27,11,72.0,,0.72,7.92
2010-11-28,43,72.0,,0.72,30.959999999999997
2010-11-29,23,72.0,,0.72,16.56
2010-11-30,59,72.0,,0.72,42.48
2010-12-01,19,55.0,False,0.55,10.450000000000001
2010-12-02,48,55.0,,0.55,26.400000000000002
2010-12-03,10,55.0,,0.55,5.5
2010-12-04,38,55.0,,0.55,20.900000000000002
2010-12-05,13,55.0,,0.55,7.15
2010-12-06,47,55.0,,0.55,25.85
2010-12-07,37,55.0,,0.55,20.35
2010-12-08,86,55.0,,0.55,47.300000000000004
2010-12-09,58,55.0,,0.55,31.900000000000002
2010-12-10,20,55.0,,0.55,11.0
2010-12-11,26,55.0,,0.55,14.3
2010-12-12,26,55.0,,0.55,14.3
2010-12-13,47,55.0,,0.55,25.85
2010-12-14,19,55.0,,0.55,10.450000000000001
2010-12-15,19,55.0,,0.55,10.450000000000001
2010-12-16,39,55.0,,0.55,21.450000000000003
2010-12-17,42,55.0,,0.55,23.1
2010-12-18,67,55.0,,0.55,36.85
2010-12-19,42,55.0,,0.55,23.1
2010-12-20,51,55.0,,0.55,28.05
2010-12-21,41,55.0,,0.55,22.55
2010-12-22,11,55.0,,0.55,6.050000000000001
2010-12-23,59,55.0,,0.55,32.45
2010-12-24,100,55.0,,0.55,55.00000000000001
2010-12-25,52,55.0,,0.55,28.6
2010-12-26,30,55.0,,0.55,16.5
2010-12-27,57,55.0,,0.55,31.35
2010-12-28,22,55.0,,0.55,12.100000000000001
2010-12-29,65,55.0,,0.55,35.75
2010-12-30,23,55.0,,0.55,12.65
2010-12-31,13,55.0,,0.55,7.15
2011-01-01,14,95.0,False,0.95,13.299999999999999
2011-01-02,33,95.0,,0.95,31.349999999999998
2011-01-03,30,95.0,,0.95,28.5
2011-01-04,43,95.0,,0.95,40.85
2011-01-05,42,95.0,,0.95,39.9
2011-01-06,26,95.0,,0.95,24.7
2011-01-07,34,95.0,,0.95,32.3
2011-01-08,16,95.0,,0.95,15.2
2011-01-09,27,95.0,,0.95,25.65
2011-01-10,29,95.0,,0.95,27.549999999999997
2011-01-11,24,95.0,,0.95,22.799999999999997
2011-01-12,12,95.0,,0.95,11.399999999999999
2011-01-13,33,95.0,,0.95,31.349999999999998
2011-01-14,38,95.0,,0.95,36.1
2011-01-15,27,95.0,,0.95,25.65
2011-01-16,27,95.0,,0.95,25.65
2011-01-17,13,95.0,,0.95,12.35
2011-01-18,20,95.0,,0.95,19.0
2011-01-19,28,95.0,,0.95,26.599999999999998
2011-01-20,16,95.0,,0.95,15.2
2011-01-21,12,95.0,,0.95,11.399999999999999
2011-01-22,31,95.0,,0.95,29.45
2011-01-23,16,95.0,,0.95,15.2
2011-01-24,69,95.0,,0.95,65.55
2011-01-25,100,95.0,,0.95,95.0
2011-01-26,91,95.0,,0.95,86.45
2011-01-27,56,95.0,,0.95,53.199999999999996
2011-01-28,63,95.0,,0.95,59.849999999999994
2011-01-29,46,95.0,,0.95,43.699999999999996
2011-01-30,40,95.0,,0.95,38.0
2011-01-31,61,95.0,,0.95,57.949999999999996
2011-02-01,83,91.0,False,0.91,75.53
2011-02-02,71,91.0,,0.91,64.61
2011-02-03,34,91.0,,0.91,30.94
2011-02-04,85,91.0,,0.91,77.35000000000001
2011-02-05,61,91.0,,0.91,55.510000000000005
2011-02-06,100,91.0,,0.91,91.0
2011-02-07,39,91.0,,0.91,35.49
2011-02-08,48,91.0,,0.91,43.68
2011-02-09,39,91.0,,0.91,35.49
2011-02-10,54,91.0,,0.91,49.14
2011-02-11,26,91.0,,0.91,23.66
2011-02-12,45,91.0,,0.91,40.95
2011-02-13,39,91.0,,0.91,35.49
2011-02-14,50,91.0,,0.91,45.5
2011-02-15,69,91.0,,0.91,62.79
2011-02-16,44,91.0,,0.91,40.04
2011-02-17,50,91.0,,0.91,45.5
2011-02-18,46,91.0,,0.91,41.86
2011-02-19,6,91.0,,0.91,5.46
2011-02-20,65,91.0,,0.91,59.15
2011-02-21,36,91.0,,0.91,32.76
2011-02-22,39,91.0,,0.91,35.49
2011-02-23,44,91.0,,0.91,40.04
2011-02-24,34,91.0,,0.91,30.94
2011-02-25,51,91.0,,0.91,46.410000000000004
2011-02-26,38,91.0,,0.91,34.58
2011-02-27,64,91.0,,0.91,58.24
2011-02-28,24,91.0,,0.91,21.84
2011-03-01,40,75.0,False,0.75,30.0
2011-03-02,96,75.0,,0.75,72.0
2011-03-03,62,75.0,,0.75,46.5
2011-03-04,43,75.0,,0.75,32.25
2011-03-05,71,75.0,,0.75,53.25
2011-03-06,35,75.0,,0.75,26.25
2011-03-07,27,75.0,,0.75,20.25
2011-03-08,61,75.0,,0.75,45.75
2011-03-09,20,75.0,,0.75,15.0
2011-03-10,55,75.0,,0.75,41.25
2011-03-11,48,75.0,,0.75,36.0
2011-03-12,67,75.0,,0.75,50.25
2011-03-13,29,75.0,,0.75,21.75
2011-03-14,54,75.0,,0.75,40.5
2011-03-15,58,75.0,,0.75,43.5
2011-03-16,34,75.0,,0.75,25.5
2011-03-17,100,75.0,,0.75,75.0
2011-03-18,67,75.0,,0.75,50.25
2011-03-19,27,75.0,,0.75,20.25
2011-03-20,36,75.0,,0.75,27.0
2011-03-21,83,75.0,,0.75,62.25
2011-03-22,61,75.0,,0.75,45.75
2011-03-23,54,75.0,,0.75,40.5
2011-03-24,41,75.0,,0.75,30.75
2011-03-25,36,75.0,,0.75,27.0
2011-03-26,26,75.0,,0.75,19.5
2011-03-27,71,75.0,,0.75,53.25
2011-03-28,34,75.0,,0.75,25.5
2011-03-29,67,75.0,,0.75,50.25
2011-03-30,74,75.0,,0.75,55.5
2011-03-31,7,75.0,,0.75,5.25
2011-04-01,61,70.0,False,0.7,42.699999999999996
2011-04-02,31,70.0,,0.7,21.7
2011-04-03,100,70.0,,0.7,70.0
2011-04-04,40,70.0,,0.7,28.0
2011-04-05,63,70.0,,0.7,44.099999999999994
2011-04-06,52,70.0,,0.7,36.4
2011-04-07,41,70.0,,0.7,28.7
2011-04-08,18,70.0,,0.7,12.6
2011-04-09,38,70.0,,0.7,26.599999999999998
2011-04-10,47,70.0,,0.7,32.9
2011-04-11,52,70.0,,0.7,36.4
2011-04-12,57,70.0,,0.7,39.9
2011-04-13,23,70.0,,0.7,16.099999999999998
2011-04-14,53,70.0,,0.7,37.099999999999994
2011-04-15,31,70.0,,0.7,21.7
2011-04-16,45,70.0,,0.7,31.499999999999996
2011-04-17,39,70.0,,0.7,27.299999999999997
2011-04-18,23,70.0,,0.7,16.099999999999998
2011-04-19,46,70.0,,0.7,32.199999999999996
2011-04-20,46,70.0,,0.7,32.199999999999996
2011-04-21,30,70.0,,0.7,21.0
2011-04-22,32,70.0,,0.7,22.4
2011-04-23,23,70.0,,0.7,16.099999999999998
2011-04-24,41,70.0,,0.7,28.7
2011-04-25,53,70.0,,0.7,37.099999999999994
2011-04-26,40,70.0,,0.7,28.0
2011-04-27,34,70.0,,0.7,23.799999999999997
2011-04-28,29,70.0,,0.7,20.299999999999997
2011-04-29,18,70.0,,0.7,12.6
2011-04-30,31,70.0,,0.7,21.7
2011-05-01,36,58.0,False,0.58,20.88
2011-05-02,33,58.0,,0.58,19.139999999999997
2011-05-03,66,58.0,,0.58,38.279999999999994
2011-05-04,80,58.0,,0.58,46.4
2011-05-05,34,58.0,,0.58,19.72
2011-05-06,73,58.0,,0.58,42.339999999999996
2011-05-07,46,58.0,,0.58,26.68
2011-05-08,76,58.0,,0.58,44.08
2011-05-09,48,58.0,,0.58,27.839999999999996
2011-05-10,47,58.0,,0.58,27.259999999999998
2011-05-11,47,58.0,,0.58,27.259999999999998
2011-05-12,54,58.0,,0.58,31.319999999999997
2011-05-13,29,58.0,,0.58,16.82
2011-05-14,90,58.0,,0.58,52.199999999999996
2011-05-15,54,58.0,,0.58,31.319999999999997
2011-05-16,60,58.0,,0.58,34.8
2011-05-17,80,58.0,,0.58,46.4
2011-05-18,34,58.0,,0.58,19.72
2011-05-19,41,58.0,,0.58,23.779999999999998
2011-05-20,36,58.0,,0.58,20.88
2011-05-21,100,58.0,,0.58,57.99999999999999
2011-05-22,27,58.0,,0.58,15.659999999999998
2011-05-23,34,58.0,,0.58,19.72
2011-05-24,47,58.0,,0.58,27.259999999999998
2011-05-25,27,58.0,,0.58,15.659999999999998
2011-05-26,35,58.0,,0.58,20.299999999999997
2011-05-27,29,58.0,,0.58,16.82
2011-05-28,57,58.0,,0.58,33.059999999999995
2011-05-29,30,58.0,,0.58,17.4
2011-05-30,27,58.0,,0.58,15.659999999999998
2011-05-31,41,58.0,,0.58,23.779999999999998
2011-06-01,59,54.0,False,0.54,31.860000000000003
2011-06-02,50,54.0,,0.54,27.0
2011-06-03,31,54.0,,0.54,16.740000000000002
2011-06-04,53,54.0,,0.54,28.62
2011-06-05,54,54.0,,0.54,29.160000000000004
2011-06-06,100,54.0,,0.54,54.0
2011-06-07,29,54.0,,0.54,15.66
2011-06-08,61,54.0,,0.54,32.940000000000005
2011-06-09,40,54.0,,0.54,21.6
2011-06-10,62,54.0,,0.54,33.480000000000004
2011-06-11,53,54.0,,0.54,28.62
2011-06-12,40,54.0,,0.54,21.6
2011-06-13,30,54.0,,0.54,16.200000000000003
2011-06-14,88,54.0,,0.54,47.52
2011-06-15,50,54.0,,0.54,27.0
2011-06-16,50,54.0,,0.54,27.0
2011-06-17,53,54.0,,0.54,28.62
2011-06-18,94,54.0,,0.54,50.760000000000005
2011-06-19,41,54.0,,0.54,22.14
2011-06-20,78,54.0,,0.54,42.120000000000005
2011-06-21,20,54.0,,0.54,10.8
2011-06-22,39,54.0,,0.54,21.060000000000002
2011-06-23,30,54.0,,0.54,16.200000000000003
2011-06-24,62,54.0,,0.54,33.480000000000004
2011-06-25,93,54.0,,0.54,50.220000000000006
2011-06-26,82,54.0,,0.54,44.28
2011-06-27,70,54.0,,0.54,37.800000000000004
2011-06-28,78,54.0,,0.54,42.120000000000005
2011-06-29,59,54.0,,0.54,31.860000000000003
2011-06-30,31,54.0,,0.54,16.740000000000002
2011-07-01,39,44.0,False,0.44,17.16
2011-07-02,100,44.0,,0.44,44.0
2011-07-03,13,44.0,,0.44,5.72
2011-07-04,48,44.0,,0.44,21.12
2011-07-05,47,44.0,,0.44,20.68
2011-07-06,79,44.0,,0.44,34.76
2011-07-07,9,44.0,,0.44,3.96
2011-07-08,46,44.0,,0.44,20.24
2011-07-09,35,44.0,,0.44,15.4
2011-07-10,60,44.0,,0.44,26.4
2011-07-11,44,44.0,,0.44,19.36
2011-07-12,52,44.0,,0.44,22.88
2011-07-13,44,44.0,,0.44,19.36
2011-07-14,71,44.0,,0.44,31.24
2011-07-15,47,44.0,,0.44,20.68
2011-07-16,23,44.0,,0.44,10.12
2011-07-17,35,44.0,,0.44,15.4
2011-07-18,35,44.0,,0.44,15.4
2011-07-19,35,44.0,,0.44,15.4
2011-07-20,44,44.0,,0.44,19.36
2011-07-21,71,44.0,,0.44,31.24
2011-07-22,37,44.0,,0.44,16.28
2011-07-23,33,44.0,,0.44,14.52
2011-07-24,23,44.0,,0.44,10.12
2011-07-25,60,44.0,,0.44,26.4
2011-07-26,25,44.0,,0.44,11.0
2011-07-27,43,44.0,,0.44,18.92
2011-07-28,78,44.0,,0.44,34.32
2011-07-29,36,44.0,,0.44,15.84
2011-07-30,45,44.0,,0.44,19.8
2011-07-31,58,44.0,,0.44,25.52
2011-08-01,78,51.0,False,0.51,39.78
2011-08-02,29,51.0,,0.51,14.790000000000001
2011-08-03,79,51.0,,0.51,40.29
2011-08-04,30,51.0,,0.51,15.3
2011-08-05,52,51.0,,0.51,26.52
2011-08-06,88,51.0,,0.51,44.88
2011-08-07,64,51.0,,0.51,32.64
2011-08-08,96,51.0,,0.51,48.96
2011-08-09,57,51.0,,0.51,29.07
2011-08-10,39,51.0,,0.51,19.89
2011-08-11,20,51.0,,0.51,10.2
2011-08-12,72,51.0,,0.51,36.72
2011-08-13,76,51.0,,0.51,38.76
2011-08-14,51,51.0,,0.51,26.01
2011-08-15,49,51.0,,0.51,24.990000000000002
2011-08-16,29,51.0,,0.51,14.790000000000001
2011-08-17,40,51.0,,0.51,20.4
2011-08-18,60,51.0,,0.51,30.6
2011-08-19,92,51.0,,0.51,46.92
2011-08-20,50,51.0,,0.51,25.5
2011-08-21,100,51.0,,0.51,51.0
2011-08-22,49,51.0,,0.51,24.990000000000002
2011-08-23,47,51.0,,0.51,23.97
2011-08-24,39,51.0,,0.51,19.89
2011-08-25,49,51.0,,0.51,24.990000000000002
2011-08-26,89,51.0,,0.51,45.39
2011-08-27,36,51.0,,0.51,18.36
2011-08-28,48,51.0,,0.51,24.48
2011-08-29,10,51.0,,0.51,5.1
2011-08-30,48,51.0,,0.51,24.48
2011-08-31,29,51.0,,0.51,14.790000000000001
2011-09-01,52,58.0,False,0.58,30.159999999999997
2011-09-02,18,58.0,,0.58,10.44
2011-09-03,99,58.0,,0.58,57.419999999999995
2011-09-04,67,58.0,,0.58,38.86
2011-09-05,30,58.0,,0.58,17.4
2011-09-06,50,58.0,,0.58,28.999999999999996
2011-09-07,41,58.0,,0.58,23.779999999999998
2011-09-08,34,58.0,,0.58,19.72
2011-09-09,79,58.0,,0.58,45.82
2011-09-10,42,58.0,,0.58,24.36
2011-09-11,84,58.0,,0.58,48.72
2011-09-12,100,58.0,,0.58,57.99999999999999
2011-09-13,57,58.0,,0.58,33.059999999999995
2011-09-14,91,58.0,,0.58,52.779999999999994
2011-09-15,50,58.0,,0.58,28.999999999999996
2011-09-16,53,58.0,,0.58,30.74
2011-09-17,64,58.0,,0.58,37.12
2011-09-18,92,58.0,,0.58,53.36
2011-09-19,58,58.0,,0.58,33.64
2011-09-20,58,58.0,,0.58,33.64
2011-09-21,49,58.0,,0.58,28.419999999999998
2011-09-22,66,58.0,,0.58,38.279999999999994
2011-09-23,69,58.0,,0.58,40.019999999999996
2011-09-24,52,58.0,,0.58,30.159999999999997
2011-09-25,41,58.0,,0.58,23.779999999999998
2011-09-26,49,58.0,,0.58,28.419999999999998
2011-09-27,81,58.0,,0.58,46.98
2011-09-28,57,58.0,,0.58,33.059999999999995
2011-09-29,65,58.0,,0.58,37.699999999999996
2011-09-30,52,58.0,,0.58,30.159999999999997
2011-10-01,39,78.0,False,0.78,30.42
2011-10-02,39,78.0,,0.78,30.42
2011-10-03,24,78.0,,0.78,18.72
2011-10-04,30,78.0,,0.78,23.400000000000002
2011-10-05,30,78.0,,0.78,23.400000000000002
2011-10-06,48,78.0,,0.78,37.44
2011-10-07,51,78.0,,0.78,39.78
2011-10-08,24,78.0,,0.78,18.72
2011-10-09,77,78.0,,0.78,60.06
2011-10-10,24,78.0,,0.78,18.72
2011-10-11,23,78.0,,0.78,17.94
2011-10-12,57,78.0,,0.78,44.46
2011-10-13,48,78.0,,0.78,37.44
2011-10-14,50,78.0,,0.78,39.0
2011-10-15,31,78.0,,0.78,24.18
2011-10-16,38,78.0,,0.78,29.64
2011-10-17,83,78.0,,0.78,64.74000000000001
2011-10-18,59,78.0,,0.78,46.02
2011-10-19,77,78.0,,0.78,60.06
2011-10-20,54,78.0,,0.78,42.120000000000005
2011-10-21,76,78.0,,0.78,59.28
2011-10-22,31,78.0,,0.78,24.18
2011-10-23,68,78.0,,0.78,53.04
2011-10-24,65,78.0,,0.78,50.7
2011-10-25,35,78.0,,0.78,27.3
2011-10-26,65,78.0,,0.78,50.7
2011-10-27,82,78.0,,0.78,63.96
2011-10-28,74,78.0,,0.78,57.72
2011-10-29,53,78.0,,0.78,41.34
2011-10-30,100,78.0,,0.78,78.0
2011-10-31,43,78.0,,0.78,33.54
2011-11-01,89,75.0,False,0.75,66.75
2011-11-02,70,75.0,,0.75,52.5
2011-11-03,75,75.0,,0.75,56.25
2011-11-04,67,75.0,,0.75,50.25
2011-11-05,34,75.0,,0.75,25.5
2011-11-06,33,75.0,,0.75,24.75
2011-11-07,69,75.0,,0.75,51.75
2011-11-08,31,75.0,,0.75,23.25
2011-11-09,42,75.0,,0.75,31.5
2011-11-10,43,75.0,,0.75,32.25
2011-11-11,28,75.0,,0.75,21.0
2011-11-12,7,75.0,,0.75,5.25
2011-11-13,100,75.0,,0.75,75.0
2011-11-14,48,75.0,,0.75,36.0
2011-11-15,57,75.0,,0.75,42.75
2011-11-16,88,75.0,,0.75,66.0
2011-11-17,32,75.0,,0.75,24.0
2011-11-18,50,75.0,,0.75,37.5
2011-11-19,47,75.0,,0.75,35.25
2011-11-20,39,75.0,,0.75,29.25
2011-11-21,58,75.0,,0.75,43.5
2011-11-22,48,75.0,,0.75,36.0
2011-11-23,44,75.0,,0.75,33.0
2011-11-24,14,75.0,,0.75,10.5
2011-11-25,46,75.0,,0.75,34.5
2011-11-26,7,75.0,,0.75,5.25
2011-11-27,39,75.0,,0.75,29.25
2011-11-28,46,75.0,,0.75,34.5
2011-11-29,39,75.0,,0.75,29.25
2011-11-30,41,75.0,,0.75,30.75
2011-12-01,39,61.0,False,0.61,23.79
2011-12-02,41,61.0,,0.61,25.009999999999998
2011-12-03,33,61.0,,0.61,20.13
2011-12-04,65,61.0,,0.61,39.65
2011-12-05,58,61.0,,0.61,35.38
2011-12-06,70,61.0,,0.61,42.699999999999996
2011-12-07,32,61.0,,0.61,19.52
2011-12-08,32,61.0,,0.61,19.52
2011-12-09,55,61.0,,0.61,33.55
2011-12-10,41,61.0,,0.61,25.009999999999998
2011-12-11,49,61.0,,0.61,29.89
2011-12-12,58,61.0,,0.61,35.38
2011-12-13,58,61.0,,0.61,35.38
2011-12-14,66,61.0,,0.61,40.26
2011-12-15,100,61.0,,0.61,61.0
2011-12-16,48,61.0,,0.61,29.28
2011-12-17,50,61.0,,0.61,30.5
2011-12-18,51,61.0,,0.61,31.11
2011-12-19,47,61.0,,0.61,28.669999999999998
2011-12-20,73,61.0,,0.61,44.53
2011-12-21,48,61.0,,0.61,29.28
2011-12-22,28,61.0,,0.61,17.08
2011-12-23,31,61.0,,0.61,18.91
2011-12-24,9,61.0,,0.61,5.49
2011-12-25,71,61.0,,0.61,43.31
2011-12-26,17,61.0,,0.61,10.37
2011-12-27,36,61.0,,0.61,21.96
2011-12-28,35,61.0,,0.61,21.349999999999998
2011-12-29,57,61.0,,0.61,34.769999999999996
2011-12-30,36,61.0,,0.61,21.96
2011-12-31,25,61.0,,0.61,15.25
2012-01-01,84,61.0,False,0.61,51.24
2012-01-02,33,61.0,,0.61,20.13
2012-01-03,23,61.0,,0.61,14.03
2012-01-04,37,61.0,,0.61,22.57
2012-01-05,68,61.0,,0.61,41.48
2012-01-06,61,61.0,,0.61,37.21
2012-01-07,72,61.0,,0.61,43.92
2012-01-08,44,61.0,,0.61,26.84
2012-01-09,59,61.0,,0.61,35.99
2012-01-10,58,61.0,,0.61,35.38
2012-01-11,59,61.0,,0.61,35.99
2012-01-12,58,61.0,,0.61,35.38
2012-01-13,52,61.0,,0.61,31.72
2012-01-14,27,61.0,,0.61,16.47
2012-01-15,72,61.0,,0.61,43.92
2012-01-16,75,61.0,,0.61,45.75
2012-01-17,71,61.0,,0.61,43.31
2012-01-18,50,61.0,,0.61,30.5
2012-01-19,36,61.0,,0.61,21.96
2012-01-20,37,61.0,,0.61,22.57
2012-01-21,78,61.0,,0.61,47.58
2012-01-22,77,61.0,,0.61,46.97
2012-01-23,83,61.0,,0.61,50.629999999999995
2012-01-24,64,61.0,,0.61,39.04
2012-01-25,35,61.0,,0.61,21.349999999999998
2012-01-26,78,61.0,,0.61,47.58
2012-01-27,59,61.0,,0.61,35.99
2012-01-28,70,61.0,,0.61,42.699999999999996
2012-01-29,35,61.0,,0.61,21.349999999999998
2012-01-30,100,61.0,,0.61,61.0
2012-01-31,49,61.0,,0.61,29.89
2012-02-01,73,64.0,False,0.64,46.72
2012-02-02,59,64.0,,0.64,37.76
2012-02-03,61,64.0,,0.64,39.04
2012-02-04,64,64.0,,0.64,40.96
2012-02-05,45,64.0,,0.64,28.8
2012-02-06,53,64.0,,0.64,33.92
2012-02-07,65,64.0,,0.64,41.6
2012-02-08,73,64.0,,0.64,46.72
2012-02-09,66,64.0,,0.64,42.24
2012-02-10,61,64.0,,0.64,39.04
2012-02-11,45,64.0,,0.64,28.8
2012-02-12,68,64.0,,0.64,43.52
2012-02-13,50,64.0,,0.64,32.0
2012-02-14,89,64.0,,0.64,56.96
2012-02-15,98,64.0,,0.64,62.72
2012-02-16,96,64.0,,0.64,61.44
2012-02-17,69,64.0,,0.64,44.160000000000004
2012-02-18,83,64.0,,0.64,53.120000000000005
2012-02-19,55,64.0,,0.64,35.2
2012-02-20,100,64.0,,0.64,64.0
2012-02-21,66,64.0,,0.64,42.24
2012-02-22,80,64.0,,0.64,51.2
2012-02-23,66,64.0,,0.64,42.24
2012-02-24,45,64.0,,0.64,28.8
2012-02-25,73,64.0,,0.64,46.72
2012-02-26,55,64.0,,0.64,35.2
2012-02-27,22,64.0,,0.64,14.08
2012-02-28,51,64.0,,0.64,32.64
2012-02-29,43,64.0,,0.64,27.52
2012-03-01,58,58.0,False,0.58,33.64
2012-03-02,34,58.0,,0.58,19.72
2012-03-03,49,58.0,,0.58,28.419999999999998
2012-03-04,25,58.0,,0.58,14.499999999999998
2012-03-05,32,58.0,,0.58,18.56
2012-03-06,36,58.0,,0.58,20.88
2012-03-07,54,58.0,,0.58,31.319999999999997
2012-03-08,66,58.0,,0.58,38.279999999999994
2012-03-09,56,58.0,,0.58,32.48
2012-03-10,15,58.0,,0.58,8.7
2012-03-11,23,58.0,,0.58,13.34
2012-03-12,54,58.0,,0.58,31.319999999999997
2012-03-13,24,58.0,,0.58,13.919999999999998
2012-03-14,25,58.0,,0.58,14.499999999999998
2012-03-15,43,58.0,,0.58,24.939999999999998
2012-03-16,57,58.0,,0.58,33.059999999999995
2012-03-17,100,58.0,,0.58,57.99999999999999
2012-03-18,54,58.0,,0.58,31.319999999999997
2012-03-19,49,58.0,,0.58,28.419999999999998
2012-03-20,42,58.0,,0.58,24.36
2012-03-21,49,58.0,,0.58,28.419999999999998
2012-03-22,49,58.0,,0.58,28.419999999999998
2012-03-23,51,58.0,,0.58,29.58
2012-03-24,15,58.0,,0.58,8.7
2012-03-25,68,58.0,,0.58,39.44
2012-03-26,54,58.0,,0.58,31.319999999999997
2012-03-27,30,58.0,,0.58,17.4
2012-03-28,30,58.0,,0.58,17.4
2012-03-29,36,58.0,,0.58,20.88
2012-03-30,58,58.0,,0.58,33.64
2012-03-31,22,58.0,,0.58,12.76
2012-04-01,12,61.0,False,0.61,7.32
