date,GOLD_unscaled,GOLD_monthly,isPartial,scale,GOLD
2016-04-03,100,72.0,,0.72,72.0
2016-04-04,94,72.0,,0.72,67.67999999999999
2016-04-05,90,72.0,,0.72,64.8
2016-04-06,90,72.0,,0.72,64.8
2016-04-07,90,72.0,,0.72,64.8
2016-04-08,87,72.0,,0.72,62.64
2016-04-09,95,72.0,,0.72,68.39999999999999
2016-04-10,99,72.0,,0.72,71.28
2016-04-11,92,72.0,,0.72,66.24
2016-04-12,92,72.0,,0.72,66.24
2016-04-13,88,72.0,,0.72,63.36
2016-04-14,91,72.0,,0.72,65.52
2016-04-15,91,72.0,,0.72,65.52
2016-04-16,96,72.0,,0.72,69.12
2016-04-17,96,72.0,,0.72,69.12
2016-04-18,90,72.0,,0.72,64.8
2016-04-19,91,72.0,,0.72,65.52
2016-04-20,87,72.0,,0.72,62.64
2016-04-21,86,72.0,,0.72,61.919999999999995
2016-04-22,90,72.0,,0.72,64.8
2016-04-23,99,72.0,,0.72,71.28
2016-04-24,97,72.0,,0.72,69.84
2016-04-25,91,72.0,,0.72,65.52
2016-04-26,92,72.0,,0.72,66.24
2016-04-27,87,72.0,,0.72,62.64
2016-04-28,92,72.0,,0.72,66.24
2016-04-29,91,72.0,,0.72,65.52
2016-04-30,96,72.0,,0.72,69.12
2016-05-01,100,72.0,False,0.72,72.0
2016-05-02,95,72.0,,0.72,68.39999999999999
2016-05-03,94,72.0,,0.72,67.67999999999999
2016-05-04,88,72.0,,0.72,63.36
2016-05-05,88,72.0,,0.72,63.36
2016-05-06,88,72.0,,0.72,63.36
2016-05-07,94,72.0,,0.72,67.67999999999999
2016-05-08,94,72.0,,0.72,67.67999999999999
2016-05-09,89,72.0,,0.72,64.08
2016-05-10,92,72.0,,0.72,66.24
2016-05-11,86,72.0,,0.72,61.919999999999995
2016-05-12,90,72.0,,0.72,64.8
2016-05-13,91,72.0,,0.72,65.52
2016-05-14,96,72.0,,0.72,69.12
2016-05-15,97,72.0,,0.72,69.84
2016-05-16,93,72.0,,0.72,66.96
2016-05-17,92,72.0,,0.72,66.24
2016-05-18,89,72.0,,0.72,64.08
2016-05-19,88,72.0,,0.72,63.36
2016-05-20,87,72.0,,0.72,62.64
2016-05-21,94,72.0,,0.72,67.67999999999999
2016-05-22,94,72.0,,0.72,67.67999999999999
2016-05-23,90,72.0,,0.72,64.8
2016-05-24,86,72.0,,0.72,61.919999999999995
2016-05-25,85,72.0,,0.72,61.199999999999996
2016-05-26,88,72.0,,0.72,63.36
2016-05-27,82,72.0,,0.72,59.04
2016-05-28,84,72.0,,0.72,60.48
2016-05-29,91,72.0,,0.72,65.52
2016-05-30,91,72.0,,0.72,65.52
2016-05-31,88,72.0,,0.72,63.36
2016-06-01,80,74.0,False,0.74,59.2
2016-06-02,78,74.0,,0.74,57.72
2016-06-03,75,74.0,,0.74,55.5
2016-06-04,81,74.0,,0.74,59.94
2016-06-05,84,74.0,,0.74,62.16
2016-06-06,76,74.0,,0.74,56.24
2016-06-07,77,74.0,,0.74,56.98
2016-06-08,77,74.0,,0.74,56.98
2016-06-09,80,74.0,,0.74,59.2
2016-06-10,78,74.0,,0.74,57.72
2016-06-11,77,74.0,,0.74,56.98
2016-06-12,75,74.0,,0.74,55.5
2016-06-13,77,74.0,,0.74,56.98
2016-06-14,75,74.0,,0.74,55.5
2016-06-15,76,74.0,,0.74,56.24
2016-06-16,79,74.0,,0.74,58.46
2016-06-17,77,74.0,,0.74,56.98
2016-06-18,79,74.0,,0.74,58.46
2016-06-19,78,74.0,,0.74,57.72
2016-06-20,75,74.0,,0.74,55.5
2016-06-21,78,74.0,,0.74,57.72
2016-06-22,78,74.0,,0.74,57.72
2016-06-23,78,74.0,,0.74,57.72
2016-06-24,100,74.0,,0.74,74.0
2016-06-25,87,74.0,,0.74,64.38
2016-06-26,85,74.0,,0.74,62.9
2016-06-27,89,74.0,,0.74,65.86
2016-06-28,86,74.0,,0.74,63.64
2016-06-29,83,74.0,,0.74,61.42
2016-06-30,84,74.0,,0.74,62.16
2016-07-01,83,76.0,False,0.76,63.08
2016-07-02,89,76.0,,0.76,67.64
2016-07-03,89,76.0,,0.76,67.64
2016-07-04,83,76.0,,0.76,63.08
2016-07-05,90,76.0,,0.76,68.4
2016-07-06,89,76.0,,0.76,67.64
2016-07-07,86,76.0,,0.76,65.36
2016-07-08,82,76.0,,0.76,62.32
2016-07-09,88,76.0,,0.76,66.88
2016-07-10,87,76.0,,0.76,66.12
2016-07-11,86,76.0,,0.76,65.36
2016-07-12,91,76.0,,0.76,69.16
2016-07-13,87,76.0,,0.76,66.12
2016-07-14,81,76.0,,0.76,61.56
2016-07-15,83,76.0,,0.76,63.08
2016-07-16,94,76.0,,0.76,71.44
2016-07-17,94,76.0,,0.76,71.44
2016-07-18,93,76.0,,0.76,70.68
2016-07-19,87,76.0,,0.76,66.12
2016-07-20,86,76.0,,0.76,65.36
2016-07-21,85,76.0,,0.76,64.6
2016-07-22,87,76.0,,0.76,66.12
2016-07-23,95,76.0,,0.76,72.2
2016-07-24,93,76.0,,0.76,70.68
2016-07-25,87,76.0,,0.76,66.12
2016-07-26,91,76.0,,0.76,69.16
2016-07-27,86,76.0,,0.76,65.36
2016-07-28,86,76.0,,0.76,65.36
2016-07-29,86,76.0,,0.76,65.36
2016-07-30,95,76.0,,0.76,72.2
2016-07-31,100,76.0,,0.76,76.0
2016-08-01,59,100.0,False,1.0,59.0
2016-08-02,58,100.0,,1.0,58.0
2016-08-03,55,100.0,,1.0,55.0
2016-08-04,53,100.0,,1.0,53.0
2016-08-05,50,100.0,,1.0,50.0
2016-08-06,62,100.0,,1.0,62.0
2016-08-07,72,100.0,,1.0,72.0
2016-08-08,79,100.0,,1.0,79.0
2016-08-09,72,100.0,,1.0,72.0
2016-08-10,100,100.0,,1.0,100.0
2016-08-11,71,100.0,,1.0,71.0
2016-08-12,95,100.0,,1.0,95.0
2016-08-13,91,100.0,,1.0,91.0
2016-08-14,92,100.0,,1.0,92.0
2016-08-15,75,100.0,,1.0,75.0
2016-08-16,73,100.0,,1.0,73.0
2016-08-17,68,100.0,,1.0,68.0
2016-08-18,64,100.0,,1.0,64.0
2016-08-19,69,100.0,,1.0,69.0
2016-08-20,77,100.0,,1.0,77.0
2016-08-21,86,100.0,,1.0,86.0
2016-08-22,63,100.0,,1.0,63.0
2016-08-23,53,100.0,,1.0,53.0
2016-08-24,50,100.0,,1.0,50.0
2016-08-25,51,100.0,,1.0,51.0
2016-08-26,50,100.0,,1.0,50.0
2016-08-27,56,100.0,,1.0,56.0
2016-08-28,54,100.0,,1.0,54.0
2016-08-29,49,100.0,,1.0,49.0
2016-08-30,50,100.0,,1.0,50.0
2016-08-31,47,100.0,,1.0,47.0
2016-09-01,88,76.0,False,0.76,66.88
2016-09-02,89,76.0,,0.76,67.64
2016-09-03,92,76.0,,0.76,69.92
2016-09-04,96,76.0,,0.76,72.96000000000001
2016-09-05,94,76.0,,0.76,71.44
2016-09-06,85,76.0,,0.76,64.6
2016-09-07,87,76.0,,0.76,66.12
2016-09-08,89,76.0,,0.76,67.64
2016-09-09,90,76.0,,0.76,68.4
2016-09-10,100,76.0,,0.76,76.0
2016-09-11,95,76.0,,0.76,72.2
2016-09-12,89,76.0,,0.76,67.64
2016-09-13,91,76.0,,0.76,69.16
2016-09-14,86,76.0,,0.76,65.36
2016-09-15,89,76.0,,0.76,67.64
2016-09-16,91,76.0,,0.76,69.16
2016-09-17,95,76.0,,0.76,72.2
2016-09-18,92,76.0,,0.76,69.92
2016-09-19,80,76.0,,0.76,60.8
2016-09-20,86,76.0,,0.76,65.36
2016-09-21,85,76.0,,0.76,64.6
2016-09-22,84,76.0,,0.76,63.84
2016-09-23,89,76.0,,0.76,67.64
2016-09-24,91,76.0,,0.76,69.16
2016-09-25,91,76.0,,0.76,69.16
2016-09-26,86,76.0,,0.76,65.36
2016-09-27,86,76.0,,0.76,65.36
2016-09-28,88,76.0,,0.76,66.88
2016-09-29,86,76.0,,0.76,65.36
2016-09-30,88,76.0,,0.76,66.88
2016-10-01,98,75.0,False,0.75,73.5
2016-10-02,96,75.0,,0.75,72.0
2016-10-03,92,75.0,,0.75,69.0
2016-10-04,93,75.0,,0.75,69.75
2016-10-05,87,75.0,,0.75,65.25
2016-10-06,86,75.0,,0.75,64.5
2016-10-07,86,75.0,,0.75,64.5
2016-10-08,92,75.0,,0.75,69.0
2016-10-09,92,75.0,,0.75,69.0
2016-10-10,89,75.0,,0.75,66.75
2016-10-11,88,75.0,,0.75,66.0
2016-10-12,90,75.0,,0.75,67.5
2016-10-13,92,75.0,,0.75,69.0
2016-10-14,93,75.0,,0.75,69.75
2016-10-15,100,75.0,,0.75,75.0
2016-10-16,100,75.0,,0.75,75.0
2016-10-17,91,75.0,,0.75,68.25
2016-10-18,90,75.0,,0.75,67.5
2016-10-19,87,75.0,,0.75,65.25
2016-10-20,86,75.0,,0.75,64.5
2016-10-21,90,75.0,,0.75,67.5
2016-10-22,100,75.0,,0.75,75.0
2016-10-23,98,75.0,,0.75,73.5
2016-10-24,89,75.0,,0.75,66.75
2016-10-25,90,75.0,,0.75,67.5
2016-10-26,91,75.0,,0.75,68.25
2016-10-27,91,75.0,,0.75,68.25
2016-10-28,91,75.0,,0.75,68.25
2016-10-29,96,75.0,,0.75,72.0
2016-10-30,89,75.0,,0.75,66.75
2016-10-31,82,75.0,,0.75,61.5
2016-11-01,72,81.0,False,0.81,58.32000000000001
2016-11-02,76,81.0,,0.81,61.56
2016-11-03,71,81.0,,0.81,57.510000000000005
2016-11-04,73,81.0,,0.81,59.13
2016-11-05,84,81.0,,0.81,68.04
2016-11-06,82,81.0,,0.81,66.42
2016-11-07,76,81.0,,0.81,61.56
2016-11-08,74,81.0,,0.81,59.940000000000005
2016-11-09,72,81.0,,0.81,58.32000000000001
2016-11-10,78,81.0,,0.81,63.18000000000001
2016-11-11,80,81.0,,0.81,64.80000000000001
2016-11-12,85,81.0,,0.81,68.85000000000001
2016-11-13,84,81.0,,0.81,68.04
2016-11-14,83,81.0,,0.81,67.23
2016-11-15,81,81.0,,0.81,65.61
2016-11-16,80,81.0,,0.81,64.80000000000001
2016-11-17,80,81.0,,0.81,64.80000000000001
2016-11-18,81,81.0,,0.81,65.61
2016-11-19,89,81.0,,0.81,72.09
2016-11-20,94,81.0,,0.81,76.14
2016-11-21,87,81.0,,0.81,70.47
2016-11-22,88,81.0,,0.81,71.28
2016-11-23,84,81.0,,0.81,68.04
2016-11-24,81,81.0,,0.81,65.61
2016-11-25,98,81.0,,0.81,79.38000000000001
2016-11-26,100,81.0,,0.81,81.0
2016-11-27,96,81.0,,0.81,77.76
2016-11-28,91,81.0,,0.81,73.71000000000001
2016-11-29,89,81.0,,0.81,72.09
2016-11-30,90,81.0,,0.81,72.9
2016-12-01,96,86.0,False,0.86,82.56
2016-12-02,92,86.0,,0.86,79.12
2016-12-03,100,86.0,,0.86,86.0
2016-12-04,98,86.0,,0.86,84.28
2016-12-05,92,86.0,,0.86,79.12
2016-12-06,90,86.0,,0.86,77.4
2016-12-07,86,86.0,,0.86,73.96
2016-12-08,87,86.0,,0.86,74.82
2016-12-09,85,86.0,,0.86,73.1
2016-12-10,98,86.0,,0.86,84.28
2016-12-11,97,86.0,,0.86,83.42
2016-12-12,89,86.0,,0.86,76.53999999999999
2016-12-13,90,86.0,,0.86,77.4
2016-12-14,94,86.0,,0.86,80.84
2016-12-15,90,86.0,,0.86,77.4
2016-12-16,87,86.0,,0.86,74.82
2016-12-17,99,86.0,,0.86,85.14
2016-12-18,99,86.0,,0.86,85.14
2016-12-19,89,86.0,,0.86,76.53999999999999
2016-12-20,91,86.0,,0.86,78.26
2016-12-21,91,86.0,,0.86,78.26
2016-12-22,91,86.0,,0.86,78.26
2016-12-23,90,86.0,,0.86,77.4
2016-12-24,88,86.0,,0.86,75.67999999999999
2016-12-25,99,86.0,,0.86,85.14
2016-12-26,97,86.0,,0.86,83.42
2016-12-27,96,86.0,,0.86,82.56
2016-12-28,95,86.0,,0.86,81.7
2016-12-29,92,86.0,,0.86,79.12
2016-12-30,91,86.0,,0.86,78.26
2016-12-31,88,86.0,,0.86,75.67999999999999
2017-01-01,77,80.0,False,0.8,61.6
2017-01-02,83,80.0,,0.8,66.4
2017-01-03,79,80.0,,0.8,63.2
2017-01-04,77,80.0,,0.8,61.6
2017-01-05,77,80.0,,0.8,61.6
2017-01-06,77,80.0,,0.8,61.6
2017-01-07,79,80.0,,0.8,63.2
2017-01-08,82,80.0,,0.8,65.60000000000001
2017-01-09,77,80.0,,0.8,61.6
2017-01-10,72,80.0,,0.8,57.6
2017-01-11,76,80.0,,0.8,60.800000000000004
2017-01-12,77,80.0,,0.8,61.6
2017-01-13,78,80.0,,0.8,62.400000000000006
2017-01-14,85,80.0,,0.8,68.0
2017-01-15,81,80.0,,0.8,64.8
2017-01-16,80,80.0,,0.8,64.0
2017-01-17,78,80.0,,0.8,62.400000000000006
2017-01-18,76,80.0,,0.8,60.800000000000004
2017-01-19,74,80.0,,0.8,59.2
2017-01-20,71,80.0,,0.8,56.800000000000004
2017-01-21,82,80.0,,0.8,65.60000000000001
2017-01-22,82,80.0,,0.8,65.60000000000001
2017-01-23,75,80.0,,0.8,60.0
2017-01-24,76,80.0,,0.8,60.800000000000004
2017-01-25,75,80.0,,0.8,60.0
2017-01-26,78,80.0,,0.8,62.400000000000006
2017-01-27,83,80.0,,0.8,66.4
2017-01-28,100,80.0,,0.8,80.0
2017-01-29,99,80.0,,0.8,79.2
2017-01-30,82,80.0,,0.8,65.60000000000001
2017-01-31,79,80.0,,0.8,63.2
2017-02-01,84,79.0,False,0.79,66.36
2017-02-02,85,79.0,,0.79,67.15
2017-02-03,88,79.0,,0.79,69.52000000000001
2017-02-04,100,79.0,,0.79,79.0
2017-02-05,92,79.0,,0.79,72.68
2017-02-06,82,79.0,,0.79,64.78
2017-02-07,84,79.0,,0.79,66.36
2017-02-08,83,79.0,,0.79,65.57000000000001
2017-02-09,82,79.0,,0.79,64.78
2017-02-10,83,79.0,,0.79,65.57000000000001
2017-02-11,94,79.0,,0.79,74.26
2017-02-12,99,79.0,,0.79,78.21000000000001
2017-02-13,87,79.0,,0.79,68.73
2017-02-14,82,79.0,,0.79,64.78
2017-02-15,82,79.0,,0.79,64.78
2017-02-16,83,79.0,,0.79,65.57000000000001
2017-02-17,82,79.0,,0.79,64.78
2017-02-18,89,79.0,,0.79,70.31
2017-02-19,91,79.0,,0.79,71.89
2017-02-20,85,79.0,,0.79,67.15
2017-02-21,81,79.0,,0.79,63.99
2017-02-22,81,79.0,,0.79,63.99
2017-02-23,82,79.0,,0.79,64.78
2017-02-24,83,79.0,,0.79,65.57000000000001
2017-02-25,89,79.0,,0.79,70.31
2017-02-26,91,79.0,,0.79,71.89
2017-02-27,81,79.0,,0.79,63.99
2017-02-28,82,79.0,,0.79,64.78
2017-03-01,90,78.0,False,0.78,70.2
2017-03-02,85,78.0,,0.78,66.3
2017-03-03,89,78.0,,0.78,69.42
2017-03-04,94,78.0,,0.78,73.32000000000001
2017-03-05,97,78.0,,0.78,75.66
2017-03-06,90,78.0,,0.78,70.2
2017-03-07,89,78.0,,0.78,69.42
2017-03-08,86,78.0,,0.78,67.08
2017-03-09,86,78.0,,0.78,67.08
2017-03-10,86,78.0,,0.78,67.08
2017-03-11,100,78.0,,0.78,78.0
2017-03-12,96,78.0,,0.78,74.88
2017-03-13,87,78.0,,0.78,67.86
2017-03-14,88,78.0,,0.78,68.64
2017-03-15,86,78.0,,0.78,67.08
2017-03-16,90,78.0,,0.78,70.2
2017-03-17,90,78.0,,0.78,70.2
2017-03-18,93,78.0,,0.78,72.54
2017-03-19,93,78.0,,0.78,72.54
2017-03-20,86,78.0,,0.78,67.08
2017-03-21,84,78.0,,0.78,65.52
2017-03-22,84,78.0,,0.78,65.52
2017-03-23,83,78.0,,0.78,64.74000000000001
2017-03-24,81,78.0,,0.78,63.18
2017-03-25,88,78.0,,0.78,68.64
2017-03-26,97,78.0,,0.78,75.66
2017-03-27,90,78.0,,0.78,70.2
2017-03-28,86,78.0,,0.78,67.08
2017-03-29,87,78.0,,0.78,67.86
2017-03-30,86,78.0,,0.78,67.08
2017-03-31,86,78.0,,0.78,67.08
2017-04-01,95,73.0,False,0.73,69.35
2017-04-02,91,73.0,,0.73,66.42999999999999
2017-04-03,89,73.0,,0.73,64.97
2017-04-04,88,73.0,,0.73,64.24
2017-04-05,87,73.0,,0.73,63.51
2017-04-06,88,73.0,,0.73,64.24
2017-04-07,88,73.0,,0.73,64.24
2017-04-08,99,73.0,,0.73,72.27
2017-04-09,99,73.0,,0.73,72.27
2017-04-10,90,73.0,,0.73,65.7
2017-04-11,91,73.0,,0.73,66.42999999999999
2017-04-12,90,73.0,,0.73,65.7
2017-04-13,88,73.0,,0.73,64.24
2017-04-14,89,73.0,,0.73,64.97
2017-04-15,92,73.0,,0.73,67.16
2017-04-16,91,73.0,,0.73,66.42999999999999
2017-04-17,89,73.0,,0.73,64.97
2017-04-18,87,73.0,,0.73,63.51
2017-04-19,87,73.0,,0.73,63.51
2017-04-20,88,73.0,,0.73,64.24
2017-04-21,87,73.0,,0.73,63.51
2017-04-22,94,73.0,,0.73,68.62
2017-04-23,97,73.0,,0.73,70.81
2017-04-24,95,73.0,,0.73,69.35
2017-04-25,91,73.0,,0.73,66.42999999999999
2017-04-26,85,73.0,,0.73,62.05
2017-04-27,93,73.0,,0.73,67.89
2017-04-28,88,73.0,,0.73,64.24
2017-04-29,95,73.0,,0.73,69.35
2017-04-30,100,73.0,,0.73,73.0
2017-05-01,88,75.0,False,0.75,66.0
2017-05-02,86,75.0,,0.75,64.5
2017-05-03,89,75.0,,0.75,66.75
2017-05-04,88,75.0,,0.75,66.0
2017-05-05,88,75.0,,0.75,66.0
2017-05-06,98,75.0,,0.75,73.5
2017-05-07,100,75.0,,0.75,75.0
2017-05-08,91,75.0,,0.75,68.25
2017-05-09,87,75.0,,0.75,65.25
2017-05-10,86,75.0,,0.75,64.5
2017-05-11,84,75.0,,0.75,63.0
2017-05-12,85,75.0,,0.75,63.75
2017-05-13,93,75.0,,0.75,69.75
2017-05-14,94,75.0,,0.75,70.5
2017-05-15,89,75.0,,0.75,66.75
2017-05-16,86,75.0,,0.75,64.5
2017-05-17,84,75.0,,0.75,63.0
2017-05-18,84,75.0,,0.75,63.0
2017-05-19,84,75.0,,0.75,63.0
2017-05-20,91,75.0,,0.75,68.25
2017-05-21,96,75.0,,0.75,72.0
2017-05-22,86,75.0,,0.75,64.5
2017-05-23,83,75.0,,0.75,62.25
2017-05-24,82,75.0,,0.75,61.5
2017-05-25,86,75.0,,0.75,64.5
2017-05-26,82,75.0,,0.75,61.5
2017-05-27,90,75.0,,0.75,67.5
2017-05-28,89,75.0,,0.75,66.75
2017-05-29,92,75.0,,0.75,69.0
2017-05-30,88,75.0,,0.75,66.0
2017-05-31,86,75.0,,0.75,64.5
2017-06-01,84,73.0,False,0.73,61.32
2017-06-02,83,73.0,,0.73,60.589999999999996
2017-06-03,91,73.0,,0.73,66.42999999999999
2017-06-04,92,73.0,,0.73,67.16
2017-06-05,86,73.0,,0.73,62.78
2017-06-06,100,73.0,,0.73,73.0
2017-06-07,96,73.0,,0.73,70.08
2017-06-08,90,73.0,,0.73,65.7
2017-06-09,93,73.0,,0.73,67.89
2017-06-10,93,73.0,,0.73,67.89
2017-06-11,96,73.0,,0.73,70.08
2017-06-12,91,73.0,,0.73,66.42999999999999
2017-06-13,86,73.0,,0.73,62.78
2017-06-14,87,73.0,,0.73,63.51
2017-06-15,86,73.0,,0.73,62.78
2017-06-16,89,73.0,,0.73,64.97
2017-06-17,93,73.0,,0.73,67.89
2017-06-18,96,73.0,,0.73,70.08
2017-06-19,88,73.0,,0.73,64.24
2017-06-20,87,73.0,,0.73,63.51
2017-06-21,89,73.0,,0.73,64.97
2017-06-22,94,73.0,,0.73,68.62
2017-06-23,86,73.0,,0.73,62.78
2017-06-24,94,73.0,,0.73,68.62
2017-06-25,97,73.0,,0.73,70.81
2017-06-26,91,73.0,,0.73,66.42999999999999
2017-06-27,90,73.0,,0.73,65.7
2017-06-28,87,73.0,,0.73,63.51
2017-06-29,86,73.0,,0.73,62.78
2017-06-30,89,73.0,,0.73,64.97
2017-07-01,69,86.0,False,0.86,59.339999999999996
2017-07-02,72,86.0,,0.86,61.92
2017-07-03,69,86.0,,0.86,59.339999999999996
2017-07-04,66,86.0,,0.86,56.76
2017-07-05,64,86.0,,0.86,55.04
2017-07-06,68,86.0,,0.86,58.48
2017-07-07,71,86.0,,0.86,61.06
2017-07-08,91,86.0,,0.86,78.26
2017-07-09,88,86.0,,0.86,75.67999999999999
2017-07-10,82,86.0,,0.86,70.52
2017-07-11,73,86.0,,0.86,62.78
2017-07-12,79,86.0,,0.86,67.94
2017-07-13,80,86.0,,0.86,68.8
2017-07-14,79,86.0,,0.86,67.94
2017-07-15,91,86.0,,0.86,78.26
2017-07-16,94,86.0,,0.86,80.84
2017-07-17,85,86.0,,0.86,73.1
2017-07-18,72,86.0,,0.86,61.92
2017-07-19,77,86.0,,0.86,66.22
2017-07-20,88,86.0,,0.86,75.67999999999999
2017-07-21,87,86.0,,0.86,74.82
2017-07-22,82,86.0,,0.86,70.52
2017-07-23,100,86.0,,0.86,86.0
2017-07-24,87,86.0,,0.86,74.82
2017-07-25,69,86.0,,0.86,59.339999999999996
2017-07-26,78,86.0,,0.86,67.08
2017-07-27,99,86.0,,0.86,85.14
2017-07-28,68,86.0,,0.86,58.48
2017-07-29,69,86.0,,0.86,59.339999999999996
2017-07-30,70,86.0,,0.86,60.199999999999996
2017-07-31,65,86.0,,0.86,55.9
2017-08-01,90,75.0,False,0.75,67.5
2017-08-02,90,75.0,,0.75,67.5
2017-08-03,92,75.0,,0.75,69.0
2017-08-04,89,75.0,,0.75,66.75
2017-08-05,98,75.0,,0.75,73.5
2017-08-06,100,75.0,,0.75,75.0
2017-08-07,91,75.0,,0.75,68.25
2017-08-08,92,75.0,,0.75,69.0
2017-08-09,88,75.0,,0.75,66.0
2017-08-10,91,75.0,,0.75,68.25
2017-08-11,93,75.0,,0.75,69.75
2017-08-12,98,75.0,,0.75,73.5
2017-08-13,97,75.0,,0.75,72.75
2017-08-14,87,75.0,,0.75,65.25
2017-08-15,86,75.0,,0.75,64.5
2017-08-16,85,75.0,,0.75,63.75
2017-08-17,91,75.0,,0.75,68.25
2017-08-18,89,75.0,,0.75,66.75
2017-08-19,98,75.0,,0.75,73.5
2017-08-20,94,75.0,,0.75,70.5
2017-08-21,78,75.0,,0.75,58.5
2017-08-22,87,75.0,,0.75,65.25
2017-08-23,85,75.0,,0.75,63.75
2017-08-24,85,75.0,,0.75,63.75
2017-08-25,84,75.0,,0.75,63.0
2017-08-26,94,75.0,,0.75,70.5
2017-08-27,88,75.0,,0.75,66.0
2017-08-28,86,75.0,,0.75,64.5
2017-08-29,88,75.0,,0.75,66.0
2017-08-30,88,75.0,,0.75,66.0
2017-08-31,89,75.0,,0.75,66.75
2017-09-01,85,73.0,False,0.73,62.05
2017-09-02,90,73.0,,0.73,65.7
2017-09-03,96,73.0,,0.73,70.08
2017-09-04,97,73.0,,0.73,70.81
2017-09-05,77,73.0,,0.73,56.21
2017-09-06,76,73.0,,0.73,55.48
2017-09-07,82,73.0,,0.73,59.86
2017-09-08,78,73.0,,0.73,56.94
2017-09-09,83,73.0,,0.73,60.589999999999996
2017-09-10,80,73.0,,0.73,58.4
2017-09-11,78,73.0,,0.73,56.94
2017-09-12,81,73.0,,0.73,59.129999999999995
2017-09-13,84,73.0,,0.73,61.32
2017-09-14,81,73.0,,0.73,59.129999999999995
2017-09-15,90,73.0,,0.73,65.7
2017-09-16,100,73.0,,0.73,73.0
2017-09-17,91,73.0,,0.73,66.42999999999999
2017-09-18,85,73.0,,0.73,62.05
2017-09-19,83,73.0,,0.73,60.589999999999996
2017-09-20,86,73.0,,0.73,62.78
2017-09-21,85,73.0,,0.73,62.05
2017-09-22,88,73.0,,0.73,64.24
2017-09-23,98,73.0,,0.73,71.53999999999999
2017-09-24,94,73.0,,0.73,68.62
2017-09-25,89,73.0,,0.73,64.97
2017-09-26,88,73.0,,0.73,64.24
2017-09-27,86,73.0,,0.73,62.78
2017-09-28,84,73.0,,0.73,61.32
2017-09-29,80,73.0,,0.73,58.4
2017-09-30,93,73.0,,0.73,67.89
2017-10-01,89,74.0,False,0.74,65.86
2017-10-02,90,74.0,,0.74,66.6
2017-10-03,89,74.0,,0.74,65.86
2017-10-04,86,74.0,,0.74,63.64
2017-10-05,88,74.0,,0.74,65.12
2017-10-06,84,74.0,,0.74,62.16
2017-10-07,92,74.0,,0.74,68.08
2017-10-08,96,74.0,,0.74,71.03999999999999
2017-10-09,88,74.0,,0.74,65.12
2017-10-10,83,74.0,,0.74,61.42
2017-10-11,86,74.0,,0.74,63.64
2017-10-12,87,74.0,,0.74,64.38
2017-10-13,90,74.0,,0.74,66.6
2017-10-14,99,74.0,,0.74,73.26
2017-10-15,94,74.0,,0.74,69.56
2017-10-16,87,74.0,,0.74,64.38
2017-10-17,88,74.0,,0.74,65.12
2017-10-18,90,74.0,,0.74,66.6
2017-10-19,89,74.0,,0.74,65.86
2017-10-20,92,74.0,,0.74,68.08
2017-10-21,100,74.0,,0.74,74.0
2017-10-22,94,74.0,,0.74,69.56
2017-10-23,93,74.0,,0.74,68.82
2017-10-24,94,74.0,,0.74,69.56
2017-10-25,90,74.0,,0.74,66.6
2017-10-26,86,74.0,,0.74,63.64
2017-10-27,86,74.0,,0.74,63.64
2017-10-28,96,74.0,,0.74,71.03999999999999
2017-10-29,92,74.0,,0.74,68.08
2017-10-30,85,74.0,,0.74,62.9
2017-10-31,78,74.0,,0.74,57.72
2017-11-01,69,80.0,False,0.8,55.2
2017-11-02,71,80.0,,0.8,56.800000000000004
2017-11-03,73,80.0,,0.8,58.400000000000006
2017-11-04,79,80.0,,0.8,63.2
2017-11-05,81,80.0,,0.8,64.8
2017-11-06,75,80.0,,0.8,60.0
2017-11-07,73,80.0,,0.8,58.400000000000006
2017-11-08,80,80.0,,0.8,64.0
2017-11-09,73,80.0,,0.8,58.400000000000006
2017-11-10,77,80.0,,0.8,61.6
2017-11-11,82,80.0,,0.8,65.60000000000001
2017-11-12,87,80.0,,0.8,69.60000000000001
2017-11-13,83,80.0,,0.8,66.4
2017-11-14,79,80.0,,0.8,63.2
2017-11-15,78,80.0,,0.8,62.400000000000006
2017-11-16,78,80.0,,0.8,62.400000000000006
2017-11-17,78,80.0,,0.8,62.400000000000006
2017-11-18,88,80.0,,0.8,70.4
2017-11-19,87,80.0,,0.8,69.60000000000001
2017-11-20,82,80.0,,0.8,65.60000000000001
2017-11-21,81,80.0,,0.8,64.8
2017-11-22,81,80.0,,0.8,64.8
2017-11-23,80,80.0,,0.8,64.0
2017-11-24,93,80.0,,0.8,74.4
2017-11-25,100,80.0,,0.8,80.0
2017-11-26,95,80.0,,0.8,76.0
2017-11-27,94,80.0,,0.8,75.2
2017-11-28,89,80.0,,0.8,71.2
2017-11-29,86,80.0,,0.8,68.8
2017-11-30,82,80.0,,0.8,65.60000000000001
2017-12-01,88,83.0,False,0.83,73.03999999999999
2017-12-02,98,83.0,,0.83,81.33999999999999
2017-12-03,97,83.0,,0.83,80.50999999999999
2017-12-04,89,83.0,,0.83,73.86999999999999
2017-12-05,88,83.0,,0.83,73.03999999999999
2017-12-06,85,83.0,,0.83,70.55
2017-12-07,87,83.0,,0.83,72.21
2017-12-08,86,83.0,,0.83,71.38
2017-12-09,98,83.0,,0.83,81.33999999999999
2017-12-10,99,83.0,,0.83,82.17
