date,business expense_unscaled,business expense_monthly,isPartial,scale,business expense
2006-09-14,0,30.0,,0.3,0.0
2006-09-15,0,30.0,,0.3,0.0
2006-09-16,0,30.0,,0.3,0.0
2006-09-17,0,30.0,,0.3,0.0
2006-09-18,0,30.0,,0.3,0.0
2006-09-19,0,30.0,,0.3,0.0
2006-09-20,0,30.0,,0.3,0.0
2006-09-21,32,30.0,,0.3,9.6
2006-09-22,67,30.0,,0.3,20.099999999999998
2006-09-23,0,30.0,,0.3,0.0
2006-09-24,0,30.0,,0.3,0.0
2006-09-25,31,30.0,,0.3,9.299999999999999
2006-09-26,0,30.0,,0.3,0.0
2006-09-27,0,30.0,,0.3,0.0
2006-09-28,0,30.0,,0.3,0.0
2006-09-29,100,30.0,,0.3,30.0
2006-09-30,0,30.0,,0.3,0.0
2006-10-01,51,46.0,False,0.46,23.46
2006-10-02,100,46.0,,0.46,46.0
2006-10-03,0,46.0,,0.46,0.0
2006-10-04,65,46.0,,0.46,29.900000000000002
2006-10-05,66,46.0,,0.46,30.360000000000003
2006-10-06,0,46.0,,0.46,0.0
2006-10-07,54,46.0,,0.46,24.84
2006-10-08,54,46.0,,0.46,24.84
2006-10-09,0,46.0,,0.46,0.0
2006-10-10,0,46.0,,0.46,0.0
2006-10-11,0,46.0,,0.46,0.0
2006-10-12,66,46.0,,0.46,30.360000000000003
2006-10-13,0,46.0,,0.46,0.0
2006-10-14,0,46.0,,0.46,0.0
2006-10-15,0,46.0,,0.46,0.0
2006-10-16,0,46.0,,0.46,0.0
2006-10-17,31,46.0,,0.46,14.26
2006-10-18,0,46.0,,0.46,0.0
2006-10-19,0,46.0,,0.46,0.0
2006-10-20,35,46.0,,0.46,16.1
2006-10-21,52,46.0,,0.46,23.92
2006-10-22,0,46.0,,0.46,0.0
2006-10-23,0,46.0,,0.46,0.0
2006-10-24,31,46.0,,0.46,14.26
2006-10-25,32,46.0,,0.46,14.72
2006-10-26,32,46.0,,0.46,14.72
2006-10-27,0,46.0,,0.46,0.0
2006-10-28,50,46.0,,0.46,23.0
2006-10-29,0,46.0,,0.46,0.0
2006-10-30,32,46.0,,0.46,14.72
2006-10-31,32,46.0,,0.46,14.72
2006-11-01,0,32.0,False,0.32,0.0
2006-11-02,0,32.0,,0.32,0.0
2006-11-03,0,32.0,,0.32,0.0
2006-11-04,0,32.0,,0.32,0.0
2006-11-05,79,32.0,,0.32,25.28
2006-11-06,51,32.0,,0.32,16.32
2006-11-07,97,32.0,,0.32,31.04
2006-11-08,0,32.0,,0.32,0.0
2006-11-09,0,32.0,,0.32,0.0
2006-11-10,0,32.0,,0.32,0.0
2006-11-11,0,32.0,,0.32,0.0
2006-11-12,0,32.0,,0.32,0.0
2006-11-13,100,32.0,,0.32,32.0
2006-11-14,49,32.0,,0.32,15.68
2006-11-15,50,32.0,,0.32,16.0
2006-11-16,50,32.0,,0.32,16.0
2006-11-17,0,32.0,,0.32,0.0
2006-11-18,79,32.0,,0.32,25.28
2006-11-19,0,32.0,,0.32,0.0
2006-11-20,0,32.0,,0.32,0.0
2006-11-21,0,32.0,,0.32,0.0
2006-11-22,0,32.0,,0.32,0.0
2006-11-23,84,32.0,,0.32,26.88
2006-11-24,0,32.0,,0.32,0.0
2006-11-25,82,32.0,,0.32,26.240000000000002
2006-11-26,0,32.0,,0.32,0.0
2006-11-27,49,32.0,,0.32,15.68
2006-11-28,0,32.0,,0.32,0.0
2006-11-29,96,32.0,,0.32,30.72
2006-11-30,48,32.0,,0.32,15.36
2006-12-01,0,28.0,False,0.28,0.0
2006-12-02,0,28.0,,0.28,0.0
2006-12-03,0,28.0,,0.28,0.0
2006-12-04,0,28.0,,0.28,0.0
2006-12-05,28,28.0,,0.28,7.840000000000001
2006-12-06,56,28.0,,0.28,15.680000000000001
2006-12-07,29,28.0,,0.28,8.120000000000001
2006-12-08,0,28.0,,0.28,0.0
2006-12-09,85,28.0,,0.28,23.8
2006-12-10,43,28.0,,0.28,12.040000000000001
2006-12-11,0,28.0,,0.28,0.0
2006-12-12,28,28.0,,0.28,7.840000000000001
2006-12-13,28,28.0,,0.28,7.840000000000001
2006-12-14,0,28.0,,0.28,0.0
2006-12-15,31,28.0,,0.28,8.680000000000001
2006-12-16,0,28.0,,0.28,0.0
2006-12-17,0,28.0,,0.28,0.0
2006-12-18,0,28.0,,0.28,0.0
2006-12-19,0,28.0,,0.28,0.0
2006-12-20,0,28.0,,0.28,0.0
2006-12-21,0,28.0,,0.28,0.0
2006-12-22,0,28.0,,0.28,0.0
2006-12-23,100,28.0,,0.28,28.000000000000004
2006-12-24,55,28.0,,0.28,15.400000000000002
2006-12-25,62,28.0,,0.28,17.360000000000003
2006-12-26,0,28.0,,0.28,0.0
2006-12-27,0,28.0,,0.28,0.0
2006-12-28,34,28.0,,0.28,9.520000000000001
2006-12-29,0,28.0,,0.28,0.0
2006-12-30,0,28.0,,0.28,0.0
2006-12-31,0,28.0,,0.28,0.0
2007-01-01,0,49.0,False,0.49,0.0
2007-01-02,0,49.0,,0.49,0.0
2007-01-03,0,49.0,,0.49,0.0
2007-01-04,0,49.0,,0.49,0.0
2007-01-05,0,49.0,,0.49,0.0
2007-01-06,0,49.0,,0.49,0.0
2007-01-07,35,49.0,,0.49,17.15
2007-01-08,23,49.0,,0.49,11.27
2007-01-09,23,49.0,,0.49,11.27
2007-01-10,0,49.0,,0.49,0.0
2007-01-11,23,49.0,,0.49,11.27
2007-01-12,0,49.0,,0.49,0.0
2007-01-13,0,49.0,,0.49,0.0
2007-01-14,70,49.0,,0.49,34.3
2007-01-15,100,49.0,,0.49,49.0
2007-01-16,0,49.0,,0.49,0.0
2007-01-17,0,49.0,,0.49,0.0
2007-01-18,23,49.0,,0.49,11.27
2007-01-19,24,49.0,,0.49,11.76
2007-01-20,0,49.0,,0.49,0.0
2007-01-21,0,49.0,,0.49,0.0
2007-01-22,45,49.0,,0.49,22.05
2007-01-23,22,49.0,,0.49,10.78
2007-01-24,22,49.0,,0.49,10.78
2007-01-25,0,49.0,,0.49,0.0
2007-01-26,47,49.0,,0.49,23.03
2007-01-27,0,49.0,,0.49,0.0
2007-01-28,33,49.0,,0.49,16.169999999999998
2007-01-29,44,49.0,,0.49,21.56
2007-01-30,0,49.0,,0.49,0.0
2007-01-31,0,49.0,,0.49,0.0
2007-02-01,75,65.0,False,0.65,48.75
2007-02-02,26,65.0,,0.65,16.900000000000002
2007-02-03,0,65.0,,0.65,0.0
2007-02-04,0,65.0,,0.65,0.0
2007-02-05,0,65.0,,0.65,0.0
2007-02-06,25,65.0,,0.65,16.25
2007-02-07,25,65.0,,0.65,16.25
2007-02-08,25,65.0,,0.65,16.25
2007-02-09,26,65.0,,0.65,16.900000000000002
2007-02-10,38,65.0,,0.65,24.7
2007-02-11,37,65.0,,0.65,24.05
2007-02-12,25,65.0,,0.65,16.25
2007-02-13,24,65.0,,0.65,15.600000000000001
2007-02-14,100,65.0,,0.65,65.0
2007-02-15,0,65.0,,0.65,0.0
2007-02-16,26,65.0,,0.65,16.900000000000002
2007-02-17,0,65.0,,0.65,0.0
2007-02-18,39,65.0,,0.65,25.35
2007-02-19,28,65.0,,0.65,18.2
2007-02-20,25,65.0,,0.65,16.25
2007-02-21,50,65.0,,0.65,32.5
2007-02-22,51,65.0,,0.65,33.15
2007-02-23,0,65.0,,0.65,0.0
2007-02-24,0,65.0,,0.65,0.0
2007-02-25,72,65.0,,0.65,46.800000000000004
2007-02-26,25,65.0,,0.65,16.25
2007-02-27,24,65.0,,0.65,15.600000000000001
2007-02-28,0,65.0,,0.65,0.0
2007-03-01,74,66.0,False,0.66,48.84
2007-03-02,26,66.0,,0.66,17.16
2007-03-03,38,66.0,,0.66,25.080000000000002
2007-03-04,38,66.0,,0.66,25.080000000000002
2007-03-05,0,66.0,,0.66,0.0
2007-03-06,25,66.0,,0.66,16.5
2007-03-07,0,66.0,,0.66,0.0
2007-03-08,25,66.0,,0.66,16.5
2007-03-09,26,66.0,,0.66,17.16
2007-03-10,0,66.0,,0.66,0.0
2007-03-11,38,66.0,,0.66,25.080000000000002
2007-03-12,51,66.0,,0.66,33.660000000000004
2007-03-13,76,66.0,,0.66,50.160000000000004
2007-03-14,51,66.0,,0.66,33.660000000000004
2007-03-15,0,66.0,,0.66,0.0
2007-03-16,0,66.0,,0.66,0.0
2007-03-17,0,66.0,,0.66,0.0
2007-03-18,77,66.0,,0.66,50.82
2007-03-19,100,66.0,,0.66,66.0
2007-03-20,26,66.0,,0.66,17.16
2007-03-21,76,66.0,,0.66,50.160000000000004
2007-03-22,77,66.0,,0.66,50.82
2007-03-23,27,66.0,,0.66,17.82
2007-03-24,38,66.0,,0.66,25.080000000000002
2007-03-25,0,66.0,,0.66,0.0
2007-03-26,75,66.0,,0.66,49.5
2007-03-27,49,66.0,,0.66,32.34
2007-03-28,99,66.0,,0.66,65.34
2007-03-29,0,66.0,,0.66,0.0
2007-03-30,55,66.0,,0.66,36.300000000000004
2007-03-31,39,66.0,,0.66,25.740000000000002
2007-04-01,0,61.0,False,0.61,0.0
2007-04-02,25,61.0,,0.61,15.25
2007-04-03,24,61.0,,0.61,14.64
2007-04-04,97,61.0,,0.61,59.17
2007-04-05,50,61.0,,0.61,30.5
2007-04-06,28,61.0,,0.61,17.08
2007-04-07,37,61.0,,0.61,22.57
2007-04-08,0,61.0,,0.61,0.0
2007-04-09,0,61.0,,0.61,0.0
2007-04-10,24,61.0,,0.61,14.64
2007-04-11,70,61.0,,0.61,42.699999999999996
2007-04-12,46,61.0,,0.61,28.06
2007-04-13,100,61.0,,0.61,61.0
2007-04-14,36,61.0,,0.61,21.96
2007-04-15,0,61.0,,0.61,0.0
2007-04-16,23,61.0,,0.61,14.03
2007-04-17,45,61.0,,0.61,27.45
2007-04-18,23,61.0,,0.61,14.03
2007-04-19,47,61.0,,0.61,28.669999999999998
2007-04-20,26,61.0,,0.61,15.86
2007-04-21,39,61.0,,0.61,23.79
2007-04-22,38,61.0,,0.61,23.18
2007-04-23,0,61.0,,0.61,0.0
2007-04-24,46,61.0,,0.61,28.06
2007-04-25,46,61.0,,0.61,28.06
2007-04-26,23,61.0,,0.61,14.03
2007-04-27,0,61.0,,0.61,0.0
2007-04-28,38,61.0,,0.61,23.18
2007-04-29,38,61.0,,0.61,23.18
2007-04-30,0,61.0,,0.61,0.0
2007-05-01,0,15.0,False,0.15,0.0
2007-05-02,35,15.0,,0.15,5.25
2007-05-03,36,15.0,,0.15,5.3999999999999995
2007-05-04,0,15.0,,0.15,0.0
2007-05-05,54,15.0,,0.15,8.1
2007-05-06,54,15.0,,0.15,8.1
2007-05-07,33,15.0,,0.15,4.95
2007-05-08,100,15.0,,0.15,15.0
2007-05-09,34,15.0,,0.15,5.1
2007-05-10,35,15.0,,0.15,5.25
2007-05-11,0,15.0,,0.15,0.0
2007-05-12,57,15.0,,0.15,8.549999999999999
2007-05-13,0,15.0,,0.15,0.0
2007-05-14,0,15.0,,0.15,0.0
2007-05-15,0,15.0,,0.15,0.0
2007-05-16,0,15.0,,0.15,0.0
2007-05-17,34,15.0,,0.15,5.1
2007-05-18,73,15.0,,0.15,10.95
2007-05-19,0,15.0,,0.15,0.0
2007-05-20,0,15.0,,0.15,0.0
2007-05-21,0,15.0,,0.15,0.0
2007-05-22,0,15.0,,0.15,0.0
2007-05-23,0,15.0,,0.15,0.0
2007-05-24,0,15.0,,0.15,0.0
2007-05-25,0,15.0,,0.15,0.0
2007-05-26,0,15.0,,0.15,0.0
2007-05-27,0,15.0,,0.15,0.0
2007-05-28,0,15.0,,0.15,0.0
2007-05-29,0,15.0,,0.15,0.0
2007-05-30,0,15.0,,0.15,0.0
2007-05-31,68,15.0,,0.15,10.2
2007-06-01,22,37.0,False,0.37,8.14
2007-06-02,0,37.0,,0.37,0.0
2007-06-03,31,37.0,,0.37,11.47
2007-06-04,20,37.0,,0.37,7.4
2007-06-05,0,37.0,,0.37,0.0
2007-06-06,0,37.0,,0.37,0.0
2007-06-07,42,37.0,,0.37,15.54
2007-06-08,44,37.0,,0.37,16.28
2007-06-09,32,37.0,,0.37,11.84
2007-06-10,0,37.0,,0.37,0.0
2007-06-11,0,37.0,,0.37,0.0
2007-06-12,0,37.0,,0.37,0.0
2007-06-13,20,37.0,,0.37,7.4
2007-06-14,0,37.0,,0.37,0.0
2007-06-15,23,37.0,,0.37,8.51
2007-06-16,36,37.0,,0.37,13.32
2007-06-17,0,37.0,,0.37,0.0
2007-06-18,22,37.0,,0.37,8.14
2007-06-19,0,37.0,,0.37,0.0
2007-06-20,44,37.0,,0.37,16.28
2007-06-21,0,37.0,,0.37,0.0
2007-06-22,0,37.0,,0.37,0.0
2007-06-23,33,37.0,,0.37,12.209999999999999
2007-06-24,33,37.0,,0.37,12.209999999999999
2007-06-25,82,37.0,,0.37,30.34
2007-06-26,100,37.0,,0.37,37.0
2007-06-27,20,37.0,,0.37,7.4
2007-06-28,41,37.0,,0.37,15.17
2007-06-29,0,37.0,,0.37,0.0
2007-06-30,0,37.0,,0.37,0.0
2007-07-01,0,35.0,False,0.35,0.0
2007-07-02,0,35.0,,0.35,0.0
2007-07-03,52,35.0,,0.35,18.2
2007-07-04,0,35.0,,0.35,0.0
2007-07-05,0,35.0,,0.35,0.0
2007-07-06,54,35.0,,0.35,18.9
2007-07-07,0,35.0,,0.35,0.0
2007-07-08,0,35.0,,0.35,0.0
2007-07-09,49,35.0,,0.35,17.15
2007-07-10,0,35.0,,0.35,0.0
2007-07-11,100,35.0,,0.35,35.0
2007-07-12,0,35.0,,0.35,0.0
2007-07-13,0,35.0,,0.35,0.0
2007-07-14,77,35.0,,0.35,26.95
2007-07-15,78,35.0,,0.35,27.299999999999997
2007-07-16,48,35.0,,0.35,16.799999999999997
2007-07-17,0,35.0,,0.35,0.0
2007-07-18,49,35.0,,0.35,17.15
2007-07-19,98,35.0,,0.35,34.3
2007-07-20,53,35.0,,0.35,18.549999999999997
2007-07-21,0,35.0,,0.35,0.0
2007-07-22,0,35.0,,0.35,0.0
2007-07-23,49,35.0,,0.35,17.15
2007-07-24,48,35.0,,0.35,16.799999999999997
2007-07-25,50,35.0,,0.35,17.5
2007-07-26,0,35.0,,0.35,0.0
2007-07-27,53,35.0,,0.35,18.549999999999997
2007-07-28,0,35.0,,0.35,0.0
2007-07-29,0,35.0,,0.35,0.0
2007-07-30,96,35.0,,0.35,33.599999999999994
2007-07-31,48,35.0,,0.35,16.799999999999997
2007-08-01,0,22.0,False,0.22,0.0
2007-08-02,35,22.0,,0.22,7.7
2007-08-03,36,22.0,,0.22,7.92
2007-08-04,0,22.0,,0.22,0.0
2007-08-05,0,22.0,,0.22,0.0
2007-08-06,0,22.0,,0.22,0.0
2007-08-07,65,22.0,,0.22,14.3
2007-08-08,33,22.0,,0.22,7.26
2007-08-09,0,22.0,,0.22,0.0
2007-08-10,0,22.0,,0.22,0.0
2007-08-11,0,22.0,,0.22,0.0
2007-08-12,0,22.0,,0.22,0.0
2007-08-13,100,22.0,,0.22,22.0
2007-08-14,99,22.0,,0.22,21.78
2007-08-15,33,22.0,,0.22,7.26
2007-08-16,0,22.0,,0.22,0.0
2007-08-17,0,22.0,,0.22,0.0
2007-08-18,51,22.0,,0.22,11.22
2007-08-19,50,22.0,,0.22,11.0
2007-08-20,33,22.0,,0.22,7.26
2007-08-21,97,22.0,,0.22,21.34
2007-08-22,65,22.0,,0.22,14.3
2007-08-23,33,22.0,,0.22,7.26
2007-08-24,0,22.0,,0.22,0.0
2007-08-25,0,22.0,,0.22,0.0
2007-08-26,0,22.0,,0.22,0.0
2007-08-27,0,22.0,,0.22,0.0
2007-08-28,0,22.0,,0.22,0.0
2007-08-29,0,22.0,,0.22,0.0
2007-08-30,0,22.0,,0.22,0.0
2007-08-31,36,22.0,,0.22,7.92
2007-09-01,56,25.0,False,0.25,14.0
2007-09-02,0,25.0,,0.25,0.0
2007-09-03,0,25.0,,0.25,0.0
2007-09-04,0,25.0,,0.25,0.0
2007-09-05,0,25.0,,0.25,0.0
2007-09-06,0,25.0,,0.25,0.0
2007-09-07,36,25.0,,0.25,9.0
2007-09-08,0,25.0,,0.25,0.0
2007-09-09,0,25.0,,0.25,0.0
2007-09-10,0,25.0,,0.25,0.0
2007-09-11,0,25.0,,0.25,0.0
2007-09-12,67,25.0,,0.25,16.75
2007-09-13,0,25.0,,0.25,0.0
2007-09-14,36,25.0,,0.25,9.0
2007-09-15,51,25.0,,0.25,12.75
2007-09-16,0,25.0,,0.25,0.0
2007-09-17,67,25.0,,0.25,16.75
2007-09-18,33,25.0,,0.25,8.25
2007-09-19,34,25.0,,0.25,8.5
2007-09-20,0,25.0,,0.25,0.0
2007-09-21,72,25.0,,0.25,18.0
2007-09-22,0,25.0,,0.25,0.0
2007-09-23,50,25.0,,0.25,12.5
2007-09-24,0,25.0,,0.25,0.0
2007-09-25,0,25.0,,0.25,0.0
2007-09-26,66,25.0,,0.25,16.5
2007-09-27,100,25.0,,0.25,25.0
2007-09-28,0,25.0,,0.25,0.0
2007-09-29,0,25.0,,0.25,0.0
2007-09-30,51,25.0,,0.25,12.75
2007-10-01,0,36.0,False,0.36,0.0
2007-10-02,0,36.0,,0.36,0.0
2007-10-03,0,36.0,,0.36,0.0
2007-10-04,0,36.0,,0.36,0.0
2007-10-05,0,36.0,,0.36,0.0
2007-10-06,0,36.0,,0.36,0.0
2007-10-07,0,36.0,,0.36,0.0
2007-10-08,0,36.0,,0.36,0.0
2007-10-09,92,36.0,,0.36,33.12
2007-10-10,94,36.0,,0.36,33.839999999999996
2007-10-11,48,36.0,,0.36,17.28
2007-10-12,51,36.0,,0.36,18.36
2007-10-13,75,36.0,,0.36,27.0
2007-10-14,73,36.0,,0.36,26.279999999999998
2007-10-15,94,36.0,,0.36,33.839999999999996
2007-10-16,0,36.0,,0.36,0.0
2007-10-17,92,36.0,,0.36,33.12
2007-10-18,0,36.0,,0.36,0.0
2007-10-19,100,36.0,,0.36,36.0
2007-10-20,72,36.0,,0.36,25.919999999999998
2007-10-21,0,36.0,,0.36,0.0
2007-10-22,45,36.0,,0.36,16.2
2007-10-23,0,36.0,,0.36,0.0
2007-10-24,46,36.0,,0.36,16.56
2007-10-25,47,36.0,,0.36,16.919999999999998
2007-10-26,50,36.0,,0.36,18.0
2007-10-27,0,36.0,,0.36,0.0
2007-10-28,0,36.0,,0.36,0.0
2007-10-29,46,36.0,,0.36,16.56
2007-10-30,46,36.0,,0.36,16.56
2007-10-31,0,36.0,,0.36,0.0
2007-11-01,38,41.0,False,0.41,15.579999999999998
2007-11-02,76,41.0,,0.41,31.159999999999997
2007-11-03,54,41.0,,0.41,22.139999999999997
2007-11-04,0,41.0,,0.41,0.0
2007-11-05,0,41.0,,0.41,0.0
2007-11-06,68,41.0,,0.41,27.88
2007-11-07,68,41.0,,0.41,27.88
2007-11-08,35,41.0,,0.41,14.35
2007-11-09,37,41.0,,0.41,15.17
2007-11-10,0,41.0,,0.41,0.0
2007-11-11,0,41.0,,0.41,0.0
2007-11-12,71,41.0,,0.41,29.11
2007-11-13,34,41.0,,0.41,13.94
2007-11-14,22,41.0,,0.41,9.02
2007-11-15,0,41.0,,0.41,0.0
2007-11-16,0,41.0,,0.41,0.0
2007-11-17,0,41.0,,0.41,0.0
2007-11-18,0,41.0,,0.41,0.0
2007-11-19,0,41.0,,0.41,0.0
2007-11-20,0,41.0,,0.41,0.0
2007-11-21,76,41.0,,0.41,31.159999999999997
2007-11-22,0,41.0,,0.41,0.0
2007-11-23,50,41.0,,0.41,20.5
2007-11-24,0,41.0,,0.41,0.0
2007-11-25,0,41.0,,0.41,0.0
2007-11-26,33,41.0,,0.41,13.53
2007-11-27,0,41.0,,0.41,0.0
2007-11-28,0,41.0,,0.41,0.0
2007-11-29,100,41.0,,0.41,41.0
2007-11-30,70,41.0,,0.41,28.7
2007-12-01,0,53.0,False,0.53,0.0
2007-12-02,0,53.0,,0.53,0.0
2007-12-03,33,53.0,,0.53,17.490000000000002
2007-12-04,65,53.0,,0.53,34.45
2007-12-05,66,53.0,,0.53,34.980000000000004
2007-12-06,33,53.0,,0.53,17.490000000000002
2007-12-07,0,53.0,,0.53,0.0
2007-12-08,0,53.0,,0.53,0.0
2007-12-09,49,53.0,,0.53,25.970000000000002
2007-12-10,99,53.0,,0.53,52.470000000000006
2007-12-11,65,53.0,,0.53,34.45
2007-12-12,66,53.0,,0.53,34.980000000000004
2007-12-13,68,53.0,,0.53,36.04
2007-12-14,71,53.0,,0.53,37.63
2007-12-15,0,53.0,,0.53,0.0
2007-12-16,100,53.0,,0.53,53.0
2007-12-17,35,53.0,,0.53,18.55
2007-12-18,0,53.0,,0.53,0.0
2007-12-19,36,53.0,,0.53,19.080000000000002
2007-12-20,37,53.0,,0.53,19.61
2007-12-21,40,53.0,,0.53,21.200000000000003
2007-12-22,0,53.0,,0.53,0.0
2007-12-23,0,53.0,,0.53,0.0
2007-12-24,54,53.0,,0.53,28.62
2007-12-25,0,53.0,,0.53,0.0
2007-12-26,91,53.0,,0.53,48.230000000000004
2007-12-27,0,53.0,,0.53,0.0
2007-12-28,41,53.0,,0.53,21.73
2007-12-29,53,53.0,,0.53,28.09
2007-12-30,55,53.0,,0.53,29.150000000000002
2007-12-31,43,53.0,,0.53,22.790000000000003
2008-01-01,36,60.0,False,0.6,21.599999999999998
2008-01-02,0,60.0,,0.6,0.0
2008-01-03,21,60.0,,0.6,12.6
2008-01-04,0,60.0,,0.6,0.0
2008-01-05,0,60.0,,0.6,0.0
2008-01-06,62,60.0,,0.6,37.199999999999996
2008-01-07,43,60.0,,0.6,25.8
2008-01-08,0,60.0,,0.6,0.0
2008-01-09,21,60.0,,0.6,12.6
2008-01-10,21,60.0,,0.6,12.6
2008-01-11,0,60.0,,0.6,0.0
2008-01-12,0,60.0,,0.6,0.0
2008-01-13,31,60.0,,0.6,18.599999999999998
2008-01-14,41,60.0,,0.6,24.599999999999998
2008-01-15,20,60.0,,0.6,12.0
2008-01-16,20,60.0,,0.6,12.0
2008-01-17,41,60.0,,0.6,24.599999999999998
2008-01-18,21,60.0,,0.6,12.6
2008-01-19,0,60.0,,0.6,0.0
2008-01-20,61,60.0,,0.6,36.6
2008-01-21,0,60.0,,0.6,0.0
2008-01-22,20,60.0,,0.6,12.0
2008-01-23,59,60.0,,0.6,35.4
2008-01-24,41,60.0,,0.6,24.599999999999998
2008-01-25,42,60.0,,0.6,25.2
2008-01-26,0,60.0,,0.6,0.0
2008-01-27,0,60.0,,0.6,0.0
2008-01-28,100,60.0,,0.6,60.0
2008-01-29,0,60.0,,0.6,0.0
2008-01-30,40,60.0,,0.6,24.0
2008-01-31,21,60.0,,0.6,12.6
2008-02-01,21,64.0,False,0.64,13.44
2008-02-02,30,64.0,,0.64,19.2
2008-02-03,61,64.0,,0.64,39.04
2008-02-04,21,64.0,,0.64,13.44
2008-02-05,79,64.0,,0.64,50.56
2008-02-06,60,64.0,,0.64,38.4
2008-02-07,61,64.0,,0.64,39.04
2008-02-08,65,64.0,,0.64,41.6
2008-02-09,0,64.0,,0.64,0.0
2008-02-10,0,64.0,,0.64,0.0
2008-02-11,40,64.0,,0.64,25.6
2008-02-12,79,64.0,,0.64,50.56
2008-02-13,20,64.0,,0.64,12.8
2008-02-14,42,64.0,,0.64,26.88
2008-02-15,0,64.0,,0.64,0.0
2008-02-16,60,64.0,,0.64,38.4
2008-02-17,31,64.0,,0.64,19.84
2008-02-18,44,64.0,,0.64,28.16
2008-02-19,100,64.0,,0.64,64.0
2008-02-20,0,64.0,,0.64,0.0
2008-02-21,40,64.0,,0.64,25.6
2008-02-22,0,64.0,,0.64,0.0
2008-02-23,0,64.0,,0.64,0.0
2008-02-24,0,64.0,,0.64,0.0
2008-02-25,40,64.0,,0.64,25.6
2008-02-26,19,64.0,,0.64,12.16
2008-02-27,20,64.0,,0.64,12.8
2008-02-28,41,64.0,,0.64,26.240000000000002
2008-02-29,42,64.0,,0.64,26.88
2008-03-01,50,63.0,False,0.63,31.5
2008-03-02,51,63.0,,0.63,32.13
2008-03-03,52,63.0,,0.63,32.76
2008-03-04,100,63.0,,0.63,63.0
2008-03-05,17,63.0,,0.63,10.71
2008-03-06,0,63.0,,0.63,0.0
2008-03-07,35,63.0,,0.63,22.05
2008-03-08,48,63.0,,0.63,30.240000000000002
2008-03-09,25,63.0,,0.63,15.75
2008-03-10,34,63.0,,0.63,21.42
2008-03-11,67,63.0,,0.63,42.21
2008-03-12,51,63.0,,0.63,32.13
2008-03-13,35,63.0,,0.63,22.05
2008-03-14,37,63.0,,0.63,23.31
2008-03-15,26,63.0,,0.63,16.38
2008-03-16,26,63.0,,0.63,16.38
2008-03-17,17,63.0,,0.63,10.71
2008-03-18,35,63.0,,0.63,22.05
2008-03-19,54,63.0,,0.63,34.02
2008-03-20,19,63.0,,0.63,11.97
2008-03-21,22,63.0,,0.63,13.86
2008-03-22,58,63.0,,0.63,36.54
2008-03-23,92,63.0,,0.63,57.96
2008-03-24,37,63.0,,0.63,23.31
2008-03-25,0,63.0,,0.63,0.0
2008-03-26,34,63.0,,0.63,21.42
2008-03-27,17,63.0,,0.63,10.71
2008-03-28,90,63.0,,0.63,56.7
2008-03-29,25,63.0,,0.63,15.75
2008-03-30,49,63.0,,0.63,30.87
2008-03-31,49,63.0,,0.63,30.87
2008-04-01,13,76.0,False,0.76,9.88
2008-04-02,67,76.0,,0.76,50.92
2008-04-03,27,76.0,,0.76,20.52
2008-04-04,28,76.0,,0.76,21.28
2008-04-05,20,76.0,,0.76,15.2
2008-04-06,60,76.0,,0.76,45.6
2008-04-07,40,76.0,,0.76,30.4
2008-04-08,39,76.0,,0.76,29.64
2008-04-09,39,76.0,,0.76,29.64
2008-04-10,68,76.0,,0.76,51.68
2008-04-11,43,76.0,,0.76,32.68
2008-04-12,60,76.0,,0.76,45.6
2008-04-13,100,76.0,,0.76,76.0
2008-04-14,92,76.0,,0.76,69.92
2008-04-15,66,76.0,,0.76,50.160000000000004
2008-04-16,0,76.0,,0.76,0.0
2008-04-17,41,76.0,,0.76,31.16
2008-04-18,30,76.0,,0.76,22.8
2008-04-19,0,76.0,,0.76,0.0
2008-04-20,21,76.0,,0.76,15.96
2008-04-21,27,76.0,,0.76,20.52
2008-04-22,13,76.0,,0.76,9.88
2008-04-23,13,76.0,,0.76,9.88
2008-04-24,0,76.0,,0.76,0.0
2008-04-25,0,76.0,,0.76,0.0
2008-04-26,0,76.0,,0.76,0.0
2008-04-27,0,76.0,,0.76,0.0
2008-04-28,26,76.0,,0.76,19.76
2008-04-29,0,76.0,,0.76,0.0
2008-04-30,39,76.0,,0.76,29.64
2008-05-01,0,41.0,False,0.41,0.0
2008-05-02,43,41.0,,0.41,17.63
2008-05-03,31,41.0,,0.41,12.709999999999999
2008-05-04,32,41.0,,0.41,13.12
2008-05-05,20,41.0,,0.41,8.2
2008-05-06,0,41.0,,0.41,0.0
2008-05-07,0,41.0,,0.41,0.0
2008-05-08,0,41.0,,0.41,0.0
2008-05-09,86,41.0,,0.41,35.26
2008-05-10,0,41.0,,0.41,0.0
2008-05-11,0,41.0,,0.41,0.0
2008-05-12,20,41.0,,0.41,8.2
2008-05-13,39,41.0,,0.41,15.989999999999998
2008-05-14,0,41.0,,0.41,0.0
2008-05-15,21,41.0,,0.41,8.61
2008-05-16,0,41.0,,0.41,0.0
2008-05-17,66,41.0,,0.41,27.06
2008-05-18,64,41.0,,0.41,26.24
2008-05-19,20,41.0,,0.41,8.2
2008-05-20,80,41.0,,0.41,32.8
2008-05-21,20,41.0,,0.41,8.2
2008-05-22,83,41.0,,0.41,34.03
2008-05-23,23,41.0,,0.41,9.43
2008-05-24,0,41.0,,0.41,0.0
