date,community bank_unscaled,community bank_monthly,isPartial,scale,community bank
2010-04-21,91,77.0,,0.77,70.07000000000001
2010-04-22,88,77.0,,0.77,67.76
2010-04-23,91,77.0,,0.77,70.07000000000001
2010-04-24,57,77.0,,0.77,43.89
2010-04-25,49,77.0,,0.77,37.730000000000004
2010-04-26,96,77.0,,0.77,73.92
2010-04-27,89,77.0,,0.77,68.53
2010-04-28,89,77.0,,0.77,68.53
2010-04-29,71,77.0,,0.77,54.67
2010-04-30,85,77.0,,0.77,65.45
2010-05-01,64,72.0,False,0.72,46.08
2010-05-02,45,72.0,,0.72,32.4
2010-05-03,100,72.0,,0.72,72.0
2010-05-04,56,72.0,,0.72,40.32
2010-05-05,76,72.0,,0.72,54.72
2010-05-06,84,72.0,,0.72,60.48
2010-05-07,83,72.0,,0.72,59.76
2010-05-08,44,72.0,,0.72,31.68
2010-05-09,31,72.0,,0.72,22.32
2010-05-10,99,72.0,,0.72,71.28
2010-05-11,85,72.0,,0.72,61.199999999999996
2010-05-12,88,72.0,,0.72,63.36
2010-05-13,67,72.0,,0.72,48.239999999999995
2010-05-14,75,72.0,,0.72,54.0
2010-05-15,53,72.0,,0.72,38.16
2010-05-16,43,72.0,,0.72,30.959999999999997
2010-05-17,85,72.0,,0.72,61.199999999999996
2010-05-18,84,72.0,,0.72,60.48
2010-05-19,81,72.0,,0.72,58.32
2010-05-20,84,72.0,,0.72,60.48
2010-05-21,98,72.0,,0.72,70.56
2010-05-22,47,72.0,,0.72,33.839999999999996
2010-05-23,37,72.0,,0.72,26.64
2010-05-24,96,72.0,,0.72,69.12
2010-05-25,80,72.0,,0.72,57.599999999999994
2010-05-26,86,72.0,,0.72,61.919999999999995
2010-05-27,72,72.0,,0.72,51.839999999999996
2010-05-28,80,72.0,,0.72,57.599999999999994
2010-05-29,50,72.0,,0.72,36.0
2010-05-30,51,72.0,,0.72,36.72
2010-05-31,48,72.0,,0.72,34.56
2010-06-01,98,79.0,False,0.79,77.42
2010-06-02,76,79.0,,0.79,60.040000000000006
2010-06-03,87,79.0,,0.79,68.73
2010-06-04,96,79.0,,0.79,75.84
2010-06-05,47,79.0,,0.79,37.13
2010-06-06,41,79.0,,0.79,32.39
2010-06-07,80,79.0,,0.79,63.2
2010-06-08,83,79.0,,0.79,65.57000000000001
2010-06-09,91,79.0,,0.79,71.89
2010-06-10,67,79.0,,0.79,52.93
2010-06-11,79,79.0,,0.79,62.410000000000004
2010-06-12,57,79.0,,0.79,45.03
2010-06-13,46,79.0,,0.79,36.34
2010-06-14,74,79.0,,0.79,58.46
2010-06-15,85,79.0,,0.79,67.15
2010-06-16,87,79.0,,0.79,68.73
2010-06-17,85,79.0,,0.79,67.15
2010-06-18,100,79.0,,0.79,79.0
2010-06-19,64,79.0,,0.79,50.56
2010-06-20,33,79.0,,0.79,26.07
2010-06-21,79,79.0,,0.79,62.410000000000004
2010-06-22,86,79.0,,0.79,67.94
2010-06-23,81,79.0,,0.79,63.99
2010-06-24,76,79.0,,0.79,60.040000000000006
2010-06-25,83,79.0,,0.79,65.57000000000001
2010-06-26,50,79.0,,0.79,39.5
2010-06-27,41,79.0,,0.79,32.39
2010-06-28,88,79.0,,0.79,69.52000000000001
2010-06-29,97,79.0,,0.79,76.63000000000001
2010-06-30,84,79.0,,0.79,66.36
2010-07-01,80,74.0,False,0.74,59.2
2010-07-02,95,74.0,,0.74,70.3
2010-07-03,54,74.0,,0.74,39.96
2010-07-04,34,74.0,,0.74,25.16
2010-07-05,39,74.0,,0.74,28.86
2010-07-06,96,74.0,,0.74,71.03999999999999
2010-07-07,70,74.0,,0.74,51.8
2010-07-08,77,74.0,,0.74,56.98
2010-07-09,81,74.0,,0.74,59.94
2010-07-10,29,74.0,,0.74,21.46
2010-07-11,49,74.0,,0.74,36.26
2010-07-12,84,74.0,,0.74,62.16
2010-07-13,77,74.0,,0.74,56.98
2010-07-14,75,74.0,,0.74,55.5
2010-07-15,97,74.0,,0.74,71.78
2010-07-16,89,74.0,,0.74,65.86
2010-07-17,59,74.0,,0.74,43.66
2010-07-18,54,74.0,,0.74,39.96
2010-07-19,83,74.0,,0.74,61.42
2010-07-20,91,74.0,,0.74,67.34
2010-07-21,68,74.0,,0.74,50.32
2010-07-22,72,74.0,,0.74,53.28
2010-07-23,84,74.0,,0.74,62.16
2010-07-24,53,74.0,,0.74,39.22
2010-07-25,38,74.0,,0.74,28.12
2010-07-26,75,74.0,,0.74,55.5
2010-07-27,78,74.0,,0.74,57.72
2010-07-28,79,74.0,,0.74,58.46
2010-07-29,91,74.0,,0.74,67.34
2010-07-30,100,74.0,,0.74,74.0
2010-07-31,49,74.0,,0.74,36.26
2010-08-01,58,77.0,False,0.77,44.660000000000004
2010-08-02,89,77.0,,0.77,68.53
2010-08-03,99,77.0,,0.77,76.23
2010-08-04,79,77.0,,0.77,60.83
2010-08-05,85,77.0,,0.77,65.45
2010-08-06,76,77.0,,0.77,58.52
2010-08-07,61,77.0,,0.77,46.97
2010-08-08,36,77.0,,0.77,27.72
2010-08-09,80,77.0,,0.77,61.6
2010-08-10,90,77.0,,0.77,69.3
2010-08-11,79,77.0,,0.77,60.83
2010-08-12,83,77.0,,0.77,63.910000000000004
2010-08-13,80,77.0,,0.77,61.6
2010-08-14,83,77.0,,0.77,63.910000000000004
2010-08-15,45,77.0,,0.77,34.65
2010-08-16,87,77.0,,0.77,66.99
2010-08-17,92,77.0,,0.77,70.84
2010-08-18,96,77.0,,0.77,73.92
2010-08-19,74,77.0,,0.77,56.980000000000004
2010-08-20,77,77.0,,0.77,59.29
2010-08-21,66,77.0,,0.77,50.82
2010-08-22,52,77.0,,0.77,40.04
2010-08-23,92,77.0,,0.77,70.84
2010-08-24,78,77.0,,0.77,60.06
2010-08-25,82,77.0,,0.77,63.14
2010-08-26,100,77.0,,0.77,77.0
2010-08-27,77,77.0,,0.77,59.29
2010-08-28,60,77.0,,0.77,46.2
2010-08-29,42,77.0,,0.77,32.34
2010-08-30,79,77.0,,0.77,60.83
2010-08-31,89,77.0,,0.77,68.53
2010-09-01,58,77.0,False,0.77,44.660000000000004
2010-09-02,68,77.0,,0.77,52.36
2010-09-03,80,77.0,,0.77,61.6
2010-09-04,53,77.0,,0.77,40.81
2010-09-05,41,77.0,,0.77,31.57
2010-09-06,40,77.0,,0.77,30.8
2010-09-07,79,77.0,,0.77,60.83
2010-09-08,78,77.0,,0.77,60.06
2010-09-09,100,77.0,,0.77,77.0
2010-09-10,80,77.0,,0.77,61.6
2010-09-11,49,77.0,,0.77,37.730000000000004
2010-09-12,24,77.0,,0.77,18.48
2010-09-13,80,77.0,,0.77,61.6
2010-09-14,73,77.0,,0.77,56.21
2010-09-15,72,77.0,,0.77,55.44
2010-09-16,71,77.0,,0.77,54.67
2010-09-17,81,77.0,,0.77,62.370000000000005
2010-09-18,49,77.0,,0.77,37.730000000000004
2010-09-19,37,77.0,,0.77,28.490000000000002
2010-09-20,79,77.0,,0.77,60.83
2010-09-21,65,77.0,,0.77,50.050000000000004
2010-09-22,79,77.0,,0.77,60.83
2010-09-23,80,77.0,,0.77,61.6
2010-09-24,79,77.0,,0.77,60.83
2010-09-25,60,77.0,,0.77,46.2
2010-09-26,37,77.0,,0.77,28.490000000000002
2010-09-27,70,77.0,,0.77,53.9
2010-09-28,60,77.0,,0.77,46.2
2010-09-29,77,77.0,,0.77,59.29
2010-09-30,87,77.0,,0.77,66.99
2010-10-01,100,76.0,False,0.76,76.0
2010-10-02,70,76.0,,0.76,53.2
2010-10-03,26,76.0,,0.76,19.76
2010-10-04,89,76.0,,0.76,67.64
2010-10-05,92,76.0,,0.76,69.92
2010-10-06,89,76.0,,0.76,67.64
2010-10-07,83,76.0,,0.76,63.08
2010-10-08,84,76.0,,0.76,63.84
2010-10-09,43,76.0,,0.76,32.68
2010-10-10,47,76.0,,0.76,35.72
2010-10-11,85,76.0,,0.76,64.6
2010-10-12,67,76.0,,0.76,50.92
2010-10-13,80,76.0,,0.76,60.8
2010-10-14,90,76.0,,0.76,68.4
2010-10-15,71,76.0,,0.76,53.96
2010-10-16,49,76.0,,0.76,37.24
2010-10-17,49,76.0,,0.76,37.24
2010-10-18,92,76.0,,0.76,69.92
2010-10-19,73,76.0,,0.76,55.480000000000004
2010-10-20,70,76.0,,0.76,53.2
2010-10-21,83,76.0,,0.76,63.08
2010-10-22,89,76.0,,0.76,67.64
2010-10-23,48,76.0,,0.76,36.480000000000004
2010-10-24,52,76.0,,0.76,39.52
2010-10-25,90,76.0,,0.76,68.4
2010-10-26,82,76.0,,0.76,62.32
2010-10-27,75,76.0,,0.76,57.0
2010-10-28,88,76.0,,0.76,66.88
2010-10-29,96,76.0,,0.76,72.96000000000001
2010-10-30,55,76.0,,0.76,41.8
2010-10-31,32,76.0,,0.76,24.32
2010-11-01,94,75.0,False,0.75,70.5
2010-11-02,96,75.0,,0.75,72.0
2010-11-03,75,75.0,,0.75,56.25
2010-11-04,66,75.0,,0.75,49.5
2010-11-05,99,75.0,,0.75,74.25
2010-11-06,40,75.0,,0.75,30.0
2010-11-07,42,75.0,,0.75,31.5
2010-11-08,82,75.0,,0.75,61.5
2010-11-09,72,75.0,,0.75,54.0
2010-11-10,82,75.0,,0.75,61.5
2010-11-11,78,75.0,,0.75,58.5
2010-11-12,98,75.0,,0.75,73.5
2010-11-13,44,75.0,,0.75,33.0
2010-11-14,37,75.0,,0.75,27.75
2010-11-15,90,75.0,,0.75,67.5
2010-11-16,80,75.0,,0.75,60.0
2010-11-17,88,75.0,,0.75,66.0
2010-11-18,71,75.0,,0.75,53.25
2010-11-19,100,75.0,,0.75,75.0
2010-11-20,48,75.0,,0.75,36.0
2010-11-21,41,75.0,,0.75,30.75
2010-11-22,91,75.0,,0.75,68.25
2010-11-23,70,75.0,,0.75,52.5
2010-11-24,68,75.0,,0.75,51.0
2010-11-25,35,75.0,,0.75,26.25
2010-11-26,63,75.0,,0.75,47.25
2010-11-27,54,75.0,,0.75,40.5
2010-11-28,55,75.0,,0.75,41.25
2010-11-29,85,75.0,,0.75,63.75
2010-11-30,70,75.0,,0.75,52.5
2010-12-01,69,76.0,False,0.76,52.44
2010-12-02,75,76.0,,0.76,57.0
2010-12-03,93,76.0,,0.76,70.68
2010-12-04,65,76.0,,0.76,49.4
2010-12-05,43,76.0,,0.76,32.68
2010-12-06,69,76.0,,0.76,52.44
2010-12-07,76,76.0,,0.76,57.76
2010-12-08,67,76.0,,0.76,50.92
2010-12-09,78,76.0,,0.76,59.28
2010-12-10,74,76.0,,0.76,56.24
2010-12-11,52,76.0,,0.76,39.52
2010-12-12,40,76.0,,0.76,30.4
2010-12-13,76,76.0,,0.76,57.76
2010-12-14,61,76.0,,0.76,46.36
2010-12-15,70,76.0,,0.76,53.2
2010-12-16,72,76.0,,0.76,54.72
2010-12-17,82,76.0,,0.76,62.32
2010-12-18,76,76.0,,0.76,57.76
2010-12-19,48,76.0,,0.76,36.480000000000004
2010-12-20,85,76.0,,0.76,64.6
2010-12-21,82,76.0,,0.76,62.32
2010-12-22,81,76.0,,0.76,61.56
2010-12-23,95,76.0,,0.76,72.2
2010-12-24,74,76.0,,0.76,56.24
2010-12-25,31,76.0,,0.76,23.56
2010-12-26,44,76.0,,0.76,33.44
2010-12-27,96,76.0,,0.76,72.96000000000001
2010-12-28,74,76.0,,0.76,56.24
2010-12-29,91,76.0,,0.76,69.16
2010-12-30,100,76.0,,0.76,76.0
2010-12-31,91,76.0,,0.76,69.16
2011-01-01,48,89.0,False,0.89,42.72
2011-01-02,38,89.0,,0.89,33.82
2011-01-03,100,89.0,,0.89,89.0
2011-01-04,90,89.0,,0.89,80.1
2011-01-05,69,89.0,,0.89,61.410000000000004
2011-01-06,78,89.0,,0.89,69.42
2011-01-07,79,89.0,,0.89,70.31
2011-01-08,57,89.0,,0.89,50.730000000000004
2011-01-09,38,89.0,,0.89,33.82
2011-01-10,77,89.0,,0.89,68.53
2011-01-11,69,89.0,,0.89,61.410000000000004
2011-01-12,69,89.0,,0.89,61.410000000000004
2011-01-13,87,89.0,,0.89,77.43
2011-01-14,81,89.0,,0.89,72.09
2011-01-15,60,89.0,,0.89,53.4
2011-01-16,35,89.0,,0.89,31.150000000000002
2011-01-17,76,89.0,,0.89,67.64
2011-01-18,92,89.0,,0.89,81.88
2011-01-19,69,89.0,,0.89,61.410000000000004
2011-01-20,79,89.0,,0.89,70.31
2011-01-21,86,89.0,,0.89,76.54
2011-01-22,70,89.0,,0.89,62.300000000000004
2011-01-23,47,89.0,,0.89,41.83
2011-01-24,80,89.0,,0.89,71.2
2011-01-25,69,89.0,,0.89,61.410000000000004
2011-01-26,74,89.0,,0.89,65.86
2011-01-27,71,89.0,,0.89,63.19
2011-01-28,86,89.0,,0.89,76.54
2011-01-29,55,89.0,,0.89,48.95
2011-01-30,33,89.0,,0.89,29.37
2011-01-31,92,89.0,,0.89,81.88
2011-02-01,92,89.0,False,0.89,81.88
2011-02-02,78,89.0,,0.89,69.42
2011-02-03,94,89.0,,0.89,83.66
2011-02-04,100,89.0,,0.89,89.0
2011-02-05,69,89.0,,0.89,61.410000000000004
2011-02-06,47,89.0,,0.89,41.83
2011-02-07,75,89.0,,0.89,66.75
2011-02-08,80,89.0,,0.89,71.2
2011-02-09,74,89.0,,0.89,65.86
2011-02-10,83,89.0,,0.89,73.87
2011-02-11,96,89.0,,0.89,85.44
2011-02-12,65,89.0,,0.89,57.85
2011-02-13,43,89.0,,0.89,38.27
2011-02-14,93,89.0,,0.89,82.77
2011-02-15,83,89.0,,0.89,73.87
2011-02-16,84,89.0,,0.89,74.76
2011-02-17,94,89.0,,0.89,83.66
2011-02-18,87,89.0,,0.89,77.43
2011-02-19,58,89.0,,0.89,51.62
2011-02-20,36,89.0,,0.89,32.04
2011-02-21,80,89.0,,0.89,71.2
2011-02-22,83,89.0,,0.89,73.87
2011-02-23,85,89.0,,0.89,75.65
2011-02-24,79,89.0,,0.89,70.31
2011-02-25,92,89.0,,0.89,81.88
2011-02-26,56,89.0,,0.89,49.84
2011-02-27,48,89.0,,0.89,42.72
2011-02-28,87,89.0,,0.89,77.43
2011-03-01,100,87.0,False,0.87,87.0
2011-03-02,85,87.0,,0.87,73.95
2011-03-03,76,87.0,,0.87,66.12
2011-03-04,92,87.0,,0.87,80.04
2011-03-05,62,87.0,,0.87,53.94
2011-03-06,49,87.0,,0.87,42.63
2011-03-07,80,87.0,,0.87,69.6
2011-03-08,84,87.0,,0.87,73.08
2011-03-09,72,87.0,,0.87,62.64
2011-03-10,75,87.0,,0.87,65.25
2011-03-11,79,87.0,,0.87,68.73
2011-03-12,50,87.0,,0.87,43.5
2011-03-13,37,87.0,,0.87,32.19
2011-03-14,78,87.0,,0.87,67.86
2011-03-15,76,87.0,,0.87,66.12
2011-03-16,89,87.0,,0.87,77.42999999999999
2011-03-17,73,87.0,,0.87,63.51
2011-03-18,99,87.0,,0.87,86.13
2011-03-19,54,87.0,,0.87,46.98
2011-03-20,44,87.0,,0.87,38.28
2011-03-21,85,87.0,,0.87,73.95
2011-03-22,75,87.0,,0.87,65.25
2011-03-23,69,87.0,,0.87,60.03
2011-03-24,80,87.0,,0.87,69.6
2011-03-25,88,87.0,,0.87,76.56
2011-03-26,62,87.0,,0.87,53.94
2011-03-27,44,87.0,,0.87,38.28
2011-03-28,68,87.0,,0.87,59.16
2011-03-29,80,87.0,,0.87,69.6
2011-03-30,75,87.0,,0.87,65.25
2011-03-31,72,87.0,,0.87,62.64
2011-04-01,96,89.0,False,0.89,85.44
2011-04-02,70,89.0,,0.89,62.300000000000004
2011-04-03,48,89.0,,0.89,42.72
2011-04-04,96,89.0,,0.89,85.44
2011-04-05,93,89.0,,0.89,82.77
2011-04-06,86,89.0,,0.89,76.54
2011-04-07,93,89.0,,0.89,82.77
2011-04-08,97,89.0,,0.89,86.33
2011-04-09,51,89.0,,0.89,45.39
2011-04-10,56,89.0,,0.89,49.84
2011-04-11,100,89.0,,0.89,89.0
2011-04-12,89,89.0,,0.89,79.21000000000001
2011-04-13,83,89.0,,0.89,73.87
2011-04-14,89,89.0,,0.89,79.21000000000001
2011-04-15,90,89.0,,0.89,80.1
2011-04-16,63,89.0,,0.89,56.07
2011-04-17,53,89.0,,0.89,47.17
2011-04-18,94,89.0,,0.89,83.66
2011-04-19,91,89.0,,0.89,80.99
2011-04-20,95,89.0,,0.89,84.55
2011-04-21,96,89.0,,0.89,85.44
2011-04-22,90,89.0,,0.89,80.1
2011-04-23,65,89.0,,0.89,57.85
2011-04-24,39,89.0,,0.89,34.71
2011-04-25,94,89.0,,0.89,83.66
2011-04-26,94,89.0,,0.89,83.66
2011-04-27,83,89.0,,0.89,73.87
2011-04-28,91,89.0,,0.89,80.99
2011-04-29,95,89.0,,0.89,84.55
2011-04-30,66,89.0,,0.89,58.74
2011-05-01,44,88.0,False,0.88,38.72
2011-05-02,83,88.0,,0.88,73.04
2011-05-03,81,88.0,,0.88,71.28
2011-05-04,78,88.0,,0.88,68.64
2011-05-05,79,88.0,,0.88,69.52
2011-05-06,99,88.0,,0.88,87.12
2011-05-07,42,88.0,,0.88,36.96
2011-05-08,48,88.0,,0.88,42.24
2011-05-09,97,88.0,,0.88,85.36
2011-05-10,82,88.0,,0.88,72.16
2011-05-11,84,88.0,,0.88,73.92
2011-05-12,78,88.0,,0.88,68.64
2011-05-13,100,88.0,,0.88,88.0
2011-05-14,52,88.0,,0.88,45.76
2011-05-15,39,88.0,,0.88,34.32
2011-05-16,82,88.0,,0.88,72.16
2011-05-17,80,88.0,,0.88,70.4
2011-05-18,73,88.0,,0.88,64.24
2011-05-19,84,88.0,,0.88,73.92
2011-05-20,80,88.0,,0.88,70.4
2011-05-21,52,88.0,,0.88,45.76
2011-05-22,32,88.0,,0.88,28.16
2011-05-23,78,88.0,,0.88,68.64
2011-05-24,79,88.0,,0.88,69.52
2011-05-25,81,88.0,,0.88,71.28
2011-05-26,100,88.0,,0.88,88.0
2011-05-27,84,88.0,,0.88,73.92
2011-05-28,59,88.0,,0.88,51.92
2011-05-29,50,88.0,,0.88,44.0
2011-05-30,46,88.0,,0.88,40.48
2011-05-31,91,88.0,,0.88,80.08
2011-06-01,85,93.0,False,0.93,79.05
2011-06-02,91,93.0,,0.93,84.63000000000001
2011-06-03,88,93.0,,0.93,81.84
2011-06-04,53,93.0,,0.93,49.29
2011-06-05,50,93.0,,0.93,46.5
2011-06-06,78,93.0,,0.93,72.54
2011-06-07,88,93.0,,0.93,81.84
2011-06-08,72,93.0,,0.93,66.96000000000001
2011-06-09,74,93.0,,0.93,68.82000000000001
2011-06-10,90,93.0,,0.93,83.7
2011-06-11,48,93.0,,0.93,44.64
2011-06-12,42,93.0,,0.93,39.06
2011-06-13,77,93.0,,0.93,71.61
2011-06-14,78,93.0,,0.93,72.54
2011-06-15,83,93.0,,0.93,77.19
2011-06-16,88,93.0,,0.93,81.84
2011-06-17,84,93.0,,0.93,78.12
2011-06-18,62,93.0,,0.93,57.660000000000004
2011-06-19,39,93.0,,0.93,36.27
2011-06-20,83,93.0,,0.93,77.19
2011-06-21,84,93.0,,0.93,78.12
2011-06-22,81,93.0,,0.93,75.33
2011-06-23,80,93.0,,0.93,74.4
2011-06-24,86,93.0,,0.93,79.98
2011-06-25,72,93.0,,0.93,66.96000000000001
2011-06-26,55,93.0,,0.93,51.150000000000006
2011-06-27,100,93.0,,0.93,93.0
2011-06-28,93,93.0,,0.93,86.49000000000001
2011-06-29,82,93.0,,0.93,76.26
2011-06-30,94,93.0,,0.93,87.42
2011-07-01,84,92.0,False,0.92,77.28
2011-07-02,74,92.0,,0.92,68.08
2011-07-03,35,92.0,,0.92,32.2
2011-07-04,43,92.0,,0.92,39.56
2011-07-05,90,92.0,,0.92,82.8
2011-07-06,92,92.0,,0.92,84.64
2011-07-07,83,92.0,,0.92,76.36
2011-07-08,92,92.0,,0.92,84.64
2011-07-09,46,92.0,,0.92,42.32
2011-07-10,47,92.0,,0.92,43.24
2011-07-11,83,92.0,,0.92,76.36
2011-07-12,82,92.0,,0.92,75.44
2011-07-13,96,92.0,,0.92,88.32000000000001
2011-07-14,78,92.0,,0.92,71.76
2011-07-15,100,92.0,,0.92,92.0
2011-07-16,55,92.0,,0.92,50.6
2011-07-17,37,92.0,,0.92,34.04
2011-07-18,89,92.0,,0.92,81.88000000000001
2011-07-19,84,92.0,,0.92,77.28
2011-07-20,87,92.0,,0.92,80.04
2011-07-21,84,92.0,,0.92,77.28
2011-07-22,93,92.0,,0.92,85.56
2011-07-23,49,92.0,,0.92,45.080000000000005
2011-07-24,34,92.0,,0.92,31.28
2011-07-25,87,92.0,,0.92,80.04
2011-07-26,93,92.0,,0.92,85.56
2011-07-27,87,92.0,,0.92,80.04
2011-07-28,82,92.0,,0.92,75.44
2011-07-29,92,92.0,,0.92,84.64
2011-07-30,57,92.0,,0.92,52.440000000000005
2011-07-31,51,92.0,,0.92,46.92
2011-08-01,86,95.0,False,0.95,81.7
2011-08-02,72,95.0,,0.95,68.39999999999999
2011-08-03,64,95.0,,0.95,60.8
2011-08-04,65,95.0,,0.95,61.75
2011-08-05,73,95.0,,0.95,69.35
2011-08-06,55,95.0,,0.95,52.25
2011-08-07,36,95.0,,0.95,34.199999999999996
2011-08-08,75,95.0,,0.95,71.25
2011-08-09,62,95.0,,0.95,58.9
2011-08-10,89,95.0,,0.95,84.55
2011-08-11,94,95.0,,0.95,89.3
2011-08-12,84,95.0,,0.95,79.8
2011-08-13,36,95.0,,0.95,34.199999999999996
2011-08-14,38,95.0,,0.95,36.1
2011-08-15,92,95.0,,0.95,87.39999999999999
2011-08-16,70,95.0,,0.95,66.5
2011-08-17,70,95.0,,0.95,66.5
2011-08-18,81,95.0,,0.95,76.95
2011-08-19,100,95.0,,0.95,95.0
2011-08-20,52,95.0,,0.95,49.4
2011-08-21,45,95.0,,0.95,42.75
2011-08-22,80,95.0,,0.95,76.0
2011-08-23,68,95.0,,0.95,64.6
2011-08-24,78,95.0,,0.95,74.1
2011-08-25,73,95.0,,0.95,69.35
2011-08-26,69,95.0,,0.95,65.55
2011-08-27,65,95.0,,0.95,61.75
2011-08-28,36,95.0,,0.95,34.199999999999996
2011-08-29,67,95.0,,0.95,63.65
2011-08-30,81,95.0,,0.95,76.95
2011-08-31,82,95.0,,0.95,77.89999999999999
2011-09-01,100,92.0,False,0.92,92.0
2011-09-02,95,92.0,,0.92,87.4
2011-09-03,60,92.0,,0.92,55.2
2011-09-04,46,92.0,,0.92,42.32
2011-09-05,46,92.0,,0.92,42.32
2011-09-06,95,92.0,,0.92,87.4
2011-09-07,83,92.0,,0.92,76.36
2011-09-08,88,92.0,,0.92,80.96000000000001
2011-09-09,81,92.0,,0.92,74.52000000000001
2011-09-10,67,92.0,,0.92,61.64
2011-09-11,43,92.0,,0.92,39.56
2011-09-12,95,92.0,,0.92,87.4
2011-09-13,78,92.0,,0.92,71.76
2011-09-14,87,92.0,,0.92,80.04
2011-09-15,80,92.0,,0.92,73.60000000000001
2011-09-16,81,92.0,,0.92,74.52000000000001
2011-09-17,50,92.0,,0.92,46.0
2011-09-18,39,92.0,,0.92,35.88
2011-09-19,93,92.0,,0.92,85.56
2011-09-20,67,92.0,,0.92,61.64
2011-09-21,98,92.0,,0.92,90.16000000000001
2011-09-22,89,92.0,,0.92,81.88000000000001
2011-09-23,96,92.0,,0.92,88.32000000000001
2011-09-24,47,92.0,,0.92,43.24
2011-09-25,42,92.0,,0.92,38.64
2011-09-26,80,92.0,,0.92,73.60000000000001
2011-09-27,80,92.0,,0.92,73.60000000000001
2011-09-28,77,92.0,,0.92,70.84
2011-09-29,83,92.0,,0.92,76.36
2011-09-30,96,92.0,,0.92,88.32000000000001
2011-10-01,81,89.0,False,0.89,72.09
2011-10-02,47,89.0,,0.89,41.83
2011-10-03,92,89.0,,0.89,81.88
2011-10-04,86,89.0,,0.89,76.54
2011-10-05,79,89.0,,0.89,70.31
2011-10-06,90,89.0,,0.89,80.1
2011-10-07,98,89.0,,0.89,87.22
2011-10-08,70,89.0,,0.89,62.300000000000004
2011-10-09,47,89.0,,0.89,41.83
2011-10-10,93,89.0,,0.89,82.77
2011-10-11,95,89.0,,0.89,84.55
2011-10-12,94,89.0,,0.89,83.66
2011-10-13,76,89.0,,0.89,67.64
2011-10-14,100,89.0,,0.89,89.0
2011-10-15,62,89.0,,0.89,55.18
2011-10-16,54,89.0,,0.89,48.06
2011-10-17,91,89.0,,0.89,80.99
2011-10-18,89,89.0,,0.89,79.21000000000001
2011-10-19,90,89.0,,0.89,80.1
2011-10-20,87,89.0,,0.89,77.43
2011-10-21,99,89.0,,0.89,88.11
2011-10-22,66,89.0,,0.89,58.74
2011-10-23,42,89.0,,0.89,37.38
2011-10-24,89,89.0,,0.89,79.21000000000001
2011-10-25,88,89.0,,0.89,78.32000000000001
2011-10-26,81,89.0,,0.89,72.09
2011-10-27,94,89.0,,0.89,83.66
2011-10-28,94,89.0,,0.89,83.66
2011-10-29,58,89.0,,0.89,51.62
2011-10-30,47,89.0,,0.89,41.83
2011-10-31,92,89.0,,0.89,81.88
2011-11-01,100,89.0,False,0.89,89.0
2011-11-02,77,89.0,,0.89,68.53
2011-11-03,83,89.0,,0.89,73.87
2011-11-04,83,89.0,,0.89,73.87
2011-11-05,76,89.0,,0.89,67.64
2011-11-06,42,89.0,,0.89,37.38
2011-11-07,90,89.0,,0.89,80.1
2011-11-08,96,89.0,,0.89,85.44
2011-11-09,73,89.0,,0.89,64.97
2011-11-10,79,89.0,,0.89,70.31
2011-11-11,63,89.0,,0.89,56.07
2011-11-12,56,89.0,,0.89,49.84
2011-11-13,37,89.0,,0.89,32.93
2011-11-14,86,89.0,,0.89,76.54
2011-11-15,75,89.0,,0.89,66.75
2011-11-16,83,89.0,,0.89,73.87
2011-11-17,72,89.0,,0.89,64.08
2011-11-18,78,89.0,,0.89,69.42
2011-11-19,54,89.0,,0.89,48.06
2011-11-20,47,89.0,,0.89,41.83
2011-11-21,82,89.0,,0.89,72.98
2011-11-22,74,89.0,,0.89,65.86
2011-11-23,72,89.0,,0.89,64.08
2011-11-24,36,89.0,,0.89,32.04
2011-11-25,74,89.0,,0.89,65.86
2011-11-26,62,89.0,,0.89,55.18
2011-11-27,52,89.0,,0.89,46.28
2011-11-28,87,89.0,,0.89,77.43
2011-11-29,68,89.0,,0.89,60.52
2011-11-30,83,89.0,,0.89,73.87
2011-12-01,79,93.0,False,0.93,73.47
2011-12-02,95,93.0,,0.93,88.35000000000001
2011-12-03,65,93.0,,0.93,60.45
2011-12-04,39,93.0,,0.93,36.27
2011-12-05,86,93.0,,0.93,79.98
2011-12-06,80,93.0,,0.93,74.4
2011-12-07,72,93.0,,0.93,66.96000000000001
2011-12-08,76,93.0,,0.93,70.68
2011-12-09,70,93.0,,0.93,65.10000000000001
2011-12-10,69,93.0,,0.93,64.17
2011-12-11,39,93.0,,0.93,36.27
2011-12-12,76,93.0,,0.93,70.68
2011-12-13,70,93.0,,0.93,65.10000000000001
2011-12-14,74,93.0,,0.93,68.82000000000001
2011-12-15,67,93.0,,0.93,62.31
2011-12-16,78,93.0,,0.93,72.54
2011-12-17,58,93.0,,0.93,53.940000000000005
2011-12-18,45,93.0,,0.93,41.85
2011-12-19,81,93.0,,0.93,75.33
2011-12-20,82,93.0,,0.93,76.26
2011-12-21,71,93.0,,0.93,66.03
2011-12-22,81,93.0,,0.93,75.33
2011-12-23,83,93.0,,0.93,77.19
2011-12-24,61,93.0,,0.93,56.730000000000004
2011-12-25,27,93.0,,0.93,25.110000000000003
2011-12-26,64,93.0,,0.93,59.52
2011-12-27,80,93.0,,0.93,74.4
2011-12-28,79,93.0,,0.93,73.47
