date,community bank_unscaled,community bank_monthly,isPartial,scale,community bank
2016-04-26,69,78.0,,0.78,53.82
2016-04-27,77,78.0,,0.78,60.06
2016-04-28,84,78.0,,0.78,65.52
2016-04-29,83,78.0,,0.78,64.74000000000001
2016-04-30,64,78.0,,0.78,49.92
2016-05-01,52,76.0,False,0.76,39.52
2016-05-02,96,76.0,,0.76,72.96000000000001
2016-05-03,82,76.0,,0.76,62.32
2016-05-04,83,76.0,,0.76,63.08
2016-05-05,86,76.0,,0.76,65.36
2016-05-06,90,76.0,,0.76,68.4
2016-05-07,53,76.0,,0.76,40.28
2016-05-08,41,76.0,,0.76,31.16
2016-05-09,88,76.0,,0.76,66.88
2016-05-10,77,76.0,,0.76,58.52
2016-05-11,82,76.0,,0.76,62.32
2016-05-12,76,76.0,,0.76,57.76
2016-05-13,98,76.0,,0.76,74.48
2016-05-14,59,76.0,,0.76,44.84
2016-05-15,49,76.0,,0.76,37.24
2016-05-16,89,76.0,,0.76,67.64
2016-05-17,84,76.0,,0.76,63.84
2016-05-18,84,76.0,,0.76,63.84
2016-05-19,66,76.0,,0.76,50.160000000000004
2016-05-20,95,76.0,,0.76,72.2
2016-05-21,71,76.0,,0.76,53.96
2016-05-22,35,76.0,,0.76,26.6
2016-05-23,86,76.0,,0.76,65.36
2016-05-24,92,76.0,,0.76,69.92
2016-05-25,76,76.0,,0.76,57.76
2016-05-26,81,76.0,,0.76,61.56
2016-05-27,100,76.0,,0.76,76.0
2016-05-28,64,76.0,,0.76,48.64
2016-05-29,32,76.0,,0.76,24.32
2016-05-30,44,76.0,,0.76,33.44
2016-05-31,94,76.0,,0.76,71.44
2016-06-01,93,81.0,False,0.81,75.33
2016-06-02,86,81.0,,0.81,69.66000000000001
2016-06-03,89,81.0,,0.81,72.09
2016-06-04,56,81.0,,0.81,45.36
2016-06-05,38,81.0,,0.81,30.78
2016-06-06,85,81.0,,0.81,68.85000000000001
2016-06-07,82,81.0,,0.81,66.42
2016-06-08,74,81.0,,0.81,59.940000000000005
2016-06-09,86,81.0,,0.81,69.66000000000001
2016-06-10,81,81.0,,0.81,65.61
2016-06-11,56,81.0,,0.81,45.36
2016-06-12,39,81.0,,0.81,31.590000000000003
2016-06-13,84,81.0,,0.81,68.04
2016-06-14,76,81.0,,0.81,61.56
2016-06-15,75,81.0,,0.81,60.75000000000001
2016-06-16,72,81.0,,0.81,58.32000000000001
2016-06-17,92,81.0,,0.81,74.52000000000001
2016-06-18,56,81.0,,0.81,45.36
2016-06-19,33,81.0,,0.81,26.73
2016-06-20,82,81.0,,0.81,66.42
2016-06-21,79,81.0,,0.81,63.99
2016-06-22,78,81.0,,0.81,63.18000000000001
2016-06-23,71,81.0,,0.81,57.510000000000005
2016-06-24,75,81.0,,0.81,60.75000000000001
2016-06-25,62,81.0,,0.81,50.220000000000006
2016-06-26,42,81.0,,0.81,34.02
2016-06-27,100,81.0,,0.81,81.0
2016-06-28,72,81.0,,0.81,58.32000000000001
2016-06-29,75,81.0,,0.81,60.75000000000001
2016-06-30,88,81.0,,0.81,71.28
2016-07-01,100,80.0,False,0.8,80.0
2016-07-02,57,80.0,,0.8,45.6
2016-07-03,36,80.0,,0.8,28.8
2016-07-04,43,80.0,,0.8,34.4
2016-07-05,81,80.0,,0.8,64.8
2016-07-06,78,80.0,,0.8,62.400000000000006
2016-07-07,75,80.0,,0.8,60.0
2016-07-08,72,80.0,,0.8,57.6
2016-07-09,52,80.0,,0.8,41.6
2016-07-10,39,80.0,,0.8,31.200000000000003
2016-07-11,75,80.0,,0.8,60.0
2016-07-12,75,80.0,,0.8,60.0
2016-07-13,72,80.0,,0.8,57.6
2016-07-14,58,80.0,,0.8,46.400000000000006
2016-07-15,84,80.0,,0.8,67.2
2016-07-16,58,80.0,,0.8,46.400000000000006
2016-07-17,35,80.0,,0.8,28.0
2016-07-18,68,80.0,,0.8,54.400000000000006
2016-07-19,77,80.0,,0.8,61.6
2016-07-20,69,80.0,,0.8,55.2
2016-07-21,65,80.0,,0.8,52.0
2016-07-22,72,80.0,,0.8,57.6
2016-07-23,54,80.0,,0.8,43.2
2016-07-24,38,80.0,,0.8,30.400000000000002
2016-07-25,68,80.0,,0.8,54.400000000000006
2016-07-26,74,80.0,,0.8,59.2
2016-07-27,65,80.0,,0.8,52.0
2016-07-28,66,80.0,,0.8,52.800000000000004
2016-07-29,82,80.0,,0.8,65.60000000000001
2016-07-30,51,80.0,,0.8,40.800000000000004
2016-07-31,33,80.0,,0.8,26.400000000000002
2016-08-01,94,80.0,False,0.8,75.2
2016-08-02,83,80.0,,0.8,66.4
2016-08-03,83,80.0,,0.8,66.4
2016-08-04,87,80.0,,0.8,69.60000000000001
2016-08-05,100,80.0,,0.8,80.0
2016-08-06,62,80.0,,0.8,49.6
2016-08-07,40,80.0,,0.8,32.0
2016-08-08,97,80.0,,0.8,77.60000000000001
2016-08-09,69,80.0,,0.8,55.2
2016-08-10,76,80.0,,0.8,60.800000000000004
2016-08-11,79,80.0,,0.8,63.2
2016-08-12,97,80.0,,0.8,77.60000000000001
2016-08-13,55,80.0,,0.8,44.0
2016-08-14,32,80.0,,0.8,25.6
2016-08-15,81,80.0,,0.8,64.8
2016-08-16,61,80.0,,0.8,48.800000000000004
2016-08-17,76,80.0,,0.8,60.800000000000004
2016-08-18,71,80.0,,0.8,56.800000000000004
2016-08-19,98,80.0,,0.8,78.4
2016-08-20,50,80.0,,0.8,40.0
2016-08-21,44,80.0,,0.8,35.2
2016-08-22,94,80.0,,0.8,75.2
2016-08-23,64,80.0,,0.8,51.2
2016-08-24,84,80.0,,0.8,67.2
2016-08-25,82,80.0,,0.8,65.60000000000001
2016-08-26,91,80.0,,0.8,72.8
2016-08-27,60,80.0,,0.8,48.0
2016-08-28,46,80.0,,0.8,36.800000000000004
2016-08-29,75,80.0,,0.8,60.0
2016-08-30,75,80.0,,0.8,60.0
2016-08-31,77,80.0,,0.8,61.6
2016-09-01,87,75.0,False,0.75,65.25
2016-09-02,96,75.0,,0.75,72.0
2016-09-03,55,75.0,,0.75,41.25
2016-09-04,40,75.0,,0.75,30.0
2016-09-05,52,75.0,,0.75,39.0
2016-09-06,87,75.0,,0.75,65.25
2016-09-07,83,75.0,,0.75,62.25
2016-09-08,79,75.0,,0.75,59.25
2016-09-09,87,75.0,,0.75,65.25
2016-09-10,62,75.0,,0.75,46.5
2016-09-11,35,75.0,,0.75,26.25
2016-09-12,72,75.0,,0.75,54.0
2016-09-13,77,75.0,,0.75,57.75
2016-09-14,76,75.0,,0.75,57.0
2016-09-15,72,75.0,,0.75,54.0
2016-09-16,92,75.0,,0.75,69.0
2016-09-17,59,75.0,,0.75,44.25
2016-09-18,39,75.0,,0.75,29.25
2016-09-19,77,75.0,,0.75,57.75
2016-09-20,83,75.0,,0.75,62.25
2016-09-21,76,75.0,,0.75,57.0
2016-09-22,76,75.0,,0.75,57.0
2016-09-23,85,75.0,,0.75,63.75
2016-09-24,58,75.0,,0.75,43.5
2016-09-25,36,75.0,,0.75,27.0
2016-09-26,68,75.0,,0.75,51.0
2016-09-27,67,75.0,,0.75,50.25
2016-09-28,76,75.0,,0.75,57.0
2016-09-29,77,75.0,,0.75,57.75
2016-09-30,100,75.0,,0.75,75.0
2016-10-01,68,72.0,False,0.72,48.96
2016-10-02,34,72.0,,0.72,24.48
2016-10-03,96,72.0,,0.72,69.12
2016-10-04,80,72.0,,0.72,57.599999999999994
2016-10-05,80,72.0,,0.72,57.599999999999994
2016-10-06,81,72.0,,0.72,58.32
2016-10-07,96,72.0,,0.72,69.12
2016-10-08,62,72.0,,0.72,44.64
2016-10-09,33,72.0,,0.72,23.759999999999998
2016-10-10,85,72.0,,0.72,61.199999999999996
2016-10-11,98,72.0,,0.72,70.56
2016-10-12,90,72.0,,0.72,64.8
2016-10-13,81,72.0,,0.72,58.32
2016-10-14,100,72.0,,0.72,72.0
2016-10-15,60,72.0,,0.72,43.199999999999996
2016-10-16,37,72.0,,0.72,26.64
2016-10-17,78,72.0,,0.72,56.16
2016-10-18,78,72.0,,0.72,56.16
2016-10-19,84,72.0,,0.72,60.48
2016-10-20,72,72.0,,0.72,51.839999999999996
2016-10-21,86,72.0,,0.72,61.919999999999995
2016-10-22,68,72.0,,0.72,48.96
2016-10-23,36,72.0,,0.72,25.919999999999998
2016-10-24,84,72.0,,0.72,60.48
2016-10-25,71,72.0,,0.72,51.12
2016-10-26,76,72.0,,0.72,54.72
2016-10-27,81,72.0,,0.72,58.32
2016-10-28,91,72.0,,0.72,65.52
2016-10-29,61,72.0,,0.72,43.92
2016-10-30,40,72.0,,0.72,28.799999999999997
2016-10-31,83,72.0,,0.72,59.76
2016-11-01,98,72.0,False,0.72,70.56
2016-11-02,77,72.0,,0.72,55.44
2016-11-03,77,72.0,,0.72,55.44
2016-11-04,92,72.0,,0.72,66.24
2016-11-05,64,72.0,,0.72,46.08
2016-11-06,35,72.0,,0.72,25.2
2016-11-07,84,72.0,,0.72,60.48
2016-11-08,68,72.0,,0.72,48.96
2016-11-09,61,72.0,,0.72,43.92
2016-11-10,96,72.0,,0.72,69.12
2016-11-11,92,72.0,,0.72,66.24
2016-11-12,72,72.0,,0.72,51.839999999999996
2016-11-13,37,72.0,,0.72,26.64
2016-11-14,84,72.0,,0.72,60.48
2016-11-15,87,72.0,,0.72,62.64
2016-11-16,79,72.0,,0.72,56.879999999999995
2016-11-17,78,72.0,,0.72,56.16
2016-11-18,90,72.0,,0.72,64.8
2016-11-19,59,72.0,,0.72,42.48
2016-11-20,45,72.0,,0.72,32.4
2016-11-21,100,72.0,,0.72,72.0
2016-11-22,82,72.0,,0.72,59.04
2016-11-23,99,72.0,,0.72,71.28
2016-11-24,38,72.0,,0.72,27.36
2016-11-25,84,72.0,,0.72,60.48
2016-11-26,56,72.0,,0.72,40.32
2016-11-27,31,72.0,,0.72,22.32
2016-11-28,81,72.0,,0.72,58.32
2016-11-29,81,72.0,,0.72,58.32
2016-11-30,77,72.0,,0.72,55.44
2016-12-01,84,76.0,False,0.76,63.84
2016-12-02,84,76.0,,0.76,63.84
2016-12-03,60,76.0,,0.76,45.6
2016-12-04,42,76.0,,0.76,31.92
2016-12-05,76,76.0,,0.76,57.76
2016-12-06,76,76.0,,0.76,57.76
2016-12-07,80,76.0,,0.76,60.8
2016-12-08,75,76.0,,0.76,57.0
2016-12-09,75,76.0,,0.76,57.0
2016-12-10,56,76.0,,0.76,42.56
2016-12-11,41,76.0,,0.76,31.16
2016-12-12,80,76.0,,0.76,60.8
2016-12-13,73,76.0,,0.76,55.480000000000004
2016-12-14,74,76.0,,0.76,56.24
2016-12-15,78,76.0,,0.76,59.28
2016-12-16,86,76.0,,0.76,65.36
2016-12-17,55,76.0,,0.76,41.8
2016-12-18,37,76.0,,0.76,28.12
2016-12-19,83,76.0,,0.76,63.08
2016-12-20,83,76.0,,0.76,63.08
2016-12-21,75,76.0,,0.76,57.0
2016-12-22,97,76.0,,0.76,73.72
2016-12-23,87,76.0,,0.76,66.12
2016-12-24,47,76.0,,0.76,35.72
2016-12-25,22,76.0,,0.76,16.72
2016-12-26,78,76.0,,0.76,59.28
2016-12-27,85,76.0,,0.76,64.6
2016-12-28,79,76.0,,0.76,60.04
2016-12-29,79,76.0,,0.76,60.04
2016-12-30,100,76.0,,0.76,76.0
2016-12-31,63,76.0,,0.76,47.88
2017-01-01,42,70.0,False,0.7,29.4
2017-01-02,80,70.0,,0.7,56.0
2017-01-03,100,70.0,,0.7,70.0
2017-01-04,90,70.0,,0.7,62.99999999999999
2017-01-05,89,70.0,,0.7,62.3
2017-01-06,96,70.0,,0.7,67.19999999999999
2017-01-07,66,70.0,,0.7,46.199999999999996
2017-01-08,43,70.0,,0.7,30.099999999999998
2017-01-09,90,70.0,,0.7,62.99999999999999
2017-01-10,69,70.0,,0.7,48.3
2017-01-11,80,70.0,,0.7,56.0
2017-01-12,70,70.0,,0.7,49.0
2017-01-13,96,70.0,,0.7,67.19999999999999
2017-01-14,74,70.0,,0.7,51.8
2017-01-15,39,70.0,,0.7,27.299999999999997
2017-01-16,81,70.0,,0.7,56.699999999999996
2017-01-17,96,70.0,,0.7,67.19999999999999
2017-01-18,78,70.0,,0.7,54.599999999999994
2017-01-19,78,70.0,,0.7,54.599999999999994
2017-01-20,91,70.0,,0.7,63.699999999999996
2017-01-21,64,70.0,,0.7,44.8
2017-01-22,33,70.0,,0.7,23.099999999999998
2017-01-23,86,70.0,,0.7,60.199999999999996
2017-01-24,82,70.0,,0.7,57.4
2017-01-25,81,70.0,,0.7,56.699999999999996
2017-01-26,82,70.0,,0.7,57.4
2017-01-27,91,70.0,,0.7,63.699999999999996
2017-01-28,66,70.0,,0.7,46.199999999999996
2017-01-29,40,70.0,,0.7,28.0
2017-01-30,85,70.0,,0.7,59.49999999999999
2017-01-31,80,70.0,,0.7,56.0
2017-02-01,89,74.0,False,0.74,65.86
2017-02-02,84,74.0,,0.74,62.16
2017-02-03,91,74.0,,0.74,67.34
2017-02-04,62,74.0,,0.74,45.88
2017-02-05,43,74.0,,0.74,31.82
2017-02-06,79,74.0,,0.74,58.46
2017-02-07,65,74.0,,0.74,48.1
2017-02-08,79,74.0,,0.74,58.46
2017-02-09,83,74.0,,0.74,61.42
2017-02-10,86,74.0,,0.74,63.64
2017-02-11,58,74.0,,0.74,42.92
2017-02-12,47,74.0,,0.74,34.78
2017-02-13,80,74.0,,0.74,59.2
2017-02-14,76,74.0,,0.74,56.24
2017-02-15,88,74.0,,0.74,65.12
2017-02-16,79,74.0,,0.74,58.46
2017-02-17,93,74.0,,0.74,68.82
2017-02-18,60,74.0,,0.74,44.4
2017-02-19,43,74.0,,0.74,31.82
2017-02-20,78,74.0,,0.74,57.72
2017-02-21,87,74.0,,0.74,64.38
2017-02-22,89,74.0,,0.74,65.86
2017-02-23,100,74.0,,0.74,74.0
2017-02-24,92,74.0,,0.74,68.08
2017-02-25,70,74.0,,0.74,51.8
2017-02-26,41,74.0,,0.74,30.34
2017-02-27,78,74.0,,0.74,57.72
2017-02-28,83,74.0,,0.74,61.42
2017-03-01,96,69.0,False,0.69,66.24
2017-03-02,91,69.0,,0.69,62.78999999999999
2017-03-03,98,69.0,,0.69,67.61999999999999
2017-03-04,68,69.0,,0.69,46.919999999999995
2017-03-05,41,69.0,,0.69,28.29
2017-03-06,82,69.0,,0.69,56.58
2017-03-07,91,69.0,,0.69,62.78999999999999
2017-03-08,75,69.0,,0.69,51.74999999999999
2017-03-09,85,69.0,,0.69,58.65
2017-03-10,90,69.0,,0.69,62.099999999999994
2017-03-11,69,69.0,,0.69,47.61
2017-03-12,45,69.0,,0.69,31.049999999999997
2017-03-13,79,69.0,,0.69,54.51
2017-03-14,65,69.0,,0.69,44.849999999999994
2017-03-15,76,69.0,,0.69,52.44
2017-03-16,80,69.0,,0.69,55.199999999999996
2017-03-17,85,69.0,,0.69,58.65
2017-03-18,53,69.0,,0.69,36.57
2017-03-19,35,69.0,,0.69,24.15
2017-03-20,85,69.0,,0.69,58.65
2017-03-21,74,69.0,,0.69,51.059999999999995
2017-03-22,83,69.0,,0.69,57.269999999999996
2017-03-23,77,69.0,,0.69,53.129999999999995
2017-03-24,80,69.0,,0.69,55.199999999999996
2017-03-25,61,69.0,,0.69,42.089999999999996
2017-03-26,39,69.0,,0.69,26.909999999999997
2017-03-27,84,69.0,,0.69,57.959999999999994
2017-03-28,81,69.0,,0.69,55.88999999999999
2017-03-29,80,69.0,,0.69,55.199999999999996
2017-03-30,83,69.0,,0.69,57.269999999999996
2017-03-31,100,69.0,,0.69,69.0
2017-04-01,60,70.0,False,0.7,42.0
2017-04-02,32,70.0,,0.7,22.4
2017-04-03,84,70.0,,0.7,58.8
2017-04-04,65,70.0,,0.7,45.5
2017-04-05,69,70.0,,0.7,48.3
2017-04-06,66,70.0,,0.7,46.199999999999996
2017-04-07,72,70.0,,0.7,50.4
2017-04-08,55,70.0,,0.7,38.5
2017-04-09,35,70.0,,0.7,24.5
2017-04-10,76,70.0,,0.7,53.199999999999996
2017-04-11,72,70.0,,0.7,50.4
2017-04-12,71,70.0,,0.7,49.699999999999996
2017-04-13,84,70.0,,0.7,58.8
2017-04-14,100,70.0,,0.7,70.0
2017-04-15,48,70.0,,0.7,33.599999999999994
2017-04-16,32,70.0,,0.7,22.4
2017-04-17,85,70.0,,0.7,59.49999999999999
2017-04-18,76,70.0,,0.7,53.199999999999996
2017-04-19,65,70.0,,0.7,45.5
2017-04-20,68,70.0,,0.7,47.599999999999994
2017-04-21,76,70.0,,0.7,53.199999999999996
2017-04-22,57,70.0,,0.7,39.9
2017-04-23,39,70.0,,0.7,27.299999999999997
2017-04-24,74,70.0,,0.7,51.8
2017-04-25,71,70.0,,0.7,49.699999999999996
2017-04-26,75,70.0,,0.7,52.5
2017-04-27,65,70.0,,0.7,45.5
2017-04-28,80,70.0,,0.7,56.0
2017-04-29,58,70.0,,0.7,40.599999999999994
2017-04-30,39,70.0,,0.7,27.299999999999997
2017-05-01,88,72.0,False,0.72,63.36
2017-05-02,63,72.0,,0.72,45.36
2017-05-03,60,72.0,,0.72,43.199999999999996
2017-05-04,73,72.0,,0.72,52.559999999999995
2017-05-05,73,72.0,,0.72,52.559999999999995
2017-05-06,56,72.0,,0.72,40.32
2017-05-07,34,72.0,,0.72,24.48
2017-05-08,69,72.0,,0.72,49.68
2017-05-09,61,72.0,,0.72,43.92
2017-05-10,74,72.0,,0.72,53.28
2017-05-11,60,72.0,,0.72,43.199999999999996
2017-05-12,72,72.0,,0.72,51.839999999999996
2017-05-13,50,72.0,,0.72,36.0
2017-05-14,34,72.0,,0.72,24.48
2017-05-15,97,72.0,,0.72,69.84
2017-05-16,76,72.0,,0.72,54.72
2017-05-17,72,72.0,,0.72,51.839999999999996
2017-05-18,63,72.0,,0.72,45.36
2017-05-19,79,72.0,,0.72,56.879999999999995
2017-05-20,58,72.0,,0.72,41.76
2017-05-21,32,72.0,,0.72,23.04
2017-05-22,66,72.0,,0.72,47.519999999999996
2017-05-23,59,72.0,,0.72,42.48
2017-05-24,69,72.0,,0.72,49.68
2017-05-25,74,72.0,,0.72,53.28
2017-05-26,100,72.0,,0.72,72.0
2017-05-27,44,72.0,,0.72,31.68
2017-05-28,26,72.0,,0.72,18.72
2017-05-29,35,72.0,,0.72,25.2
2017-05-30,82,72.0,,0.72,59.04
2017-05-31,79,72.0,,0.72,56.879999999999995
2017-06-01,77,77.0,False,0.77,59.29
2017-06-02,91,77.0,,0.77,70.07000000000001
2017-06-03,56,77.0,,0.77,43.120000000000005
2017-06-04,33,77.0,,0.77,25.41
2017-06-05,85,77.0,,0.77,65.45
2017-06-06,71,77.0,,0.77,54.67
2017-06-07,76,77.0,,0.77,58.52
2017-06-08,71,77.0,,0.77,54.67
2017-06-09,84,77.0,,0.77,64.68
2017-06-10,53,77.0,,0.77,40.81
2017-06-11,39,77.0,,0.77,30.03
2017-06-12,76,77.0,,0.77,58.52
2017-06-13,78,77.0,,0.77,60.06
2017-06-14,72,77.0,,0.77,55.44
2017-06-15,80,77.0,,0.77,61.6
2017-06-16,86,77.0,,0.77,66.22
2017-06-17,56,77.0,,0.77,43.120000000000005
2017-06-18,38,77.0,,0.77,29.26
2017-06-19,80,77.0,,0.77,61.6
2017-06-20,75,77.0,,0.77,57.75
2017-06-21,79,77.0,,0.77,60.83
2017-06-22,73,77.0,,0.77,56.21
2017-06-23,92,77.0,,0.77,70.84
2017-06-24,55,77.0,,0.77,42.35
2017-06-25,37,77.0,,0.77,28.490000000000002
2017-06-26,78,77.0,,0.77,60.06
2017-06-27,75,77.0,,0.77,57.75
2017-06-28,80,77.0,,0.77,61.6
2017-06-29,87,77.0,,0.77,66.99
2017-06-30,100,77.0,,0.77,77.0
2017-07-01,62,79.0,False,0.79,48.980000000000004
2017-07-02,40,79.0,,0.79,31.6
2017-07-03,92,79.0,,0.79,72.68
2017-07-04,49,79.0,,0.79,38.71
2017-07-05,91,79.0,,0.79,71.89
2017-07-06,87,79.0,,0.79,68.73
2017-07-07,92,79.0,,0.79,72.68
2017-07-08,61,79.0,,0.79,48.190000000000005
2017-07-09,34,79.0,,0.79,26.86
2017-07-10,92,79.0,,0.79,72.68
2017-07-11,70,79.0,,0.79,55.300000000000004
2017-07-12,79,79.0,,0.79,62.410000000000004
2017-07-13,72,79.0,,0.79,56.88
2017-07-14,88,79.0,,0.79,69.52000000000001
2017-07-15,56,79.0,,0.79,44.24
2017-07-16,37,79.0,,0.79,29.23
2017-07-17,87,79.0,,0.79,68.73
2017-07-18,70,79.0,,0.79,55.300000000000004
2017-07-19,70,79.0,,0.79,55.300000000000004
2017-07-20,72,79.0,,0.79,56.88
2017-07-21,77,79.0,,0.79,60.830000000000005
2017-07-22,52,79.0,,0.79,41.08
2017-07-23,30,79.0,,0.79,23.700000000000003
2017-07-24,82,79.0,,0.79,64.78
2017-07-25,77,79.0,,0.79,60.830000000000005
2017-07-26,80,79.0,,0.79,63.2
2017-07-27,83,79.0,,0.79,65.57000000000001
2017-07-28,89,79.0,,0.79,70.31
2017-07-29,63,79.0,,0.79,49.77
2017-07-30,45,79.0,,0.79,35.550000000000004
2017-07-31,100,79.0,,0.79,79.0
2017-08-01,100,78.0,False,0.78,78.0
2017-08-02,79,78.0,,0.78,61.620000000000005
2017-08-03,84,78.0,,0.78,65.52
2017-08-04,86,78.0,,0.78,67.08
2017-08-05,63,78.0,,0.78,49.14
2017-08-06,38,78.0,,0.78,29.64
2017-08-07,79,78.0,,0.78,61.620000000000005
2017-08-08,73,78.0,,0.78,56.940000000000005
2017-08-09,79,78.0,,0.78,61.620000000000005
2017-08-10,74,78.0,,0.78,57.72
2017-08-11,86,78.0,,0.78,67.08
2017-08-12,45,78.0,,0.78,35.1
2017-08-13,33,78.0,,0.78,25.740000000000002
2017-08-14,84,78.0,,0.78,65.52
2017-08-15,85,78.0,,0.78,66.3
2017-08-16,79,78.0,,0.78,61.620000000000005
2017-08-17,67,78.0,,0.78,52.260000000000005
2017-08-18,76,78.0,,0.78,59.28
2017-08-19,53,78.0,,0.78,41.34
2017-08-20,30,78.0,,0.78,23.400000000000002
2017-08-21,73,78.0,,0.78,56.940000000000005
2017-08-22,72,78.0,,0.78,56.160000000000004
2017-08-23,82,78.0,,0.78,63.96
2017-08-24,77,78.0,,0.78,60.06
2017-08-25,86,78.0,,0.78,67.08
2017-08-26,60,78.0,,0.78,46.800000000000004
2017-08-27,27,78.0,,0.78,21.060000000000002
2017-08-28,74,78.0,,0.78,57.72
2017-08-29,71,78.0,,0.78,55.38
2017-08-30,76,78.0,,0.78,59.28
2017-08-31,82,78.0,,0.78,63.96
2017-09-01,100,75.0,False,0.75,75.0
2017-09-02,62,75.0,,0.75,46.5
2017-09-03,35,75.0,,0.75,26.25
2017-09-04,39,75.0,,0.75,29.25
2017-09-05,79,75.0,,0.75,59.25
2017-09-06,84,75.0,,0.75,63.0
2017-09-07,72,75.0,,0.75,54.0
2017-09-08,81,75.0,,0.75,60.75
2017-09-09,67,75.0,,0.75,50.25
2017-09-10,34,75.0,,0.75,25.5
2017-09-11,74,75.0,,0.75,55.5
2017-09-12,76,75.0,,0.75,57.0
2017-09-13,73,75.0,,0.75,54.75
2017-09-14,76,75.0,,0.75,57.0
2017-09-15,92,75.0,,0.75,69.0
2017-09-16,53,75.0,,0.75,39.75
2017-09-17,43,75.0,,0.75,32.25
2017-09-18,78,75.0,,0.75,58.5
2017-09-19,72,75.0,,0.75,54.0
2017-09-20,67,75.0,,0.75,50.25
2017-09-21,78,75.0,,0.75,58.5
2017-09-22,84,75.0,,0.75,63.0
2017-09-23,58,75.0,,0.75,43.5
2017-09-24,39,75.0,,0.75,29.25
2017-09-25,90,75.0,,0.75,67.5
2017-09-26,73,75.0,,0.75,54.75
2017-09-27,75,75.0,,0.75,56.25
2017-09-28,84,75.0,,0.75,63.0
2017-09-29,88,75.0,,0.75,66.0
2017-09-30,72,75.0,,0.75,54.0
2017-10-01,48,72.0,False,0.72,34.56
2017-10-02,90,72.0,,0.72,64.8
2017-10-03,78,72.0,,0.72,56.16
2017-10-04,81,72.0,,0.72,58.32
2017-10-05,92,72.0,,0.72,66.24
2017-10-06,91,72.0,,0.72,65.52
2017-10-07,50,72.0,,0.72,36.0
2017-10-08,43,72.0,,0.72,30.959999999999997
2017-10-09,78,72.0,,0.72,56.16
2017-10-10,91,72.0,,0.72,65.52
2017-10-11,80,72.0,,0.72,57.599999999999994
2017-10-12,80,72.0,,0.72,57.599999999999994
2017-10-13,92,72.0,,0.72,66.24
2017-10-14,69,72.0,,0.72,49.68
2017-10-15,41,72.0,,0.72,29.52
2017-10-16,82,72.0,,0.72,59.04
2017-10-17,84,72.0,,0.72,60.48
2017-10-18,81,72.0,,0.72,58.32
2017-10-19,80,72.0,,0.72,57.599999999999994
2017-10-20,100,72.0,,0.72,72.0
2017-10-21,63,72.0,,0.72,45.36
2017-10-22,33,72.0,,0.72,23.759999999999998
2017-10-23,85,72.0,,0.72,61.199999999999996
2017-10-24,85,72.0,,0.72,61.199999999999996
2017-10-25,75,72.0,,0.72,54.0
2017-10-26,81,72.0,,0.72,58.32
2017-10-27,94,72.0,,0.72,67.67999999999999
2017-10-28,63,72.0,,0.72,45.36
2017-10-29,40,72.0,,0.72,28.799999999999997
2017-10-30,79,72.0,,0.72,56.879999999999995
2017-10-31,72,72.0,,0.72,51.839999999999996
2017-11-01,73,75.0,False,0.75,54.75
2017-11-02,82,75.0,,0.75,61.5
2017-11-03,81,75.0,,0.75,60.75
2017-11-04,45,75.0,,0.75,33.75
2017-11-05,32,75.0,,0.75,24.0
2017-11-06,79,75.0,,0.75,59.25
2017-11-07,73,75.0,,0.75,54.75
2017-11-08,70,75.0,,0.75,52.5
2017-11-09,71,75.0,,0.75,53.25
2017-11-10,100,75.0,,0.75,75.0
2017-11-11,52,75.0,,0.75,39.0
2017-11-12,41,75.0,,0.75,30.75
2017-11-13,87,75.0,,0.75,65.25
2017-11-14,67,75.0,,0.75,50.25
2017-11-15,77,75.0,,0.75,57.75
2017-11-16,86,75.0,,0.75,64.5
2017-11-17,90,75.0,,0.75,67.5
2017-11-18,55,75.0,,0.75,41.25
2017-11-19,35,75.0,,0.75,26.25
2017-11-20,86,75.0,,0.75,64.5
2017-11-21,81,75.0,,0.75,60.75
2017-11-22,80,75.0,,0.75,60.0
2017-11-23,34,75.0,,0.75,25.5
2017-11-24,86,75.0,,0.75,64.5
2017-11-25,56,75.0,,0.75,42.0
2017-11-26,37,75.0,,0.75,27.75
2017-11-27,69,75.0,,0.75,51.75
2017-11-28,89,75.0,,0.75,66.75
2017-11-29,66,75.0,,0.75,49.5
2017-11-30,73,75.0,,0.75,54.75
2017-12-01,95,77.0,False,0.77,73.15
2017-12-02,67,77.0,,0.77,51.59
2017-12-03,39,77.0,,0.77,30.03
2017-12-04,96,77.0,,0.77,73.92
2017-12-05,84,77.0,,0.77,64.68
2017-12-06,75,77.0,,0.77,57.75
2017-12-07,87,77.0,,0.77,66.99
2017-12-08,87,77.0,,0.77,66.99
2017-12-09,63,77.0,,0.77,48.51
2017-12-10,43,77.0,,0.77,33.11
2017-12-11,87,77.0,,0.77,66.99
2017-12-12,79,77.0,,0.77,60.83
2017-12-13,85,77.0,,0.77,65.45
2017-12-14,89,77.0,,0.77,68.53
2017-12-15,99,77.0,,0.77,76.23
2017-12-16,76,77.0,,0.77,58.52
2017-12-17,44,77.0,,0.77,33.88
2017-12-18,85,77.0,,0.77,65.45
2017-12-19,74,77.0,,0.77,56.980000000000004
2017-12-20,90,77.0,,0.77,69.3
2017-12-21,77,77.0,,0.77,59.29
2017-12-22,100,77.0,,0.77,77.0
2017-12-23,79,77.0,,0.77,60.83
