date,DEFAULT_unscaled,DEFAULT_monthly,isPartial,scale,DEFAULT
2006-08-25,70,68.0,,0.68,47.6
2006-08-26,41,68.0,,0.68,27.880000000000003
2006-08-27,59,68.0,,0.68,40.120000000000005
2006-08-28,67,68.0,,0.68,45.56
2006-08-29,69,68.0,,0.68,46.92
2006-08-30,96,68.0,,0.68,65.28
2006-08-31,80,68.0,,0.68,54.400000000000006
2006-09-01,74,62.0,False,0.62,45.88
2006-09-02,89,62.0,,0.62,55.18
2006-09-03,60,62.0,,0.62,37.2
2006-09-04,57,62.0,,0.62,35.339999999999996
2006-09-05,76,62.0,,0.62,47.12
2006-09-06,84,62.0,,0.62,52.08
2006-09-07,92,62.0,,0.62,57.04
2006-09-08,64,62.0,,0.62,39.68
2006-09-09,47,62.0,,0.62,29.14
2006-09-10,80,62.0,,0.62,49.6
2006-09-11,87,62.0,,0.62,53.94
2006-09-12,75,62.0,,0.62,46.5
2006-09-13,79,62.0,,0.62,48.98
2006-09-14,95,62.0,,0.62,58.9
2006-09-15,79,62.0,,0.62,48.98
2006-09-16,78,62.0,,0.62,48.36
2006-09-17,52,62.0,,0.62,32.24
2006-09-18,79,62.0,,0.62,48.98
2006-09-19,79,62.0,,0.62,48.98
2006-09-20,85,62.0,,0.62,52.7
2006-09-21,71,62.0,,0.62,44.02
2006-09-22,63,62.0,,0.62,39.06
2006-09-23,58,62.0,,0.62,35.96
2006-09-24,60,62.0,,0.62,37.2
2006-09-25,74,62.0,,0.62,45.88
2006-09-26,69,62.0,,0.62,42.78
2006-09-27,100,62.0,,0.62,62.0
2006-09-28,66,62.0,,0.62,40.92
2006-09-29,86,62.0,,0.62,53.32
2006-09-30,52,62.0,,0.62,32.24
2006-10-01,55,61.0,False,0.61,33.55
2006-10-02,75,61.0,,0.61,45.75
2006-10-03,78,61.0,,0.61,47.58
2006-10-04,75,61.0,,0.61,45.75
2006-10-05,69,61.0,,0.61,42.089999999999996
2006-10-06,72,61.0,,0.61,43.92
2006-10-07,59,61.0,,0.61,35.99
2006-10-08,73,61.0,,0.61,44.53
2006-10-09,57,61.0,,0.61,34.769999999999996
2006-10-10,79,61.0,,0.61,48.19
2006-10-11,95,61.0,,0.61,57.949999999999996
2006-10-12,72,61.0,,0.61,43.92
2006-10-13,62,61.0,,0.61,37.82
2006-10-14,67,61.0,,0.61,40.87
2006-10-15,62,61.0,,0.61,37.82
2006-10-16,64,61.0,,0.61,39.04
2006-10-17,92,61.0,,0.61,56.12
2006-10-18,68,61.0,,0.61,41.48
2006-10-19,85,61.0,,0.61,51.85
2006-10-20,63,61.0,,0.61,38.43
2006-10-21,85,61.0,,0.61,51.85
2006-10-22,55,61.0,,0.61,33.55
2006-10-23,66,61.0,,0.61,40.26
2006-10-24,95,61.0,,0.61,57.949999999999996
2006-10-25,100,61.0,,0.61,61.0
2006-10-26,60,61.0,,0.61,36.6
2006-10-27,86,61.0,,0.61,52.46
2006-10-28,64,61.0,,0.61,39.04
2006-10-29,39,61.0,,0.61,23.79
2006-10-30,80,61.0,,0.61,48.8
2006-10-31,64,61.0,,0.61,39.04
2006-11-01,100,59.0,False,0.59,59.0
2006-11-02,66,59.0,,0.59,38.94
2006-11-03,100,59.0,,0.59,59.0
2006-11-04,65,59.0,,0.59,38.35
2006-11-05,37,59.0,,0.59,21.83
2006-11-06,59,59.0,,0.59,34.809999999999995
2006-11-07,85,59.0,,0.59,50.15
2006-11-08,78,59.0,,0.59,46.019999999999996
2006-11-09,72,59.0,,0.59,42.48
2006-11-10,76,59.0,,0.59,44.839999999999996
2006-11-11,57,59.0,,0.59,33.629999999999995
2006-11-12,62,59.0,,0.59,36.58
2006-11-13,71,59.0,,0.59,41.89
2006-11-14,74,59.0,,0.59,43.66
2006-11-15,87,59.0,,0.59,51.33
2006-11-16,72,59.0,,0.59,42.48
2006-11-17,69,59.0,,0.59,40.71
2006-11-18,67,59.0,,0.59,39.53
2006-11-19,56,59.0,,0.59,33.04
2006-11-20,71,59.0,,0.59,41.89
2006-11-21,71,59.0,,0.59,41.89
2006-11-22,61,59.0,,0.59,35.989999999999995
2006-11-23,71,59.0,,0.59,41.89
2006-11-24,53,59.0,,0.59,31.27
2006-11-25,47,59.0,,0.59,27.729999999999997
2006-11-26,56,59.0,,0.59,33.04
2006-11-27,68,59.0,,0.59,40.12
2006-11-28,60,59.0,,0.59,35.4
2006-11-29,90,59.0,,0.59,53.099999999999994
2006-11-30,75,59.0,,0.59,44.25
2006-12-01,81,60.0,False,0.6,48.6
2006-12-02,66,60.0,,0.6,39.6
2006-12-03,65,60.0,,0.6,39.0
2006-12-04,80,60.0,,0.6,48.0
2006-12-05,62,60.0,,0.6,37.199999999999996
2006-12-06,65,60.0,,0.6,39.0
2006-12-07,58,60.0,,0.6,34.8
2006-12-08,71,60.0,,0.6,42.6
2006-12-09,79,60.0,,0.6,47.4
2006-12-10,57,60.0,,0.6,34.199999999999996
2006-12-11,58,60.0,,0.6,34.8
2006-12-12,87,60.0,,0.6,52.199999999999996
2006-12-13,68,60.0,,0.6,40.8
2006-12-14,83,60.0,,0.6,49.8
2006-12-15,80,60.0,,0.6,48.0
2006-12-16,57,60.0,,0.6,34.199999999999996
2006-12-17,52,60.0,,0.6,31.2
2006-12-18,88,60.0,,0.6,52.8
2006-12-19,77,60.0,,0.6,46.199999999999996
2006-12-20,71,60.0,,0.6,42.6
2006-12-21,95,60.0,,0.6,57.0
2006-12-22,89,60.0,,0.6,53.4
2006-12-23,81,60.0,,0.6,48.6
2006-12-24,64,60.0,,0.6,38.4
2006-12-25,100,60.0,,0.6,60.0
2006-12-26,58,60.0,,0.6,34.8
2006-12-27,84,60.0,,0.6,50.4
2006-12-28,80,60.0,,0.6,48.0
2006-12-29,73,60.0,,0.6,43.8
2006-12-30,62,60.0,,0.6,37.199999999999996
2006-12-31,71,60.0,,0.6,42.6
2007-01-01,73,67.0,False,0.67,48.910000000000004
2007-01-02,63,67.0,,0.67,42.21
2007-01-03,71,67.0,,0.67,47.57
2007-01-04,94,67.0,,0.67,62.980000000000004
2007-01-05,89,67.0,,0.67,59.63
2007-01-06,63,67.0,,0.67,42.21
2007-01-07,57,67.0,,0.67,38.190000000000005
2007-01-08,80,67.0,,0.67,53.6
2007-01-09,77,67.0,,0.67,51.59
2007-01-10,82,67.0,,0.67,54.940000000000005
2007-01-11,79,67.0,,0.67,52.93
2007-01-12,77,67.0,,0.67,51.59
2007-01-13,58,67.0,,0.67,38.86
2007-01-14,73,67.0,,0.67,48.910000000000004
2007-01-15,78,67.0,,0.67,52.260000000000005
2007-01-16,85,67.0,,0.67,56.95
2007-01-17,77,67.0,,0.67,51.59
2007-01-18,88,67.0,,0.67,58.96
2007-01-19,83,67.0,,0.67,55.61000000000001
2007-01-20,82,67.0,,0.67,54.940000000000005
2007-01-21,80,67.0,,0.67,53.6
2007-01-22,73,67.0,,0.67,48.910000000000004
2007-01-23,97,67.0,,0.67,64.99000000000001
2007-01-24,86,67.0,,0.67,57.620000000000005
2007-01-25,64,67.0,,0.67,42.88
2007-01-26,99,67.0,,0.67,66.33
2007-01-27,84,67.0,,0.67,56.28
2007-01-28,77,67.0,,0.67,51.59
2007-01-29,75,67.0,,0.67,50.25
2007-01-30,100,67.0,,0.67,67.0
2007-01-31,82,67.0,,0.67,54.940000000000005
2007-02-01,79,64.0,False,0.64,50.56
2007-02-02,74,64.0,,0.64,47.36
2007-02-03,79,64.0,,0.64,50.56
2007-02-04,69,64.0,,0.64,44.160000000000004
2007-02-05,77,64.0,,0.64,49.28
2007-02-06,81,64.0,,0.64,51.84
2007-02-07,76,64.0,,0.64,48.64
2007-02-08,92,64.0,,0.64,58.88
2007-02-09,95,64.0,,0.64,60.800000000000004
2007-02-10,87,64.0,,0.64,55.68
2007-02-11,66,64.0,,0.64,42.24
2007-02-12,81,64.0,,0.64,51.84
2007-02-13,79,64.0,,0.64,50.56
2007-02-14,80,64.0,,0.64,51.2
2007-02-15,81,64.0,,0.64,51.84
2007-02-16,100,64.0,,0.64,64.0
2007-02-17,93,64.0,,0.64,59.52
2007-02-18,50,64.0,,0.64,32.0
2007-02-19,66,64.0,,0.64,42.24
2007-02-20,91,64.0,,0.64,58.24
2007-02-21,97,64.0,,0.64,62.08
2007-02-22,77,64.0,,0.64,49.28
2007-02-23,85,64.0,,0.64,54.4
2007-02-24,90,64.0,,0.64,57.6
2007-02-25,74,64.0,,0.64,47.36
2007-02-26,81,64.0,,0.64,51.84
2007-02-27,71,64.0,,0.64,45.44
2007-02-28,97,64.0,,0.64,62.08
2007-03-01,93,64.0,False,0.64,59.52
2007-03-02,88,64.0,,0.64,56.32
2007-03-03,91,64.0,,0.64,58.24
2007-03-04,57,64.0,,0.64,36.480000000000004
2007-03-05,99,64.0,,0.64,63.36
2007-03-06,86,64.0,,0.64,55.04
2007-03-07,94,64.0,,0.64,60.160000000000004
2007-03-08,71,64.0,,0.64,45.44
2007-03-09,97,64.0,,0.64,62.08
2007-03-10,65,64.0,,0.64,41.6
2007-03-11,63,64.0,,0.64,40.32
2007-03-12,90,64.0,,0.64,57.6
2007-03-13,79,64.0,,0.64,50.56
2007-03-14,100,64.0,,0.64,64.0
2007-03-15,89,64.0,,0.64,56.96
2007-03-16,77,64.0,,0.64,49.28
2007-03-17,58,64.0,,0.64,37.12
2007-03-18,77,64.0,,0.64,49.28
2007-03-19,98,64.0,,0.64,62.72
2007-03-20,86,64.0,,0.64,55.04
2007-03-21,87,64.0,,0.64,55.68
2007-03-22,82,64.0,,0.64,52.480000000000004
2007-03-23,73,64.0,,0.64,46.72
2007-03-24,63,64.0,,0.64,40.32
2007-03-25,84,64.0,,0.64,53.76
2007-03-26,83,64.0,,0.64,53.120000000000005
2007-03-27,84,64.0,,0.64,53.76
2007-03-28,78,64.0,,0.64,49.92
2007-03-29,79,64.0,,0.64,50.56
2007-03-30,69,64.0,,0.64,44.160000000000004
2007-03-31,57,64.0,,0.64,36.480000000000004
2007-04-01,94,68.0,False,0.68,63.92
2007-04-02,80,68.0,,0.68,54.400000000000006
2007-04-03,70,68.0,,0.68,47.6
2007-04-04,95,68.0,,0.68,64.60000000000001
2007-04-05,76,68.0,,0.68,51.68000000000001
2007-04-06,83,68.0,,0.68,56.440000000000005
2007-04-07,70,68.0,,0.68,47.6
2007-04-08,67,68.0,,0.68,45.56
2007-04-09,75,68.0,,0.68,51.00000000000001
2007-04-10,79,68.0,,0.68,53.720000000000006
2007-04-11,75,68.0,,0.68,51.00000000000001
2007-04-12,95,68.0,,0.68,64.60000000000001
2007-04-13,82,68.0,,0.68,55.760000000000005
2007-04-14,66,68.0,,0.68,44.88
2007-04-15,81,68.0,,0.68,55.080000000000005
2007-04-16,73,68.0,,0.68,49.64
2007-04-17,81,68.0,,0.68,55.080000000000005
2007-04-18,94,68.0,,0.68,63.92
2007-04-19,97,68.0,,0.68,65.96000000000001
2007-04-20,92,68.0,,0.68,62.56
2007-04-21,87,68.0,,0.68,59.160000000000004
2007-04-22,79,68.0,,0.68,53.720000000000006
2007-04-23,77,68.0,,0.68,52.36000000000001
2007-04-24,100,68.0,,0.68,68.0
2007-04-25,77,68.0,,0.68,52.36000000000001
2007-04-26,79,68.0,,0.68,53.720000000000006
2007-04-27,82,68.0,,0.68,55.760000000000005
2007-04-28,55,68.0,,0.68,37.400000000000006
2007-04-29,56,68.0,,0.68,38.080000000000005
2007-04-30,88,68.0,,0.68,59.84
2007-05-01,68,70.0,False,0.7,47.599999999999994
2007-05-02,61,70.0,,0.7,42.699999999999996
2007-05-03,91,70.0,,0.7,63.699999999999996
2007-05-04,100,70.0,,0.7,70.0
2007-05-05,97,70.0,,0.7,67.89999999999999
2007-05-06,76,70.0,,0.7,53.199999999999996
2007-05-07,62,70.0,,0.7,43.4
2007-05-08,96,70.0,,0.7,67.19999999999999
2007-05-09,72,70.0,,0.7,50.4
2007-05-10,68,70.0,,0.7,47.599999999999994
2007-05-11,78,70.0,,0.7,54.599999999999994
2007-05-12,63,70.0,,0.7,44.099999999999994
2007-05-13,61,70.0,,0.7,42.699999999999996
2007-05-14,68,70.0,,0.7,47.599999999999994
2007-05-15,71,70.0,,0.7,49.699999999999996
2007-05-16,78,70.0,,0.7,54.599999999999994
2007-05-17,72,70.0,,0.7,50.4
2007-05-18,63,70.0,,0.7,44.099999999999994
2007-05-19,97,70.0,,0.7,67.89999999999999
2007-05-20,92,70.0,,0.7,64.39999999999999
2007-05-21,66,70.0,,0.7,46.199999999999996
2007-05-22,64,70.0,,0.7,44.8
2007-05-23,80,70.0,,0.7,56.0
2007-05-24,94,70.0,,0.7,65.8
2007-05-25,76,70.0,,0.7,53.199999999999996
2007-05-26,76,70.0,,0.7,53.199999999999996
2007-05-27,63,70.0,,0.7,44.099999999999994
2007-05-28,74,70.0,,0.7,51.8
2007-05-29,81,70.0,,0.7,56.699999999999996
2007-05-30,71,70.0,,0.7,49.699999999999996
2007-05-31,63,70.0,,0.7,44.099999999999994
2007-06-01,64,77.0,False,0.77,49.28
2007-06-02,58,77.0,,0.77,44.660000000000004
2007-06-03,71,77.0,,0.77,54.67
2007-06-04,71,77.0,,0.77,54.67
2007-06-05,92,77.0,,0.77,70.84
2007-06-06,86,77.0,,0.77,66.22
2007-06-07,83,77.0,,0.77,63.910000000000004
2007-06-08,76,77.0,,0.77,58.52
2007-06-09,82,77.0,,0.77,63.14
2007-06-10,89,77.0,,0.77,68.53
2007-06-11,71,77.0,,0.77,54.67
2007-06-12,86,77.0,,0.77,66.22
2007-06-13,88,77.0,,0.77,67.76
2007-06-14,89,77.0,,0.77,68.53
2007-06-15,87,77.0,,0.77,66.99
2007-06-16,68,77.0,,0.77,52.36
2007-06-17,77,77.0,,0.77,59.29
2007-06-18,74,77.0,,0.77,56.980000000000004
2007-06-19,80,77.0,,0.77,61.6
2007-06-20,100,77.0,,0.77,77.0
2007-06-21,81,77.0,,0.77,62.370000000000005
2007-06-22,87,77.0,,0.77,66.99
2007-06-23,70,77.0,,0.77,53.9
2007-06-24,86,77.0,,0.77,66.22
2007-06-25,92,77.0,,0.77,70.84
2007-06-26,86,77.0,,0.77,66.22
2007-06-27,77,77.0,,0.77,59.29
2007-06-28,84,77.0,,0.77,64.68
2007-06-29,70,77.0,,0.77,53.9
2007-06-30,73,77.0,,0.77,56.21
2007-07-01,68,84.0,False,0.84,57.12
2007-07-02,84,84.0,,0.84,70.56
2007-07-03,75,84.0,,0.84,63.0
2007-07-04,64,84.0,,0.84,53.76
2007-07-05,88,84.0,,0.84,73.92
2007-07-06,80,84.0,,0.84,67.2
2007-07-07,95,84.0,,0.84,79.8
2007-07-08,63,84.0,,0.84,52.919999999999995
2007-07-09,80,84.0,,0.84,67.2
2007-07-10,70,84.0,,0.84,58.8
2007-07-11,100,84.0,,0.84,84.0
2007-07-12,84,84.0,,0.84,70.56
2007-07-13,93,84.0,,0.84,78.11999999999999
2007-07-14,88,84.0,,0.84,73.92
2007-07-15,75,84.0,,0.84,63.0
2007-07-16,86,84.0,,0.84,72.24
2007-07-17,84,84.0,,0.84,70.56
2007-07-18,77,84.0,,0.84,64.67999999999999
2007-07-19,88,84.0,,0.84,73.92
2007-07-20,74,84.0,,0.84,62.16
2007-07-21,63,84.0,,0.84,52.919999999999995
2007-07-22,70,84.0,,0.84,58.8
2007-07-23,96,84.0,,0.84,80.64
2007-07-24,99,84.0,,0.84,83.16
2007-07-25,74,84.0,,0.84,62.16
2007-07-26,95,84.0,,0.84,79.8
2007-07-27,79,84.0,,0.84,66.36
2007-07-28,88,84.0,,0.84,73.92
2007-07-29,65,84.0,,0.84,54.6
2007-07-30,84,84.0,,0.84,70.56
2007-07-31,82,84.0,,0.84,68.88
2007-08-01,82,91.0,False,0.91,74.62
2007-08-02,82,91.0,,0.91,74.62
2007-08-03,88,91.0,,0.91,80.08
2007-08-04,57,91.0,,0.91,51.870000000000005
2007-08-05,70,91.0,,0.91,63.7
2007-08-06,78,91.0,,0.91,70.98
2007-08-07,80,91.0,,0.91,72.8
2007-08-08,73,91.0,,0.91,66.43
2007-08-09,84,91.0,,0.91,76.44
2007-08-10,77,91.0,,0.91,70.07000000000001
2007-08-11,66,91.0,,0.91,60.06
2007-08-12,70,91.0,,0.91,63.7
2007-08-13,70,91.0,,0.91,63.7
2007-08-14,82,91.0,,0.91,74.62
2007-08-15,66,91.0,,0.91,60.06
2007-08-16,85,91.0,,0.91,77.35000000000001
2007-08-17,83,91.0,,0.91,75.53
2007-08-18,77,91.0,,0.91,70.07000000000001
2007-08-19,45,91.0,,0.91,40.95
2007-08-20,71,91.0,,0.91,64.61
2007-08-21,78,91.0,,0.91,70.98
2007-08-22,71,91.0,,0.91,64.61
2007-08-23,100,91.0,,0.91,91.0
2007-08-24,76,91.0,,0.91,69.16
2007-08-25,75,91.0,,0.91,68.25
2007-08-26,76,91.0,,0.91,69.16
2007-08-27,63,91.0,,0.91,57.330000000000005
2007-08-28,69,91.0,,0.91,62.79
2007-08-29,70,91.0,,0.91,63.7
2007-08-30,72,91.0,,0.91,65.52
2007-08-31,82,91.0,,0.91,74.62
2007-09-01,100,80.0,False,0.8,80.0
2007-09-02,85,80.0,,0.8,68.0
2007-09-03,67,80.0,,0.8,53.6
2007-09-04,74,80.0,,0.8,59.2
2007-09-05,91,80.0,,0.8,72.8
2007-09-06,83,80.0,,0.8,66.4
2007-09-07,73,80.0,,0.8,58.400000000000006
2007-09-08,86,80.0,,0.8,68.8
2007-09-09,87,80.0,,0.8,69.60000000000001
2007-09-10,67,80.0,,0.8,53.6
2007-09-11,93,80.0,,0.8,74.4
2007-09-12,79,80.0,,0.8,63.2
2007-09-13,87,80.0,,0.8,69.60000000000001
2007-09-14,79,80.0,,0.8,63.2
2007-09-15,91,80.0,,0.8,72.8
2007-09-16,72,80.0,,0.8,57.6
2007-09-17,92,80.0,,0.8,73.60000000000001
2007-09-18,97,80.0,,0.8,77.60000000000001
2007-09-19,93,80.0,,0.8,74.4
2007-09-20,80,80.0,,0.8,64.0
2007-09-21,74,80.0,,0.8,59.2
2007-09-22,84,80.0,,0.8,67.2
2007-09-23,86,80.0,,0.8,68.8
2007-09-24,65,80.0,,0.8,52.0
2007-09-25,94,80.0,,0.8,75.2
2007-09-26,97,80.0,,0.8,77.60000000000001
2007-09-27,87,80.0,,0.8,69.60000000000001
2007-09-28,86,80.0,,0.8,68.8
2007-09-29,93,80.0,,0.8,74.4
2007-09-30,99,80.0,,0.8,79.2
2007-10-01,74,83.0,False,0.83,61.419999999999995
2007-10-02,93,83.0,,0.83,77.19
2007-10-03,86,83.0,,0.83,71.38
2007-10-04,71,83.0,,0.83,58.93
2007-10-05,69,83.0,,0.83,57.269999999999996
2007-10-06,93,83.0,,0.83,77.19
2007-10-07,98,83.0,,0.83,81.33999999999999
2007-10-08,80,83.0,,0.83,66.39999999999999
2007-10-09,74,83.0,,0.83,61.419999999999995
2007-10-10,73,83.0,,0.83,60.589999999999996
2007-10-11,87,83.0,,0.83,72.21
2007-10-12,68,83.0,,0.83,56.44
2007-10-13,100,83.0,,0.83,83.0
2007-10-14,95,83.0,,0.83,78.85
2007-10-15,72,83.0,,0.83,59.76
2007-10-16,66,83.0,,0.83,54.779999999999994
2007-10-17,75,83.0,,0.83,62.25
2007-10-18,81,83.0,,0.83,67.22999999999999
2007-10-19,78,83.0,,0.83,64.74
2007-10-20,89,83.0,,0.83,73.86999999999999
2007-10-21,91,83.0,,0.83,75.53
2007-10-22,86,83.0,,0.83,71.38
2007-10-23,69,83.0,,0.83,57.269999999999996
2007-10-24,82,83.0,,0.83,68.06
2007-10-25,76,83.0,,0.83,63.08
2007-10-26,77,83.0,,0.83,63.91
2007-10-27,71,83.0,,0.83,58.93
2007-10-28,79,83.0,,0.83,65.57
2007-10-29,73,83.0,,0.83,60.589999999999996
2007-10-30,92,83.0,,0.83,76.36
2007-10-31,78,83.0,,0.83,64.74
2007-11-01,73,83.0,False,0.83,60.589999999999996
2007-11-02,64,83.0,,0.83,53.12
2007-11-03,84,83.0,,0.83,69.72
2007-11-04,90,83.0,,0.83,74.7
2007-11-05,73,83.0,,0.83,60.589999999999996
2007-11-06,84,83.0,,0.83,69.72
2007-11-07,61,83.0,,0.83,50.629999999999995
2007-11-08,87,83.0,,0.83,72.21
2007-11-09,69,83.0,,0.83,57.269999999999996
2007-11-10,86,83.0,,0.83,71.38
2007-11-11,77,83.0,,0.83,63.91
2007-11-12,76,83.0,,0.83,63.08
2007-11-13,84,83.0,,0.83,69.72
2007-11-14,71,83.0,,0.83,58.93
2007-11-15,80,83.0,,0.83,66.39999999999999
2007-11-16,78,83.0,,0.83,64.74
2007-11-17,74,83.0,,0.83,61.419999999999995
2007-11-18,59,83.0,,0.83,48.97
2007-11-19,73,83.0,,0.83,60.589999999999996
2007-11-20,68,83.0,,0.83,56.44
2007-11-21,81,83.0,,0.83,67.22999999999999
2007-11-22,83,83.0,,0.83,68.89
2007-11-23,81,83.0,,0.83,67.22999999999999
2007-11-24,100,83.0,,0.83,83.0
2007-11-25,80,83.0,,0.83,66.39999999999999
2007-11-26,60,83.0,,0.83,49.8
2007-11-27,64,83.0,,0.83,53.12
2007-11-28,80,83.0,,0.83,66.39999999999999
2007-11-29,77,83.0,,0.83,63.91
2007-11-30,91,83.0,,0.83,75.53
2007-12-01,69,86.0,False,0.86,59.339999999999996
2007-12-02,76,86.0,,0.86,65.36
2007-12-03,66,86.0,,0.86,56.76
2007-12-04,67,86.0,,0.86,57.62
2007-12-05,74,86.0,,0.86,63.64
2007-12-06,77,86.0,,0.86,66.22
2007-12-07,58,86.0,,0.86,49.88
2007-12-08,66,86.0,,0.86,56.76
2007-12-09,56,86.0,,0.86,48.16
2007-12-10,68,86.0,,0.86,58.48
2007-12-11,71,86.0,,0.86,61.06
2007-12-12,64,86.0,,0.86,55.04
2007-12-13,77,86.0,,0.86,66.22
2007-12-14,61,86.0,,0.86,52.46
2007-12-15,66,86.0,,0.86,56.76
2007-12-16,91,86.0,,0.86,78.26
2007-12-17,70,86.0,,0.86,60.199999999999996
2007-12-18,80,86.0,,0.86,68.8
2007-12-19,75,86.0,,0.86,64.5
2007-12-20,68,86.0,,0.86,58.48
2007-12-21,72,86.0,,0.86,61.92
2007-12-22,80,86.0,,0.86,68.8
2007-12-23,70,86.0,,0.86,60.199999999999996
2007-12-24,73,86.0,,0.86,62.78
2007-12-25,71,86.0,,0.86,61.06
2007-12-26,87,86.0,,0.86,74.82
2007-12-27,100,86.0,,0.86,86.0
2007-12-28,83,86.0,,0.86,71.38
2007-12-29,89,86.0,,0.86,76.53999999999999
2007-12-30,62,86.0,,0.86,53.32
2007-12-31,85,86.0,,0.86,73.1
2008-01-01,68,90.0,False,0.9,61.2
2008-01-02,78,90.0,,0.9,70.2
2008-01-03,82,90.0,,0.9,73.8
2008-01-04,84,90.0,,0.9,75.60000000000001
2008-01-05,77,90.0,,0.9,69.3
2008-01-06,78,90.0,,0.9,70.2
2008-01-07,65,90.0,,0.9,58.5
2008-01-08,75,90.0,,0.9,67.5
2008-01-09,73,90.0,,0.9,65.7
2008-01-10,82,90.0,,0.9,73.8
2008-01-11,81,90.0,,0.9,72.9
2008-01-12,78,90.0,,0.9,70.2
2008-01-13,81,90.0,,0.9,72.9
2008-01-14,81,90.0,,0.9,72.9
2008-01-15,75,90.0,,0.9,67.5
2008-01-16,70,90.0,,0.9,63.0
2008-01-17,83,90.0,,0.9,74.7
2008-01-18,75,90.0,,0.9,67.5
2008-01-19,85,90.0,,0.9,76.5
2008-01-20,73,90.0,,0.9,65.7
2008-01-21,84,90.0,,0.9,75.60000000000001
2008-01-22,68,90.0,,0.9,61.2
2008-01-23,81,90.0,,0.9,72.9
2008-01-24,69,90.0,,0.9,62.1
2008-01-25,77,90.0,,0.9,69.3
2008-01-26,100,90.0,,0.9,90.0
2008-01-27,63,90.0,,0.9,56.7
2008-01-28,72,90.0,,0.9,64.8
2008-01-29,80,90.0,,0.9,72.0
2008-01-30,74,90.0,,0.9,66.60000000000001
2008-01-31,69,90.0,,0.9,62.1
2008-02-01,84,87.0,False,0.87,73.08
2008-02-02,100,87.0,,0.87,87.0
2008-02-03,82,87.0,,0.87,71.34
2008-02-04,75,87.0,,0.87,65.25
2008-02-05,78,87.0,,0.87,67.86
2008-02-06,86,87.0,,0.87,74.82
2008-02-07,88,87.0,,0.87,76.56
2008-02-08,89,87.0,,0.87,77.42999999999999
2008-02-09,93,87.0,,0.87,80.91
2008-02-10,94,87.0,,0.87,81.78
2008-02-11,88,87.0,,0.87,76.56
2008-02-12,81,87.0,,0.87,70.47
2008-02-13,76,87.0,,0.87,66.12
2008-02-14,73,87.0,,0.87,63.51
2008-02-15,87,87.0,,0.87,75.69
2008-02-16,93,87.0,,0.87,80.91
2008-02-17,76,87.0,,0.87,66.12
2008-02-18,90,87.0,,0.87,78.3
2008-02-19,87,87.0,,0.87,75.69
2008-02-20,89,87.0,,0.87,77.42999999999999
2008-02-21,94,87.0,,0.87,81.78
2008-02-22,81,87.0,,0.87,70.47
2008-02-23,89,87.0,,0.87,77.42999999999999
2008-02-24,95,87.0,,0.87,82.65
2008-02-25,91,87.0,,0.87,79.17
2008-02-26,84,87.0,,0.87,73.08
2008-02-27,92,87.0,,0.87,80.04
2008-02-28,92,87.0,,0.87,80.04
2008-02-29,80,87.0,,0.87,69.6
2008-03-01,66,84.0,False,0.84,55.44
2008-03-02,88,84.0,,0.84,73.92
2008-03-03,65,84.0,,0.84,54.6
2008-03-04,73,84.0,,0.84,61.32
2008-03-05,78,84.0,,0.84,65.52
2008-03-06,100,84.0,,0.84,84.0
2008-03-07,77,84.0,,0.84,64.67999999999999
2008-03-08,69,84.0,,0.84,57.96
2008-03-09,76,84.0,,0.84,63.839999999999996
2008-03-10,75,84.0,,0.84,63.0
2008-03-11,66,84.0,,0.84,55.44
2008-03-12,79,84.0,,0.84,66.36
2008-03-13,71,84.0,,0.84,59.64
2008-03-14,75,84.0,,0.84,63.0
2008-03-15,80,84.0,,0.84,67.2
2008-03-16,92,84.0,,0.84,77.28
2008-03-17,67,84.0,,0.84,56.28
2008-03-18,70,84.0,,0.84,58.8
2008-03-19,84,84.0,,0.84,70.56
2008-03-20,73,84.0,,0.84,61.32
2008-03-21,87,84.0,,0.84,73.08
2008-03-22,79,84.0,,0.84,66.36
2008-03-23,83,84.0,,0.84,69.72
2008-03-24,82,84.0,,0.84,68.88
2008-03-25,75,84.0,,0.84,63.0
2008-03-26,76,84.0,,0.84,63.839999999999996
2008-03-27,70,84.0,,0.84,58.8
2008-03-28,73,84.0,,0.84,61.32
2008-03-29,79,84.0,,0.84,66.36
2008-03-30,72,84.0,,0.84,60.48
2008-03-31,69,84.0,,0.84,57.96
2008-04-01,99,85.0,False,0.85,84.14999999999999
2008-04-02,99,85.0,,0.85,84.14999999999999
2008-04-03,100,85.0,,0.85,85.0
2008-04-04,90,85.0,,0.85,76.5
2008-04-05,97,85.0,,0.85,82.45
2008-04-06,88,85.0,,0.85,74.8
2008-04-07,85,85.0,,0.85,72.25
2008-04-08,80,85.0,,0.85,68.0
2008-04-09,87,85.0,,0.85,73.95
2008-04-10,91,85.0,,0.85,77.35
2008-04-11,79,85.0,,0.85,67.14999999999999
2008-04-12,76,85.0,,0.85,64.6
2008-04-13,97,85.0,,0.85,82.45
2008-04-14,81,85.0,,0.85,68.85
2008-04-15,84,85.0,,0.85,71.39999999999999
2008-04-16,82,85.0,,0.85,69.7
2008-04-17,87,85.0,,0.85,73.95
2008-04-18,89,85.0,,0.85,75.64999999999999
2008-04-19,96,85.0,,0.85,81.6
2008-04-20,67,85.0,,0.85,56.949999999999996
2008-04-21,86,85.0,,0.85,73.1
2008-04-22,67,85.0,,0.85,56.949999999999996
