date,rewards_unscaled,rewards_monthly,isPartial,scale,rewards
2007-03-02,73,45.0,,0.45,32.85
2007-03-03,84,45.0,,0.45,37.800000000000004
2007-03-04,100,45.0,,0.45,45.0
2007-03-05,77,45.0,,0.45,34.65
2007-03-06,76,45.0,,0.45,34.2
2007-03-07,94,45.0,,0.45,42.300000000000004
2007-03-08,81,45.0,,0.45,36.45
2007-03-09,96,45.0,,0.45,43.2
2007-03-10,96,45.0,,0.45,43.2
2007-03-11,84,45.0,,0.45,37.800000000000004
2007-03-12,68,45.0,,0.45,30.6
2007-03-13,85,45.0,,0.45,38.25
2007-03-14,71,45.0,,0.45,31.95
2007-03-15,69,45.0,,0.45,31.05
2007-03-16,73,45.0,,0.45,32.85
2007-03-17,67,45.0,,0.45,30.150000000000002
2007-03-18,84,45.0,,0.45,37.800000000000004
2007-03-19,71,45.0,,0.45,31.95
2007-03-20,73,45.0,,0.45,32.85
2007-03-21,86,45.0,,0.45,38.7
2007-03-22,68,45.0,,0.45,30.6
2007-03-23,73,45.0,,0.45,32.85
2007-03-24,64,45.0,,0.45,28.8
2007-03-25,67,45.0,,0.45,30.150000000000002
2007-03-26,81,45.0,,0.45,36.45
2007-03-27,70,45.0,,0.45,31.5
2007-03-28,65,45.0,,0.45,29.25
2007-03-29,74,45.0,,0.45,33.300000000000004
2007-03-30,70,45.0,,0.45,31.5
2007-03-31,74,45.0,,0.45,33.300000000000004
2007-04-01,77,45.0,False,0.45,34.65
2007-04-02,63,45.0,,0.45,28.35
2007-04-03,62,45.0,,0.45,27.900000000000002
2007-04-04,64,45.0,,0.45,28.8
2007-04-05,79,45.0,,0.45,35.550000000000004
2007-04-06,53,45.0,,0.45,23.85
2007-04-07,62,45.0,,0.45,27.900000000000002
2007-04-08,94,45.0,,0.45,42.300000000000004
2007-04-09,70,45.0,,0.45,31.5
2007-04-10,69,45.0,,0.45,31.05
2007-04-11,64,45.0,,0.45,28.8
2007-04-12,65,45.0,,0.45,29.25
2007-04-13,65,45.0,,0.45,29.25
2007-04-14,65,45.0,,0.45,29.25
2007-04-15,70,45.0,,0.45,31.5
2007-04-16,74,45.0,,0.45,33.300000000000004
2007-04-17,100,45.0,,0.45,45.0
2007-04-18,91,45.0,,0.45,40.95
2007-04-19,70,45.0,,0.45,31.5
2007-04-20,67,45.0,,0.45,30.150000000000002
2007-04-21,67,45.0,,0.45,30.150000000000002
2007-04-22,75,45.0,,0.45,33.75
2007-04-23,65,45.0,,0.45,29.25
2007-04-24,72,45.0,,0.45,32.4
2007-04-25,64,45.0,,0.45,28.8
2007-04-26,62,45.0,,0.45,27.900000000000002
2007-04-27,64,45.0,,0.45,28.8
2007-04-28,67,45.0,,0.45,30.150000000000002
2007-04-29,62,45.0,,0.45,27.900000000000002
2007-04-30,75,45.0,,0.45,33.75
2007-05-01,59,49.0,False,0.49,28.91
2007-05-02,72,49.0,,0.49,35.28
2007-05-03,58,49.0,,0.49,28.419999999999998
2007-05-04,70,49.0,,0.49,34.3
2007-05-05,77,49.0,,0.49,37.73
2007-05-06,72,49.0,,0.49,35.28
2007-05-07,54,49.0,,0.49,26.46
2007-05-08,62,49.0,,0.49,30.38
2007-05-09,75,49.0,,0.49,36.75
2007-05-10,63,49.0,,0.49,30.87
2007-05-11,55,49.0,,0.49,26.95
2007-05-12,64,49.0,,0.49,31.36
2007-05-13,54,49.0,,0.49,26.46
2007-05-14,74,49.0,,0.49,36.26
2007-05-15,77,49.0,,0.49,37.73
2007-05-16,66,49.0,,0.49,32.339999999999996
2007-05-17,76,49.0,,0.49,37.24
2007-05-18,69,49.0,,0.49,33.81
2007-05-19,81,49.0,,0.49,39.69
2007-05-20,81,49.0,,0.49,39.69
2007-05-21,76,49.0,,0.49,37.24
2007-05-22,76,49.0,,0.49,37.24
2007-05-23,76,49.0,,0.49,37.24
2007-05-24,61,49.0,,0.49,29.89
2007-05-25,68,49.0,,0.49,33.32
2007-05-26,80,49.0,,0.49,39.2
2007-05-27,100,49.0,,0.49,49.0
2007-05-28,93,49.0,,0.49,45.57
2007-05-29,80,49.0,,0.49,39.2
2007-05-30,80,49.0,,0.49,39.2
2007-05-31,75,49.0,,0.49,36.75
2007-06-01,75,55.0,False,0.55,41.25
2007-06-02,81,55.0,,0.55,44.550000000000004
2007-06-03,81,55.0,,0.55,44.550000000000004
2007-06-04,76,55.0,,0.55,41.800000000000004
2007-06-05,68,55.0,,0.55,37.400000000000006
2007-06-06,65,55.0,,0.55,35.75
2007-06-07,99,55.0,,0.55,54.45
2007-06-08,86,55.0,,0.55,47.300000000000004
2007-06-09,95,55.0,,0.55,52.25000000000001
2007-06-10,83,55.0,,0.55,45.650000000000006
2007-06-11,80,55.0,,0.55,44.0
2007-06-12,71,55.0,,0.55,39.050000000000004
2007-06-13,80,55.0,,0.55,44.0
2007-06-14,68,55.0,,0.55,37.400000000000006
2007-06-15,63,55.0,,0.55,34.650000000000006
2007-06-16,64,55.0,,0.55,35.2
2007-06-17,63,55.0,,0.55,34.650000000000006
2007-06-18,73,55.0,,0.55,40.150000000000006
2007-06-19,65,55.0,,0.55,35.75
2007-06-20,74,55.0,,0.55,40.7
2007-06-21,75,55.0,,0.55,41.25
2007-06-22,83,55.0,,0.55,45.650000000000006
2007-06-23,73,55.0,,0.55,40.150000000000006
2007-06-24,100,55.0,,0.55,55.00000000000001
2007-06-25,82,55.0,,0.55,45.1
2007-06-26,74,55.0,,0.55,40.7
2007-06-27,71,55.0,,0.55,39.050000000000004
2007-06-28,74,55.0,,0.55,40.7
2007-06-29,72,55.0,,0.55,39.6
2007-06-30,88,55.0,,0.55,48.400000000000006
2007-07-01,87,58.0,False,0.58,50.459999999999994
2007-07-02,85,58.0,,0.58,49.3
2007-07-03,100,58.0,,0.58,57.99999999999999
2007-07-04,82,58.0,,0.58,47.559999999999995
2007-07-05,72,58.0,,0.58,41.76
2007-07-06,79,58.0,,0.58,45.82
2007-07-07,96,58.0,,0.58,55.67999999999999
2007-07-08,86,58.0,,0.58,49.879999999999995
2007-07-09,88,58.0,,0.58,51.04
2007-07-10,76,58.0,,0.58,44.08
2007-07-11,72,58.0,,0.58,41.76
2007-07-12,75,58.0,,0.58,43.5
2007-07-13,70,58.0,,0.58,40.599999999999994
2007-07-14,69,58.0,,0.58,40.019999999999996
2007-07-15,82,58.0,,0.58,47.559999999999995
2007-07-16,82,58.0,,0.58,47.559999999999995
2007-07-17,82,58.0,,0.58,47.559999999999995
2007-07-18,66,58.0,,0.58,38.279999999999994
2007-07-19,82,58.0,,0.58,47.559999999999995
2007-07-20,73,58.0,,0.58,42.339999999999996
2007-07-21,84,58.0,,0.58,48.72
2007-07-22,83,58.0,,0.58,48.13999999999999
2007-07-23,82,58.0,,0.58,47.559999999999995
2007-07-24,75,58.0,,0.58,43.5
2007-07-25,77,58.0,,0.58,44.66
2007-07-26,67,58.0,,0.58,38.86
2007-07-27,82,58.0,,0.58,47.559999999999995
2007-07-28,65,58.0,,0.58,37.699999999999996
2007-07-29,92,58.0,,0.58,53.36
2007-07-30,72,58.0,,0.58,41.76
2007-07-31,84,58.0,,0.58,48.72
2007-08-01,77,54.0,False,0.54,41.580000000000005
2007-08-02,93,54.0,,0.54,50.220000000000006
2007-08-03,86,54.0,,0.54,46.440000000000005
2007-08-04,100,54.0,,0.54,54.0
2007-08-05,88,54.0,,0.54,47.52
2007-08-06,93,54.0,,0.54,50.220000000000006
2007-08-07,80,54.0,,0.54,43.2
2007-08-08,81,54.0,,0.54,43.74
2007-08-09,64,54.0,,0.54,34.56
2007-08-10,62,54.0,,0.54,33.480000000000004
2007-08-11,78,54.0,,0.54,42.120000000000005
2007-08-12,93,54.0,,0.54,50.220000000000006
2007-08-13,91,54.0,,0.54,49.14
2007-08-14,98,54.0,,0.54,52.92
2007-08-15,86,54.0,,0.54,46.440000000000005
2007-08-16,79,54.0,,0.54,42.660000000000004
2007-08-17,60,54.0,,0.54,32.400000000000006
2007-08-18,89,54.0,,0.54,48.06
2007-08-19,84,54.0,,0.54,45.36
2007-08-20,90,54.0,,0.54,48.6
2007-08-21,86,54.0,,0.54,46.440000000000005
2007-08-22,71,54.0,,0.54,38.34
2007-08-23,68,54.0,,0.54,36.72
2007-08-24,77,54.0,,0.54,41.580000000000005
2007-08-25,85,54.0,,0.54,45.900000000000006
2007-08-26,84,54.0,,0.54,45.36
2007-08-27,86,54.0,,0.54,46.440000000000005
2007-08-28,99,54.0,,0.54,53.46
2007-08-29,76,54.0,,0.54,41.040000000000006
2007-08-30,71,54.0,,0.54,38.34
2007-08-31,75,54.0,,0.54,40.5
2007-09-01,77,48.0,False,0.48,36.96
2007-09-02,86,48.0,,0.48,41.28
2007-09-03,90,48.0,,0.48,43.199999999999996
2007-09-04,83,48.0,,0.48,39.839999999999996
2007-09-05,82,48.0,,0.48,39.36
2007-09-06,77,48.0,,0.48,36.96
2007-09-07,73,48.0,,0.48,35.04
2007-09-08,87,48.0,,0.48,41.76
2007-09-09,93,48.0,,0.48,44.64
2007-09-10,96,48.0,,0.48,46.08
2007-09-11,87,48.0,,0.48,41.76
2007-09-12,72,48.0,,0.48,34.56
2007-09-13,78,48.0,,0.48,37.44
2007-09-14,72,48.0,,0.48,34.56
2007-09-15,75,48.0,,0.48,36.0
2007-09-16,100,48.0,,0.48,48.0
2007-09-17,86,48.0,,0.48,41.28
2007-09-18,68,48.0,,0.48,32.64
2007-09-19,59,48.0,,0.48,28.32
2007-09-20,82,48.0,,0.48,39.36
2007-09-21,77,48.0,,0.48,36.96
2007-09-22,70,48.0,,0.48,33.6
2007-09-23,81,48.0,,0.48,38.879999999999995
2007-09-24,63,48.0,,0.48,30.24
2007-09-25,84,48.0,,0.48,40.32
2007-09-26,80,48.0,,0.48,38.4
2007-09-27,75,48.0,,0.48,36.0
2007-09-28,95,48.0,,0.48,45.6
2007-09-29,95,48.0,,0.48,45.6
2007-09-30,95,48.0,,0.48,45.6
2007-10-01,75,49.0,False,0.49,36.75
2007-10-02,73,49.0,,0.49,35.769999999999996
2007-10-03,84,49.0,,0.49,41.16
2007-10-04,63,49.0,,0.49,30.87
2007-10-05,67,49.0,,0.49,32.83
2007-10-06,75,49.0,,0.49,36.75
2007-10-07,86,49.0,,0.49,42.14
2007-10-08,80,49.0,,0.49,39.2
2007-10-09,82,49.0,,0.49,40.18
2007-10-10,70,49.0,,0.49,34.3
2007-10-11,83,49.0,,0.49,40.67
2007-10-12,73,49.0,,0.49,35.769999999999996
2007-10-13,80,49.0,,0.49,39.2
2007-10-14,88,49.0,,0.49,43.12
2007-10-15,77,49.0,,0.49,37.73
2007-10-16,79,49.0,,0.49,38.71
2007-10-17,78,49.0,,0.49,38.22
2007-10-18,74,49.0,,0.49,36.26
2007-10-19,92,49.0,,0.49,45.08
2007-10-20,89,49.0,,0.49,43.61
2007-10-21,73,49.0,,0.49,35.769999999999996
2007-10-22,87,49.0,,0.49,42.63
2007-10-23,73,49.0,,0.49,35.769999999999996
2007-10-24,83,49.0,,0.49,40.67
2007-10-25,75,49.0,,0.49,36.75
2007-10-26,64,49.0,,0.49,31.36
2007-10-27,100,49.0,,0.49,49.0
2007-10-28,89,49.0,,0.49,43.61
2007-10-29,87,49.0,,0.49,42.63
2007-10-30,81,49.0,,0.49,39.69
2007-10-31,66,49.0,,0.49,32.339999999999996
2007-11-01,71,53.0,False,0.53,37.63
2007-11-02,58,53.0,,0.53,30.740000000000002
2007-11-03,83,53.0,,0.53,43.99
2007-11-04,66,53.0,,0.53,34.980000000000004
2007-11-05,68,53.0,,0.53,36.04
2007-11-06,77,53.0,,0.53,40.81
2007-11-07,81,53.0,,0.53,42.93
2007-11-08,79,53.0,,0.53,41.870000000000005
2007-11-09,75,53.0,,0.53,39.75
2007-11-10,90,53.0,,0.53,47.7
2007-11-11,71,53.0,,0.53,37.63
2007-11-12,76,53.0,,0.53,40.28
2007-11-13,78,53.0,,0.53,41.34
2007-11-14,75,53.0,,0.53,39.75
2007-11-15,74,53.0,,0.53,39.22
2007-11-16,72,53.0,,0.53,38.160000000000004
2007-11-17,89,53.0,,0.53,47.17
2007-11-18,58,53.0,,0.53,30.740000000000002
2007-11-19,79,53.0,,0.53,41.870000000000005
2007-11-20,85,53.0,,0.53,45.050000000000004
2007-11-21,71,53.0,,0.53,37.63
2007-11-22,67,53.0,,0.53,35.510000000000005
2007-11-23,76,53.0,,0.53,40.28
2007-11-24,99,53.0,,0.53,52.470000000000006
2007-11-25,91,53.0,,0.53,48.230000000000004
2007-11-26,77,53.0,,0.53,40.81
2007-11-27,100,53.0,,0.53,53.0
2007-11-28,80,53.0,,0.53,42.400000000000006
2007-11-29,71,53.0,,0.53,37.63
2007-11-30,76,53.0,,0.53,40.28
2007-12-01,87,51.0,False,0.51,44.37
2007-12-02,92,51.0,,0.51,46.92
2007-12-03,80,51.0,,0.51,40.8
2007-12-04,92,51.0,,0.51,46.92
2007-12-05,72,51.0,,0.51,36.72
2007-12-06,58,51.0,,0.51,29.580000000000002
2007-12-07,61,51.0,,0.51,31.11
2007-12-08,67,51.0,,0.51,34.17
2007-12-09,76,51.0,,0.51,38.76
2007-12-10,80,51.0,,0.51,40.8
2007-12-11,75,51.0,,0.51,38.25
2007-12-12,78,51.0,,0.51,39.78
2007-12-13,85,51.0,,0.51,43.35
2007-12-14,68,51.0,,0.51,34.68
2007-12-15,72,51.0,,0.51,36.72
2007-12-16,94,51.0,,0.51,47.94
2007-12-17,68,51.0,,0.51,34.68
2007-12-18,62,51.0,,0.51,31.62
2007-12-19,72,51.0,,0.51,36.72
2007-12-20,69,51.0,,0.51,35.19
2007-12-21,67,51.0,,0.51,34.17
2007-12-22,72,51.0,,0.51,36.72
2007-12-23,63,51.0,,0.51,32.13
2007-12-24,57,51.0,,0.51,29.07
2007-12-25,53,51.0,,0.51,27.03
2007-12-26,85,51.0,,0.51,43.35
2007-12-27,91,51.0,,0.51,46.410000000000004
2007-12-28,100,51.0,,0.51,51.0
2007-12-29,92,51.0,,0.51,46.92
2007-12-30,74,51.0,,0.51,37.74
2007-12-31,75,51.0,,0.51,38.25
2008-01-01,78,50.0,False,0.5,39.0
2008-01-02,72,50.0,,0.5,36.0
2008-01-03,82,50.0,,0.5,41.0
2008-01-04,62,50.0,,0.5,31.0
2008-01-05,100,50.0,,0.5,50.0
2008-01-06,71,50.0,,0.5,35.5
2008-01-07,72,50.0,,0.5,36.0
2008-01-08,73,50.0,,0.5,36.5
2008-01-09,69,50.0,,0.5,34.5
2008-01-10,67,50.0,,0.5,33.5
2008-01-11,67,50.0,,0.5,33.5
2008-01-12,71,50.0,,0.5,35.5
2008-01-13,70,50.0,,0.5,35.0
2008-01-14,69,50.0,,0.5,34.5
2008-01-15,78,50.0,,0.5,39.0
2008-01-16,78,50.0,,0.5,39.0
2008-01-17,78,50.0,,0.5,39.0
2008-01-18,59,50.0,,0.5,29.5
2008-01-19,65,50.0,,0.5,32.5
2008-01-20,76,50.0,,0.5,38.0
2008-01-21,79,50.0,,0.5,39.5
2008-01-22,64,50.0,,0.5,32.0
2008-01-23,62,50.0,,0.5,31.0
2008-01-24,73,50.0,,0.5,36.5
2008-01-25,68,50.0,,0.5,34.0
2008-01-26,79,50.0,,0.5,39.5
2008-01-27,65,50.0,,0.5,32.5
2008-01-28,58,50.0,,0.5,29.0
2008-01-29,76,50.0,,0.5,38.0
2008-01-30,58,50.0,,0.5,29.0
2008-01-31,59,50.0,,0.5,29.5
2008-02-01,73,49.0,False,0.49,35.769999999999996
2008-02-02,100,49.0,,0.49,49.0
2008-02-03,93,49.0,,0.49,45.57
2008-02-04,78,49.0,,0.49,38.22
2008-02-05,87,49.0,,0.49,42.63
2008-02-06,70,49.0,,0.49,34.3
2008-02-07,89,49.0,,0.49,43.61
2008-02-08,78,49.0,,0.49,38.22
2008-02-09,90,49.0,,0.49,44.1
2008-02-10,78,49.0,,0.49,38.22
2008-02-11,78,49.0,,0.49,38.22
2008-02-12,79,49.0,,0.49,38.71
2008-02-13,79,49.0,,0.49,38.71
2008-02-14,80,49.0,,0.49,39.2
2008-02-15,73,49.0,,0.49,35.769999999999996
2008-02-16,92,49.0,,0.49,45.08
2008-02-17,93,49.0,,0.49,45.57
2008-02-18,62,49.0,,0.49,30.38
2008-02-19,81,49.0,,0.49,39.69
2008-02-20,77,49.0,,0.49,37.73
2008-02-21,78,49.0,,0.49,38.22
2008-02-22,94,49.0,,0.49,46.06
2008-02-23,84,49.0,,0.49,41.16
2008-02-24,74,49.0,,0.49,36.26
2008-02-25,66,49.0,,0.49,32.339999999999996
2008-02-26,84,49.0,,0.49,41.16
2008-02-27,75,49.0,,0.49,36.75
2008-02-28,71,49.0,,0.49,34.79
2008-02-29,81,49.0,,0.49,39.69
2008-03-01,100,51.0,False,0.51,51.0
2008-03-02,61,51.0,,0.51,31.11
2008-03-03,86,51.0,,0.51,43.86
2008-03-04,83,51.0,,0.51,42.33
2008-03-05,66,51.0,,0.51,33.660000000000004
2008-03-06,80,51.0,,0.51,40.8
2008-03-07,64,51.0,,0.51,32.64
2008-03-08,77,51.0,,0.51,39.27
2008-03-09,92,51.0,,0.51,46.92
2008-03-10,61,51.0,,0.51,31.11
2008-03-11,81,51.0,,0.51,41.31
2008-03-12,77,51.0,,0.51,39.27
2008-03-13,69,51.0,,0.51,35.19
2008-03-14,81,51.0,,0.51,41.31
2008-03-15,80,51.0,,0.51,40.8
2008-03-16,91,51.0,,0.51,46.410000000000004
2008-03-17,86,51.0,,0.51,43.86
2008-03-18,90,51.0,,0.51,45.9
2008-03-19,73,51.0,,0.51,37.230000000000004
2008-03-20,97,51.0,,0.51,49.47
2008-03-21,78,51.0,,0.51,39.78
2008-03-22,75,51.0,,0.51,38.25
2008-03-23,78,51.0,,0.51,39.78
2008-03-24,94,51.0,,0.51,47.94
2008-03-25,93,51.0,,0.51,47.43
2008-03-26,86,51.0,,0.51,43.86
2008-03-27,83,51.0,,0.51,42.33
2008-03-28,90,51.0,,0.51,45.9
2008-03-29,93,51.0,,0.51,47.43
2008-03-30,93,51.0,,0.51,47.43
2008-03-31,73,51.0,,0.51,37.230000000000004
2008-04-01,83,48.0,False,0.48,39.839999999999996
2008-04-02,91,48.0,,0.48,43.68
2008-04-03,85,48.0,,0.48,40.8
2008-04-04,69,48.0,,0.48,33.12
2008-04-05,89,48.0,,0.48,42.72
2008-04-06,82,48.0,,0.48,39.36
2008-04-07,100,48.0,,0.48,48.0
2008-04-08,77,48.0,,0.48,36.96
2008-04-09,94,48.0,,0.48,45.12
2008-04-10,87,48.0,,0.48,41.76
2008-04-11,84,48.0,,0.48,40.32
2008-04-12,91,48.0,,0.48,43.68
2008-04-13,90,48.0,,0.48,43.199999999999996
2008-04-14,86,48.0,,0.48,41.28
2008-04-15,77,48.0,,0.48,36.96
2008-04-16,81,48.0,,0.48,38.879999999999995
2008-04-17,70,48.0,,0.48,33.6
2008-04-18,77,48.0,,0.48,36.96
2008-04-19,94,48.0,,0.48,45.12
2008-04-20,82,48.0,,0.48,39.36
2008-04-21,85,48.0,,0.48,40.8
2008-04-22,72,48.0,,0.48,34.56
2008-04-23,82,48.0,,0.48,39.36
2008-04-24,93,48.0,,0.48,44.64
2008-04-25,82,48.0,,0.48,39.36
2008-04-26,87,48.0,,0.48,41.76
2008-04-27,91,48.0,,0.48,43.68
2008-04-28,74,48.0,,0.48,35.519999999999996
2008-04-29,83,48.0,,0.48,39.839999999999996
2008-04-30,80,48.0,,0.48,38.4
2008-05-01,70,49.0,False,0.49,34.3
2008-05-02,81,49.0,,0.49,39.69
2008-05-03,82,49.0,,0.49,40.18
2008-05-04,80,49.0,,0.49,39.2
2008-05-05,82,49.0,,0.49,40.18
2008-05-06,72,49.0,,0.49,35.28
2008-05-07,73,49.0,,0.49,35.769999999999996
2008-05-08,68,49.0,,0.49,33.32
2008-05-09,76,49.0,,0.49,37.24
2008-05-10,86,49.0,,0.49,42.14
2008-05-11,71,49.0,,0.49,34.79
2008-05-12,74,49.0,,0.49,36.26
2008-05-13,77,49.0,,0.49,37.73
2008-05-14,66,49.0,,0.49,32.339999999999996
2008-05-15,81,49.0,,0.49,39.69
2008-05-16,68,49.0,,0.49,33.32
2008-05-17,84,49.0,,0.49,41.16
2008-05-18,100,49.0,,0.49,49.0
2008-05-19,83,49.0,,0.49,40.67
2008-05-20,88,49.0,,0.49,43.12
2008-05-21,69,49.0,,0.49,33.81
2008-05-22,82,49.0,,0.49,40.18
2008-05-23,76,49.0,,0.49,37.24
2008-05-24,87,49.0,,0.49,42.63
2008-05-25,67,49.0,,0.49,32.83
2008-05-26,75,49.0,,0.49,36.75
2008-05-27,83,49.0,,0.49,40.67
2008-05-28,73,49.0,,0.49,35.769999999999996
2008-05-29,82,49.0,,0.49,40.18
2008-05-30,76,49.0,,0.49,37.24
2008-05-31,73,49.0,,0.49,35.769999999999996
2008-06-01,93,54.0,False,0.54,50.220000000000006
2008-06-02,92,54.0,,0.54,49.68000000000001
2008-06-03,85,54.0,,0.54,45.900000000000006
2008-06-04,72,54.0,,0.54,38.88
2008-06-05,80,54.0,,0.54,43.2
2008-06-06,62,54.0,,0.54,33.480000000000004
2008-06-07,91,54.0,,0.54,49.14
2008-06-08,97,54.0,,0.54,52.38
2008-06-09,72,54.0,,0.54,38.88
2008-06-10,93,54.0,,0.54,50.220000000000006
2008-06-11,88,54.0,,0.54,47.52
2008-06-12,61,54.0,,0.54,32.940000000000005
2008-06-13,78,54.0,,0.54,42.120000000000005
2008-06-14,93,54.0,,0.54,50.220000000000006
2008-06-15,72,54.0,,0.54,38.88
2008-06-16,72,54.0,,0.54,38.88
2008-06-17,87,54.0,,0.54,46.980000000000004
2008-06-18,88,54.0,,0.54,47.52
2008-06-19,82,54.0,,0.54,44.28
2008-06-20,87,54.0,,0.54,46.980000000000004
2008-06-21,100,54.0,,0.54,54.0
2008-06-22,80,54.0,,0.54,43.2
2008-06-23,84,54.0,,0.54,45.36
2008-06-24,88,54.0,,0.54,47.52
2008-06-25,83,54.0,,0.54,44.82
2008-06-26,84,54.0,,0.54,45.36
2008-06-27,77,54.0,,0.54,41.580000000000005
2008-06-28,70,54.0,,0.54,37.800000000000004
2008-06-29,57,54.0,,0.54,30.78
2008-06-30,81,54.0,,0.54,43.74
2008-07-01,96,55.0,False,0.55,52.800000000000004
2008-07-02,94,55.0,,0.55,51.7
2008-07-03,75,55.0,,0.55,41.25
2008-07-04,92,55.0,,0.55,50.6
2008-07-05,86,55.0,,0.55,47.300000000000004
2008-07-06,97,55.0,,0.55,53.35
2008-07-07,98,55.0,,0.55,53.900000000000006
2008-07-08,99,55.0,,0.55,54.45
2008-07-09,84,55.0,,0.55,46.2
2008-07-10,77,55.0,,0.55,42.35
2008-07-11,94,55.0,,0.55,51.7
2008-07-12,86,55.0,,0.55,47.300000000000004
2008-07-13,84,55.0,,0.55,46.2
2008-07-14,78,55.0,,0.55,42.900000000000006
2008-07-15,85,55.0,,0.55,46.75000000000001
2008-07-16,81,55.0,,0.55,44.550000000000004
2008-07-17,75,55.0,,0.55,41.25
2008-07-18,95,55.0,,0.55,52.25000000000001
2008-07-19,99,55.0,,0.55,54.45
2008-07-20,96,55.0,,0.55,52.800000000000004
2008-07-21,74,55.0,,0.55,40.7
2008-07-22,88,55.0,,0.55,48.400000000000006
2008-07-23,86,55.0,,0.55,47.300000000000004
2008-07-24,81,55.0,,0.55,44.550000000000004
2008-07-25,80,55.0,,0.55,44.0
2008-07-26,92,55.0,,0.55,50.6
2008-07-27,100,55.0,,0.55,55.00000000000001
2008-07-28,84,55.0,,0.55,46.2
2008-07-29,89,55.0,,0.55,48.95
2008-07-30,78,55.0,,0.55,42.900000000000006
2008-07-31,87,55.0,,0.55,47.85
2008-08-01,88,54.0,False,0.54,47.52
2008-08-02,93,54.0,,0.54,50.220000000000006
2008-08-03,64,54.0,,0.54,34.56
2008-08-04,81,54.0,,0.54,43.74
2008-08-05,79,54.0,,0.54,42.660000000000004
2008-08-06,78,54.0,,0.54,42.120000000000005
2008-08-07,78,54.0,,0.54,42.120000000000005
2008-08-08,85,54.0,,0.54,45.900000000000006
2008-08-09,75,54.0,,0.54,40.5
2008-08-10,88,54.0,,0.54,47.52
2008-08-11,98,54.0,,0.54,52.92
2008-08-12,96,54.0,,0.54,51.84
2008-08-13,90,54.0,,0.54,48.6
2008-08-14,76,54.0,,0.54,41.040000000000006
